id,label,left_name,left_address,left_city,left_phone,left_category,left_class,right_name,right_address,right_city,right_phone,right_category,right_class
30,0,circus circus,2880 las vegas blvd s,los angeles,7027340410,buffets,437,sterling brunch,3645 las vegas blvd s,new york city,7027394651,eclectic,673
31,0,l'orangerie,903 n la cienega blvd,los angeles,3106529770,french,11,matsuhisa,129 n la cienega blvd,beverly hills,3106599639,seafood,14
32,0,vong,200 e 54th st,new york city,2124869592,american,373,sparks steak house,210 e 46th st,new york city,2126874855,steakhouses,641
33,0,margarita's mexican cantina,3120 las vegas blvd s,los angeles,7027948200,mexican,444,steak house the,2880 las vegas blvd s,las vegas,7027340410,steakhouses,72
34,0,dining room ritz-carlton buckhead,3434 peachtree rd,atlanta,4042372700,international,90,palm the,3391 peachtree rd ne,atlanta,4048141955,steakhouses,709
35,0,dante's down the hatch buckhead,3380 peachtree rd,atlanta,4042661600,continental,393,abruzzi,2355 peachtree rd ne,atlanta,4042618186,italian,74
36,0,helmand,430 broadway,san francisco,415-362-0641,greek and middle eastern,479,la caridad,2199 broadway,new york city,212-874-2780,cuban,622
37,0,ralph's diner,3000 las vegas blvd s,los angeles,7027326330,coffee shops/diners,448,tre visi,3799 las vegas blvd s,las vegas,7028917331,italian,674
38,0,yoyo tsumami bistro,1611 post st,san francisco,4159227788,french,530,postrio,545 post st,san francisco,4157767825,californian,109
39,1,seryna,11 e 53rd st,new york city,2129809393,asian,59,seryna,11 e 53rd st,new york city,2129809393,japanese,59
40,0,luna si,1931 peachtree rd,atlanta,404-355-5993,continental,405,brookhaven cafe,4274 peachtree rd,atlanta,404-231-5907,vegetarian,682
41,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,monte carlo,3145 las vegas blvd s,los angeles,7027334524,french bistro,665
42,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,moongate,3400 las vegas blvd s,los angeles,7027917352,chinese,666
43,0,cafe fes,246 w 4th st at charles st,New York City,2129247653,mediterranean,205,cafe flore,2298 market st,San Francisco,4156218579,californian,722
44,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,sterling brunch,3645 las vegas blvd s,los angeles,7027394651,eclectic,673
45,0,pinot bistro,12969 ventura blvd,los angeles,8189900500,french,18,rubins red hots,15322 ventura blvd,encino,818-905-6515,hot dogs,590
46,1,masa's,648 bush st,san francisco,4159897154,french,106,masa's,648 bush st,san francisco,4159897154,french new,106
47,0,em press court,3570 las vegas blvd s,los angeles,7027317888,asian,438,spago,3500 las vegas blvd s,las vegas,7023696300,californian,670
48,1,mesa grill,102 5th ave between 15th and 16th sts,new york city,2128077400,american,47,mesa grill,102 fifth ave,new york city,212-807-7400,southwestern,47
49,0,chin's,3200 las vegas blvd s,los angeles,7027338899,asian,67,michael's,3595 las vegas blvd s,new york city,7027377111,continental,664
50,0,patina,5955 melrose ave,los angeles,2134671108,californian,16,mo better meatty meat,7261 melrose ave,los angeles,2139355280,hamburgers,579
51,0,triangolo,345 e 83rd st,new york city,212/472-4488,italian,363,cafe lalo,201 w 83rd st,new york city,212-496-6031,coffeehouses,26
52,0,gilliland's,2424 main st,santa monica,310-392-3901,american,135,chinois on main,2709 main st,santa monica,310-392-9025,pacific new wave,5
53,1,nikolai's roof,255 courtland st at harris st,atlanta,404-221-6362,continental,87,nikolai's roof,255 courtland st,atlanta,404-221-6362,continental,87
54,0,dawat,210 e 58th st,new york city,2123557555,asian,32,sparks steak house,210 e 46th st,new york city,2126874855,steakhouses,641
55,1,le bernardin,155 w 51st st,new york city,2124891515,french,41,le bernardin,155 w 51st st,new york city,212-489-1515,seafood,41
56,0,faz,161 sutter st,san francisco,4153620404,greek and middle eastern,469,fleur de lys,777 sutter st,san francisco,4156737779,french bistro,100
57,0,veni vidi vici,41 14th st,Atlanta,4048758424,italian,93,bobby & june's kountry kitchen,375 14th st,Atlanta,4048763872,southern/soul,680
58,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,spago,3500 las vegas blvd s,las vegas,7023696300,californian,670
59,0,cite,120 w 51st st,new york city,2129567100,french,220,le bernardin,155 w 51st st,new york city,2124891515,seafood,41
60,1,oceana,55 e 54th st,new york city,2127595941,seafood,50,oceana,55 e 54th st,new york city,2127595941,seafood,50
61,0,Toulouse,B Peachtree Rd,Atlanta,4043519533,french,92,Original Pancake House,4330 Peachtree Rd,Atlanta,4042374116,american,708
62,0,cafe roma,3570 las vegas blvd s,los angeles,7027317547,coffee shops/diners,433,steak house the,2880 las vegas blvd s,las vegas,7027340410,steakhouses,72
63,0,manora,3226 mission st,san francisco,4158616224,asian,494,boulevard,1 mission st,san francisco,4155436084,american (new),96
64,0,canter's,419 n fairfax ave,los angeles,2136512030,american,122,carey's,1021 cobb pkwy se,marietta,7704228042,hamburgers,685
65,0,hong kong villa,2332 clement st,san francisco,4157528833,asian,481,alain rondelli,126 clement st,san francisco,4153870408,french bistro,94
66,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,coyote cafe,3799 las vegas blvd s,las vegas,7028917349,southwestern,68
67,0,bertolini's,3570 las vegas blvd s,los angeles,7027354663,italian,427,sterling brunch,3645 las vegas blvd s,new york city,7027394651,eclectic,673
68,0,helmand,430 broadway,san francisco,415-362-0641,greek and middle eastern,479,gray's papaya,2090 broadway,new york city,212-799-0243,hot dogs,614
69,0,Cafe Roma,3570 Las Vegas Blvd S,Los Angeles,702-731-7547,coffee shops/diners,433,Moongate,3400 Las Vegas Blvd S,Las Vegas,702-791-7352,chinese,666
70,0,jack's,615 sacramento st,san francisco,4159869854,old san francisco,485,joe's,1023 abbot kinney blvd,venice,3103995811,american (new),560
71,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd,Atlanta,4042372700,International,90,Original Pancake House (At),4330 Peachtree Rd,Atlanta,404-237-4116,American,708
72,0,Lutece,249 E 50th St,New York City,2127522225,french,44,Lespinasse,2 E 55th St,New York City,2123396719,asian,43
73,0,em press court,3570 las vegas blvd s,los angeles,7027317888,asian,438,madame ching's,3300 las vegas blvd s,los angeles,7028947111,asian,662
74,0,Mary Mac's Tea Room,224 Ponce De Leon Ave,Atlanta,4048761800,southern,86,Tortillas,774 Ponce De Leon Ave Ne,Atlanta,4048920193,tex-mex,716
75,0,valentino,3115 pico blvd,santa monica,3108294313,italian,21,rae's,2901 pico blvd,santa monica,3108287937,diners,589
76,0,lulu,816 folsom st,san francisco,415-495-5775,mediterranean,105,hamburger mary's,1582 folsom st,san francisco,415-626-1985,hamburgers,732
77,0,tomtom,3393 peachtree rd,atlanta,4042641163,continental,422,white house restaurant,3172 peachtree rd ne,atlanta,404-237-7601,diners,719
78,0,broadway deli,3rd st promenade,santa monica,3104510616,american,117,benita's frites,1433 third st promenade,santa monica,3104582889,fast food,538
79,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,eril's new orleans fish house,3799 las vegas blvd s,los angeles,7028917374,seafood,659
80,0,pano's and paul's,1232 w paces ferry rd,atlanta,404-261-3662,international,88,canoe,4199 paces ferry rd,atlanta,770-432-2663,american (new),684
81,0,tomtom,3393 peachtree rd,atlanta,4042641163,continental,422,ritz-carlton dining room,3434 peachtree rd ne,atlanta,4042372700,american new,90
82,0,vong,200 e 54th st,new york,212-486-9592,american,373,second street grill,200 e fremont st,las vegas,702-385-6277,pacific rim,71
83,0,hedgerose heights inn,490 e paces ferry rd,atlanta,4042337673,international,82,pano's & paul's,1232 w paces ferry rd,atlanta,4042613662,american (new),88
84,0,ritz-carlton restaurant and dining room,600 stockton st,san francisco,4152967465,american,110,ritz-carlton restaurant,181 peachtree st,atlanta,4046590400,french classic,91
85,0,Cafe Roma,3570 Las Vegas Blvd S,Los Angeles,7027317547,coffee shops/diners,433,Morton's of Chicago,3200 Las Vegas Blvd S,Las Vegas,7028930703,steakhouses,667
86,0,fleur de jour,348 e 62nd st,new york,2123552020,coffee bar,245,fleur de lys,777 sutter st,san francisco,4156737779,french bistro,100
87,0,dix et sept,181 w 10th st,new york city,2126458023,french,228,petrossian,182 w 58th st,new york city,2122452214,russian,52
88,0,jimmy's,201 Moreno Dr,Los Angeles,3105522394,continental,142,tommy's,2575 Beverly Blvd,Los Angeles,2133899060,hamburgers,598
89,0,petrossian,182 w 58th st,new york city,212-245-2214,french,52,les celebrites,155 w 58th st,new york city,212-484-5113,french classic,42
90,0,aqua,252 california st,san francisco,4159569662,seafood,95,emerald garden restaurant,1550 california st,san francisco,4156731155,vietnamese,730
91,0,eclipse,8800 melrose ave,Los Angeles,3107245959,californian,132,sweet lady jane,8360 melrose ave,Los Angeles,2136537145,desserts,596
92,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd,Atlanta,4042372700,International,90,La Grotta,2637 Peachtree Rd Ne,Atlanta,404-231-1368,Italian,85
93,0,victor's cafe,52 236 w. 52nd st,new york city,2125867714,latin american,371,21 club,21 w. 52nd st,new york city,2125827200,american ( new ),23
94,0,steak house,2880 las vegas blvd s,los angeles,7027340410,steak houses,72,spago,3500 las vegas blvd s,las vegas,7023696300,californian,670
95,1,valentino,3115 pico blvd,santa monica,3108294313,italian,21,valentino,3115 pico blvd,santa monica,3108294313,italian,21
96,0,sarabeth's kitchen,423 amsterdam ave between 80th and 81st sts,new york city,212-496-6280,american,344,sarabeth's,1295 madison ave,new york city,212-410-7335,american,640
97,1,river cafe,1 water st at the east river,brooklyn,7185225200,american,56,river cafe,1 water st,brooklyn,718-522-5200,american (new),56
98,1,la grotta,2637 peachtree rd ne,atlanta,4042311368,italian,85,la grotta,2637 peachtree rd ne,atlanta,4042311368,italian,85
99,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,steak house the,2880 las vegas blvd s,los angeles,7027340410,steakhouses,72
100,0,ralph's diner,3000 las vegas blvd s,los angeles,7027326330,coffee shops/diners,448,spago,3500 las vegas blvd s,las vegas,7023696300,californian,670
101,0,em press court,3570 las vegas blvd s,los angeles,7027317888,asian,438,steak house the,2880 las vegas blvd s,los angeles,7027340410,steakhouses,72
102,0,cafe bizou,14016 ventura blvd,sherman oaks,8187883536,french,3,art's deli,12224 ventura blvd,studio city,8187621221,delis,1
103,1,union square cafe,21 e 16th st,new york city,212/243 -4020,american,65,union square cafe,21 e 16th st,new york city,212-243-4020,american ( new ),65
104,0,Taste Of New Orleans,889 W Peachtree St,Atlanta,4048745535,southern,421,Ritz-Carlton Restaurant,181 Peachtree St,Atlanta,4046590400,French (Classic),91
105,0,Taste Of New Orleans,889 W Peachtree St,Atlanta,404-874-5535,southern,421,Alon's At The Terrace,659 Peachtree St,Atlanta,404-724-0444,sandwiches,676
106,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,morton's of chicago,3200 las vegas blvd s,las vegas,7028930703,steakhouses,667
107,0,chin's,3200 las vegas blvd s,los angeles,7027338899,asian,67,coyote cafe,3799 las vegas blvd s,las vegas,7028917349,southwestern,68
108,0,l'orangerie,903 n la cienega blvd,los angeles,3106529770,french,11,arnie morton's of chicago,435 s la cienega blvd,los angeles,3102461501,steakhouses,0
109,0,coyote cafe,3799 las vegas blvd s,los angeles,7028917349,southwestern,68,steak house the,2880 las vegas blvd s,new york city,7027340410,steakhouses,72
110,0,Bally's Big Kitchen,3645 Las Vegas Blvd S,Las Vegas,702-739-4111,buffets,424,Sterling Brunch,3645 Las Vegas Blvd S,Las Vegas,702-739-4651,eclectic,673
111,0,em press court,3570 las vegas blvd s,los angeles,7027317888,asian,438,michael's,3595 las vegas blvd s,los angeles,7027377111,continental,664
112,0,posto,14928 Ventura Blvd,Sherman Oaks,8187844400,italian,156,Cafe Bizou,14016 Ventura Blvd,Sherman Oaks,8187883536,french bistro,3
113,0,island spice,402 w 44th st,new york city,2127651737,tel caribbean,37,virgil's real bbq,152 w 44th st,new york city,2129219494,bbq,66
114,0,beesley's of buckhead,260 e paces ferry road,atlanta,4042641334,continental,384,riviera,519 e paces ferry rd,atlanta,4042627112,mediterranean,712
115,0,petrossian,182 w 58th st,new york city,212-245-2214,french,52,march,405 e 58th st,new york city,212-754-6272,american (new),46
116,0,march,405 e 58th st,new york city,2127546272,american,46,wollensky's grill,205 e 49th st,new york city,2127530444,steakhouses,653
117,0,tomtom,3393 peachtree rd,atlanta,4042641163,continental,422,palm the,3391 peachtree rd ne,atlanta,4048141955,steakhouses,709
118,0,joss,9255 sunset blvd,los angeles,310-276-1886,asian,143,duke's,8909 sunset blvd,west hollywood,310-652-3100,coffee shops,551
119,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,buccaneer bay club,3300 las vegas blvd s,los angeles,7028947350,continental,657
120,0,rose pistola,532 columbus ave,san francisco,4153990499,italian,111,caffe greco,423 columbus ave,san francisco,4153976261,continental,723
121,0,patina,5955 melrose ave,los angeles,2134671108,californian,16,le chardonnay,8284 melrose ave,los angeles,2136558880,french bistro,12
122,0,bertolini's,3570 las vegas blvd s,los angeles,7027354663,italian,427,michael's,3595 las vegas blvd s,new york city,7027377111,continental,664
123,0,Tang Pavillion,65 W 55th St,New York City,2129566888,asian,356,La Cote Basque,60 W 55th St,New York City,2126886525,french classic,40
124,0,coyote cafe,3799 las vegas blvd s,los angeles,7028917349,southwestern,68,chin's,3200 las vegas blvd s,los angeles,7027338899,chinese,67
125,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd,Atlanta,4042661600,continental,393,Brookhaven Cafe,4274 Peachtree Rd,Atlanta,404-231-5907,vegetarian,682
126,0,water club,500 e 30th st,new york,2126833333,american,374,lutece,249 e 50th st,new york city,2127522225,french classic,44
127,0,cafe roma,3570 las vegas blvd s,los angeles,7027317547,coffee shops/diners,433,madame ching's,3300 las vegas blvd s,las vegas,7028947111,asian,662
128,0,bone's,3130 piedmont road,atlanta,4042372663,american,76,soto,3330 piedmont rd,atlanta,4042332005,japanese,714
129,0,l absinthe,227 e 67th st,new york city,2127944950,french,277,cafe des artistes,1 w 67th st,new york city,2128773500,french classic,27
130,0,luna si,1931 peachtree rd,atlanta,404-355-5993,continental,405,white house restaurant,3172 peachtree rd ne,atlanta,404-237-7601,diners,719
131,0,bruno,240 e 58th st,new york city,2126884190,italian,195,march,405 e 58th st,new york city,2127546272,american (new),46
132,0,carnival world,3700 w flamingo rd,los angeles,7022527777,buffets,435,till erman the,2245 e flamingo rd,las vegas,7027314036,steakhouses,73
133,0,cafe bianco,1486 2nd ave between 77th and 78th sts,new york,2129882655,coffee bar,199,cafe blanc,9777 little santa monica blvd,beverly hills,3108880108,pacific new wave,546
134,0,palace court,3570 las vegas blvd s,los angeles,7027317547,continental,70,moongate,3400 las vegas blvd s,las vegas,7027917352,chinese,666
135,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd,Atlanta,4042661600,continental,393,Ritz-Carlton Dining Room,3434 Peachtree Rd Ne,Atlanta,4042372700,american (new),90
136,0,bugsy's diner,3555 las vegas blvd s,los angeles,7027333111,coffee shops/diners,431,em eril's new orleans fish house,3799 las vegas blvd s,new york city,7028917374,seafood,659
137,0,bolo,23 e 22nd st,new york city,212/228-2200,mediterranean,191,la grenouille,3 e 52nd st,new york city,212-752-1495,french classic,623
138,0,Cafe Roma,3570 Las Vegas Blvd S,Los Angeles,702-731-7547,coffee shops/diners,433,Palace Court,3570 Las Vegas Blvd S,Los Angeles,702-731-7110,french bistro,70
139,0,felidia,243 e 58th st,new york city,2127581479,italian,33,march,405 e 58th st,new york city,2127546272,american (new),46
140,0,tomtom,3393 Peachtree Rd,Atlanta,4042641163,continental,422,toulouse,293-b Peachtree Rd,Atlanta,4043519533,french bistro,92
141,0,hard rock cafe,221 w 57th st,new york city,2124896565,american,261,edison cafe,228 w 47th st,new york city,2128405000,diners,611
142,1,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd,Atlanta,4042372700,International,90,Ritz-Carlton Dining Room,3434 Peachtree Rd Ne,Atlanta,404-237-2700,American (New),90
143,1,smith & wollensky,201 e 49th st,new york city,2127531530,american,62,smith & wollensky,797 third ave,new york city,2127531530,steakhouses,62
144,0,matthew's,1030 3rd ave at 61st st,new york city,2128384343,american,305,masa's,648 bush st,san francisco,4159897154,french bistro,106
145,0,border grill,4th st,los angeles,310-451-1655,mexican,116,roosevelt tamale parlor,2817 24th st,san francisco,415-550-9213,mexican,742
146,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Rd,Atlanta,4042372700,international,89,La Grotta,2637 Peachtree Rd Ne,Atlanta,404-231-1368,italian,85
147,0,vivande porta via,2125 fillmore st,san francisco,4153464430,italian,524,plumpjack cafe,3127 fillmore st,san francisco,4155634755,american (new),108
148,1,pisces,95 ave a at 6th st,new york city,212/260 -6660,seafood,54,pisces,95 ave a,new york city,212-260-6660,seafood,54
149,0,le chardonnay,8284 melrose ave,los angeles,2136558880,french,12,citrus,6703 melrose ave,los angeles,213-857-0034,californian,6
150,0,bruno,240 e 58th st,new york city,2126884190,italian,195,lutece,249 e 50th st,new york city,2127522225,french classic,44
151,0,march,405 e 58th st,new york city,2127546272,american,46,shun lee palace,155 e 55th st,new york city,2123718844,chinese,60
152,0,Toulouse,B Peachtree Rd,Atlanta,4043519533,french,92,Abruzzi,2355 Peachtree Rd Ne,Atlanta,4042618186,italian,74
153,0,Yolie's,3900 Paradise Rd,Los Angeles,7027940700,steak houses,452,Le Montrachet Bistro,3000 Paradise Rd,Los Angeles,7027325651,french bistro,69
154,0,chin's,3200 las vegas blvd s,los angeles,7027338899,asian,67,madame ching's,3300 las vegas blvd s,los angeles,7028947111,asian,662
155,1,granita,23725 w malibu rd,malibu,3104560488,californian,8,granita,23725 w malibu rd,malibu,3104560488,californian,8
156,1,l'orangerie,903 n la cienega blvd,los angeles,3106529770,french,11,l'orangerie,903 n la cienega blvd,west hollywood,3106529770,french classic,11
157,1,georgia grille,2290 peachtree rd ne,atlanta,4043523517,american,81,georgia grille,2290 peachtree rd,atlanta,404-352-3517,southwestern,81
158,0,camille's,1186 n highland ave,atlanta,4048727203,italian,388,uncle bill's pancake house,1305 highland ave,manhattan beach,3105455177,diners,599
159,0,antonio's,3700 w flamingo,los angeles,7022527737,italian,423,fiore rotisserie & grille,3700 w flamingo rd,las vegas,7022527702,italian,660
160,0,bistango,1100 peachtree st,atlanta,4047240901,mediterranean,386,ritz-carlton restaurant,181 peachtree st,atlanta,4046590400,french classic,91
161,0,cafe roma,3570 las vegas blvd s,los angeles,7027317547,coffee shops/diners,433,chin's,3200 las vegas blvd s,los angeles,7027338899,chinese,67
162,0,ralph's diner,3000 las vegas blvd s,los angeles,7027326330,coffee shops/diners,448,michael's,3595 las vegas blvd s,new york city,7027377111,continental,664
163,0,helmand,430 broadway,san francisco,4153620641,greek and middle eastern,479,carmine's,2450 broadway,new york city,2123622200,italian,28
164,0,mikado,3400 las vegas blvd s,los angeles,7027917111,asian,446,michael's,3595 las vegas blvd s,los angeles,7027377111,continental,664
165,1,lulu,816 folsom st,san francisco,415-495-5775,mediterranean,105,lulu restaurant-bis-cafe,816 folsom st,san francisco,415-495-5775,mediterranean,105
166,0,the bacchanal,3570 las vegas blvd s,los angeles,7027317525,only in los angeles,449,buccaneer bay club,3300 las vegas blvd s,new york city,7028947350,continental,657
167,0,le marais,150 w 46th st,new york city,2128690900,american,290,virgil's real bbq,152 w 44th st,new york city,2129219494,bbq,66
168,0,le chantilly,106 e 57th st,new york city,2127512931,french,285,yama,122 e 17th st,new york city,2124750969,japanese,654
169,0,pano's and paul's,1232 w paces ferry rd,atlanta,4042613662,international,88,103 west,103 w paces ferry rd,atlanta,4042335993,continental,675
170,0,ralph's diner,3000 las vegas blvd s,los angeles,7027326330,coffee shops/diners,448,sterling brunch,3645 las vegas blvd s,new york city,7027394651,eclectic,673
171,0,tadich grill,240 california st,san francisco,4153912373,seafood,519,aqua,252 california st,san francisco,4159569662,american (new),95
172,0,sanppo,1702 post st,San Francisco,4153463486,asian,510,postrio,545 post st,San Francisco,4157767825,californian,109
173,1,restaurant katsu,1972 n hillhurst ave,los angeles,2136651891,asian,10,katsu,1972 hillhurst ave,los angeles,213-665-1891,japanese,10
174,0,petrossian,182 w 58th st,new york city,212-245-2214,french,52,felidia,243 e 58th st,new york city,212-758-1479,italian,33
175,0,zuni cafe & grill,1658 market st,san francisco,4155522522,mediterranean,532,cafe flore,2298 market st,san francisco,4156218579,californian,722
176,0,la folie,2316 polk st,san francisco,4157765577,french,104,swan oyster depot,1517 polk st,san francisco,4156731101,seafood,746
177,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,michael's,3595 las vegas blvd s,los angeles,7027377111,continental,664
178,0,virgil's,152 w 44th st,new york city,2129219494,american,66,les celebrites,155 w 58th st,new york city,212-484-5113,french classic,42
179,0,virgil's,152 w 44th st,new york city,2129219494,american,66,petrossian,182 w 58th st,new york city,212-245-2214,russian,52
180,0,abbey,163 ponce de leon ave,atlanta,4048768532,international,379,tortillas,774 ponce de leon ave ne,atlanta,4048920193,tex-mex,716
181,0,restaurant ritz-carlton atlanta,181 peachtree st,atlanta,4046590400,continental,91,morton's of chicago,303 peachtree st ne,atlanta,4045774366,steakhouses,704
182,0,bertolini's,3570 las vegas blvd s,los angeles,7027354663,italian,427,tre visi,3799 las vegas blvd s,los angeles,7028917331,italian,674
183,0,mon kee seafood restaurant,679 n spring st,los angeles,2136286717,asian,147,lombardi's,32 spring st,new york city,2129417994,pizza,625
184,0,lespinasse,2 e 55th st,new york city,2123396719,american,43,felidia,243 e 58th st,new york city,2127581479,italian,33
185,0,posto,14928 Ventura Blvd,Sherman Oaks,8187844400,italian,156,Art's Deli,12224 Ventura Blvd,Studio City,8187621221,delis,1
186,0,Toulouse,B Peachtree Rd,Atlanta,4043519533,french,92,Ritz-Carlton Cafe,3434 Peachtree Rd Ne,Atlanta,4042372700,american new,89
187,0,bone's,3130 piedmont road,atlanta,4042372663,american,76,rae's,2901 pico blvd,santa monica,3108287937,diners,589
188,0,the palm,9001 santa monica blvd,los angeles,3105508811,american,15,la cachette,10506 little santa monica blvd,century city,3104704992,french bistro,568
189,0,le perigord,405 e 52nd st,new york city,2127556244,french,291,four seasons,99 e 52nd st,new york city,2127549494,american (new),34
190,1,Aquavit,13 W 54th St,New York City,212-307-7311,continental,24,Aquavit,13 W 54th St,New York City,212-307-7311,scandinavian,24
191,0,bistro,3400 las vegas blvd s,los angeles,7027917111,continental,429,coyote cafe,3799 las vegas blvd s,las vegas,7028917349,southwestern,68
192,0,pinot bistro,12969 ventura blvd,los angeles,8189900500,french,18,sushi nozawa,11288 ventura blvd,studio city,8185087017,japanese,595
193,0,carnival world,3700 w flamingo rd,los angeles,7022527777,buffets,435,buzios in the rio,3700 w flamingo rd,las vegas,7022527697,seafood,658
194,1,fenix,8358 sunset blvd west,hollywood,213-848-6677,american,7,fenix at the argyle,8358 sunset blvd,west hollywood,213-848-6677,french bistro,7
195,0,Yolie's,3900 Paradise Rd,Las Vegas,702-794-0700,steak houses,452,Rae's,2901 Pico Blvd,Santa Monica,310-828-7937,diners,589
196,0,luna si,1931 peachtree rd,atlanta,404-355-5993,continental,405,palm the,3391 peachtree rd ne,atlanta,404-814-1955,steakhouses,709
197,0,la reserve,4 w 49th st,new york city,2122472993,french,281,wollensky's grill,205 e 49th st,new york city,2127530444,steakhouses,653
198,0,le colonial,149 e 57th st,new york city,212/752-0808,asian,286,shun lee palace,155 e 55th st,new york city,212-371-8844,chinese,60
199,0,pinot bistro,12969 ventura blvd,los angeles,8189900500,french,18,cafe bizou,14016 ventura blvd,sherman oaks,8187883536,french bistro,3
200,0,gallagher's,228 w 52nd st,new york city,212-245-5336,american,254,edison cafe,228 w 47th st,new york city,212-840-5000,diners,611
