id,label,left_name,left_address,left_city,left_phone,left_category,left_class,right_name,right_address,right_city,right_phone,right_category,right_class
17,1,rainbow room,30 rockefeller plaza,new york city,212-632-5000,american,55.0,rainbow room,30 rockefeller plaza,new york city,212-632-5000,american ( new ),55.0
18,1,Cafe Claude,7 Claude Lane,San Francisco,415-392-3505,french,97.0,Cafe Claude,7 Claude Lane,San Francisco,415-392-3505,french bistro,97.0
19,0,Yolie's,3900 Paradise Rd.,Las Vegas,702-794-0700,steak houses,452.0,Nicky Blair's,3925 Paradise Rd.,Las Vegas,702-792-9900,italian,668.0
20,0,,,,,,,,,,,,
21,0,L'osteria del forno,519 Columbus Ave.,San Francisco,415-982-1124,italian,490.0,Campo Santo,240 Columbus Ave.,San Francisco,415-433-9623,mexican,724.0
22,0,bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427.0,moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666.0
23,0,maykadeh,470 Green Street,San Francisco,415-362-8286,greek and middle eastern,495.0,Greenwood's,1087 Green Street,Roswell,770-992-5383,southern/soul,693.0
24,0,Dawat,210 E 58th St,New York City,212-355-7555,asian,32.0,Petrossian,182 W 58th St,New York City,212-245-2214,russian,52.0
25,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,only in las vegas,449.0,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72.0
26,0,posto,14928 Ventura Blvd.,Sherman Oaks,818-784-4400,italian,156.0,Rubin's Red Hots,15322 Ventura Blvd.,Encino,818-905-6515,hot dogs,590.0
27,0,Antonio's,3700 W Flamingo Rd,Las Vegas,702-252-7737,italian,423.0,Buzio's in the Rio,3700 W Flamingo Rd,Las Vegas,702-252-7697,seafood,658.0
28,0,Ruth's Chris,148 West 51st Street,New York City,212-245-9600,american,338.0,Le Bernardin,155 West 51st Street,New York City,212-554-1515,seafood,41.0
29,0,tommy tang's,7313 Melrose Avenue,Los Angeles,213-937-5733,asian,167.0,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16.0
30,0,circus circus,2880 las vegas blvd s,Las Vegas,702-734-0410,buffets,437.0,sterling brunch,3645 las vegas blvd s,Las Vegas,702-739-4651,eclectic,673.0
31,0,L'orangerie,903 N La Cienega Blvd,Los Angeles,310-652-9770,french,11.0,Matsuhisa,129 N La Cienega Blvd,Beverly Hills,310-659-9639,seafood,14.0
32,0,vong,200 E 54th St,New York City,212-486-9592,american,373.0,Sparks Steak House,210 E 46th St,New York City,212-687-4855,steakhouses,641.0
33,0,Margarita's Mexican Cantina,3120 Las Vegas Blvd S,Las Vegas,702-794-8200,mexican,444.0,Steak House The,2880 Las Vegas Blvd S,Las Vegas,702-734-0410,steakhouses,72.0
34,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,404-237-2700,international,90.0,Palm The ( Atlanta ),3391 Peachtree Rd. Ne,Atlanta,404-814-1955,steakhouses,709.0
35,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd.,Atlanta,404-266-1600,continental,393.0,Abruzzi,2355 Peachtree Rd Ne,Atlanta,404-261-8186,italian,74.0
36,0,helmand,430 Broadway,San Francisco,415-362-0641,greek and middle eastern,479.0,La Caridad,2199 Broadway,New York City,212-874-2780,cuban,622.0
37,0,Ralph's Diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448.0,Tre Visani,3799 Las Vegas Boulevard South,Las Vegas,702-891-7331,italian,674.0
38,0,yoyo tsumami bistro,1611 post st.,San Francisco,415-922-7788,french,530.0,postrio,545 post st.,San Francisco,415-776-7825,californian,109.0
39,1,seryna,11 E 53rd St,New York City,212-980-9393,asian,59.0,seryna,11 E 53rd St,New York City,212-980-9393,japanese,59.0
40,0,luna si,1931 Peachtree Rd.,Atlanta,404-355-5993,continental,405.0,brookhaven cafe,4274 Peachtree Rd.,Atlanta,404-231-5907,vegetarian,682.0
41,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Monte Carlo,3145 Las Vegas Boulevard South,Las Vegas,702-733-4524,french (new),665.0
42,0,bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429.0,moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666.0
43,0,Cafe Fes,246 West 4th Street at Charles Street,New York City,212-924-7653,mediterranean,205.0,Cafe Flore,2298 Market Street,San Francisco,415-621-8579,californian,722.0
44,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673.0
45,0,Pinot Bistro,12969 Ventura Boulevard,Los Angeles,818-990-0500,french,18.0,Rubin's Red Hots,15322 Ventura Boulevard,Encino,818-905-6515,hot dogs,590.0
46,1,Masa's,648 Bush Street,San Francisco,415-989-7154,french,106.0,Masa's,648 Bush Street,San Francisco,415-989-7154,french (new),106.0
47,0,'em press court,3570 Las Vegas Blvd S,Las Vegas,702-731-7888,asian,438.0,Spago (Las Vegas),3500 Las Vegas Blvd S,Las Vegas,702-369-6300,californian,670.0
48,1,Mesa Grill,102 5th Ave Between 15th And 16th Sts,New York City,212-807-7400,american,47.0,Mesa Grill,102 Fifth Ave,New York City,212-807-7400,southwestern,47.0
49,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67.0,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664.0
50,0,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16.0,Mo Better Meatty Meat,7261 Melrose Avenue,Los Angeles,213-935-5280,hamburgers,579.0
51,0,triangolo,345 E 83rd St,New York City,212-472-4488,italian,363.0,Cafe Lalo,201 W 83rd St,New York City,212-496-6031,coffeehouses,26.0
52,0,Gilliland's,2424 Main St.,Santa Monica,310-392-3901,american,135.0,Chinois on Main,2709 Main St.,Santa Monica,310-392-9025,pacific new wave,5.0
53,1,Nikolai's Roof,255 Courtland St At Harris St,Atlanta,404-221-6362,continental,87.0,Nikolai's Roof,255 Courtland St,Atlanta,404-221-6362,continental,87.0
54,0,Dawat,210 E 58th St,New York City,212-355-7555,asian,32.0,Sparks Steak House,210 E 46th St,New York City,212-687-4855,steakhouses,641.0
55,1,Le Bernardin,155 West 51st Street,New York City,212-489-1515,french,41.0,Le Bernardin,155 West 51st Street,New York City,212-489-1515,seafood,41.0
56,0,faz,161 Sutter St.,San Francisco,415-362-0404,greek and middle eastern,469.0,Fleur de Lys,777 Sutter St.,San Francisco,415-673-7779,french (new),100.0
57,0,veni vidi vici,41 14th St.,Atlanta,404-875-8424,italian,93.0,Bobby & June's Kountry Kitchen,375 14th St.,Atlanta,404-876-3872,southern/soul,680.0
58,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Spago (Las Vegas),3500 Las Vegas Boulevard South,Las Vegas,702-369-6300,californian,670.0
59,0,cite,120 West 51st Street,New York City,212-956-7100,french,220.0,Le Bernardin,155 West 51st Street,New York City,212-489-1515,seafood,41.0
60,1,Oceana,55 E 54th St,New York City,212-759-5941,seafood,50.0,Oceana,55 E 54th St,New York City,212-759-5941,seafood,50.0
61,0,Toulouse,B Peachtree Rd.,Atlanta,404-351-9533,french,92.0,Original Pancake House (At),4330 Peachtree Rd.,Atlanta,404-237-4116,american,708.0
62,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433.0,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72.0
63,0,manora,3226 Mission St.,San Francisco,415-861-6224,asian,494.0,Boulevard,1 Mission St.,San Francisco,415-543-6084,american (new),96.0
64,0,canter's,419 North Fairfax Avenue,Los Angeles,213-651-2030,american,122.0,carey's,1021 Cobb Parkway SE,Marietta,770-422-8042,hamburgers,685.0
65,0,hong kong villa,2332 clement st.,San Francisco,415-752-8833,asian,481.0,alain rondelli,126 clement st.,San Francisco,415-387-0408,french (new),94.0
66,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Coyote Cafe (Las Vegas),3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68.0
67,0,bertolini's,3570 Las Vegas Boulevard South,Las Vegas,702-735-4663,italian,427.0,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673.0
68,0,helmand,430 Broadway,San Francisco,415-362-0641,greek and middle eastern,479.0,Gray's Papaya,2090 Broadway,New York City,212-799-0243,hot dogs,614.0
69,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433.0,Moongate,3400 Las Vegas Boulevard South,Las Vegas,702-791-7352,chinese,666.0
70,0,jack's,615 Sacramento Street,San Francisco,415-986-9854,old san francisco,485.0,joe's,1023 Abbot Kinney Boulevard,Venice,310-399-5811,american (new),560.0
71,0,,,,,,,,,,,,
72,0,Lutece,249 East 50th Street,New York City,212-752-2225,french,44.0,Lespinasse (New York City),2 East 55th Street,New York City,212-339-6719,asian,43.0
73,0,'em press court,3570 Las Vegas Blvd S,Las Vegas,702-731-7888,asian,438.0,Madame Ching's,3300 Las Vegas Blvd S,Las Vegas,702-894-7111,asian,662.0
74,0,Mary Mac's Tea Room,224 Ponce De Leon Avenue,Atlanta,404-876-1800,southern,86.0,Tortillas,774 Ponce De Leon Avenue Northeast,Atlanta,404-892-0193,tex-mex,716.0
75,0,valentino,3115 Pico Blvd.,Santa Monica,310-829-4313,italian,21.0,Rae's,2901 Pico Blvd.,Santa Monica,310-828-7937,diners,589.0
76,0,lulu,816 Folsom St.,San Francisco,415-495-5775,mediterranean,105.0,hamburger mary's,1582 Folsom St.,San Francisco,415-626-1985,hamburgers,732.0
77,0,tomtom,3393 Peachtree Rd.,Atlanta,404-264-1163,continental,422.0,White House Restaurant,3172 Peachtree Rd Ne,Atlanta,404-237-7601,diners,719.0
78,0,broadway deli,3rd st promenade,santa monica,310-451-0616,american,117.0,benita's frites,1433 third st promenade,santa monica,310-458-2889,fast food,538.0
79,0,bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429.0,Emil's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659.0
80,0,pano's and paul's,1232 W Paces Ferry Rd.,Atlanta,404-261-3662,international,88.0,canoe,4199 Paces Ferry Rd.,Atlanta,770-432-2663,american (new),684.0
81,0,tomtom,3393 Peachtree Rd.,Atlanta,404-264-1163,continental,422.0,Ritz-Carlton Dining Room,3434 Peachtree Rd Ne,Atlanta,404-237-2700,american (new),90.0
82,0,vong,200 E 54th St,New York City,212-486-9592,american,373.0,Second Street Grill,200 E Fremont St,Las Vegas,702-385-6277,pacific rim,71.0
83,0,hedgerose heights inn,490 E Paces Ferry Rd.,Atlanta,404-233-7673,international,82.0,pano's & paul's,1232 W Paces Ferry Rd.,Atlanta,404-261-3662,american (new),88.0
84,0,Ritz-Carlton Restaurant and Dining Room,600 Stockton St.,San Francisco,415-296-7465,american,110.0,Ritz-Carlton Restaurant,181 Peachtree St.,Atlanta,404-659-0400,french ( classic ),91.0
85,0,Cafe Roma,3570 Las Vegas Blvd S,Las Vegas,702-731-7547,coffee shops/diners,433.0,Morton's of Chicago (Las Vegas),3200 Las Vegas Blvd S,Las Vegas,702-893-0703,steakhouses,667.0
86,0,fleur de jour,348 E 62nd St,New York City,212-355-2020,coffee bar,245.0,fleur de lys,777 Sutter St,San Francisco,415-673-7779,french (new),100.0
87,0,dix et sept,181 West 10th Street,New York City,212-645-8023,french,228.0,Petrossian,182 West 58th Street,New York City,212-245-2214,russian,52.0
88,0,jimmy's,201 Moreno Dr.,Los Angeles,310-552-2394,continental,142.0,tommy's,2575 Beverly Blvd.,Los Angeles,213-389-9060,hamburgers,598.0
89,0,petrossian,182 West 58th Street,New York City,212-245-2214,french,52.0,Les Celebrites,155 West 58th Street,New York City,212-484-5113,french ( classic ),42.0
90,0,aqua,252 California Street,San Francisco,415-956-9662,seafood,95.0,Emerald Garden Restaurant,1550 California Street,San Francisco,415-673-1155,vietnamese,730.0
91,0,,,,,,,,,,,,
92,0,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,404-237-2700,international,90.0,La Grotta,2637 Peachtree Rd. Ne,Atlanta,404-231-1368,italian,85.0
93,0,victor's cafe,52 236 w. 52nd st.,New York City,212-586-7714,latin american,371.0,21 club,21 w. 52nd st.,New York City,212-582-7200,american (new),23.0
94,0,steak house,2880 Las Vegas Blvd S,Las Vegas,702-734-0410,steak houses,72.0,Spago (Las Vegas),3500 Las Vegas Blvd S,Las Vegas,702-369-6300,californian,670.0
95,1,valentino,3115 Pico Blvd.,Santa Monica,310-829-4313,italian,21.0,valentino,3115 Pico Blvd.,Santa Monica,310-829-4313,italian,21.0
96,0,Sarabeth's Kitchen,423 Amsterdam Ave.,New York City,212-496-6280,american,344.0,Sarabeth's,1295 Madison Ave.,New York City,212-410-7335,american,640.0
97,1,River Cafe,1 Water St At The East River,Brooklyn,718-522-5200,american,56.0,River Cafe,1 Water St,Brooklyn,718-522-5200,american (new),56.0
98,1,La Grotta,2637 Peachtree Rd Ne,Atlanta,404-231-1368,italian,85.0,La Grotta,2637 Peachtree Rd Ne,Atlanta,404-231-1368,italian,85.0
99,0,bistro,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,continental,429.0,Steak House The,2880 Las Vegas Boulevard South,Las Vegas,702-734-0410,steakhouses,72.0
100,0,ralph's diner,3000 las vegas blvd s,Las Vegas,702-732-6330,coffee shops/diners,448.0,spago (las vegas),3500 las vegas blvd s,Las Vegas,702-369-6300,californian,670.0
101,0,'em press court,3570 Las Vegas Blvd S,Las Vegas,702-731-7888,asian,438.0,Steak House The,2880 Las Vegas Blvd S,Las Vegas,702-734-0410,steakhouses,72.0
102,0,Cafe Bizou,14016 Ventura Boulevard,Sherman Oaks,818-788-3536,french,3.0,Art's Deli,12224 Ventura Boulevard,Studio City,818-762-1221,delis,1.0
103,1,Union Square Cafe,21 E 16th St,New York City,212-243-4020,american,65.0,Union Square Cafe,21 E 16th St,New York City,212-243-4020,american (new),65.0
104,0,Taste of New Orleans,889 W Peachtree St,Atlanta,404-874-5535,southern,421.0,Ritz-Carlton Restaurant,181 Peachtree St,Atlanta,404-659-0400,french ( classic ),91.0
105,0,Taste of New Orleans,889 W Peachtree St.,Atlanta,404-874-5535,southern,421.0,Alon's at the Terrace,659 Peachtree St.,Atlanta,404-724-0444,sandwiches,676.0
106,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Morton's of Chicago (Las Vegas),3200 Las Vegas Boulevard South,Las Vegas,702-893-0703,steakhouses,667.0
107,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67.0,Coyote Cafe (Las Vegas),3799 Las Vegas Boulevard South,Las Vegas,702-891-7349,southwestern,68.0
108,0,L'orangerie,903 N La Cienega Blvd,Los Angeles,310-652-9770,french,11.0,Arnold Morton's of Chicago,435 S La Cienega Blvd,Los Angeles,310-246-1501,steakhouses,0.0
109,0,Coyote Cafe,3799 Las Vegas Blvd S,Las Vegas,702-891-7349,southwestern,68.0,Steak House The,2880 Las Vegas Blvd S,Las Vegas,702-734-0410,steakhouses,72.0
110,0,Bally's Big Kitchen,3645 Las Vegas Boulevard South,Las Vegas,702-739-4111,buffets,424.0,Sterling Brunch,3645 Las Vegas Boulevard South,Las Vegas,702-739-4651,eclectic,673.0
111,0,em press court,3570 Las Vegas Boulevard South,Las Vegas,702-731-7888,asian,438.0,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664.0
112,0,posto,14928 Ventura Blvd.,Sherman Oaks,818-784-4400,italian,156.0,Cafe Bizou,14016 Ventura Blvd.,Sherman Oaks,818-788-3536,french bistro,3.0
113,0,Island Spice,402 W 44th St,New York City,212-765-1737,tel caribbean,37.0,Virgil's Real BBQ,152 W 44th St,New York City,212-921-9494,bbq,66.0
114,0,Beesley's of Buckhead,260 E Paces Ferry Road,Atlanta,404-264-1334,continental,384.0,Riviera,519 E Paces Ferry Rd.,Atlanta,404-262-7112,mediterranean,712.0
115,0,petrossian,182 West 58th Street,New York City,212-245-2214,french,52.0,march,405 East 58th Street,New York City,212-754-6272,american (new),46.0
116,0,march,405 E 58th St,New York City,212-754-6272,american,46.0,Wollensky's Grill,205 E 49th St,New York City,212-753-0444,steakhouses,653.0
117,0,tomtom,3393 Peachtree Rd.,Atlanta,404-264-1163,continental,422.0,Palm The ( Atlanta ),3391 Peachtree Rd Ne,Atlanta,404-814-1955,steakhouses,709.0
118,0,joss,9255 Sunset Blvd.,Los Angeles,310-276-1886,asian,143.0,Duke's,8909 Sunset Blvd.,West Hollywood,310-652-3100,coffee shops,551.0
119,0,,,,,,,,,,,,
120,0,rose pistola,532 Columbus Avenue,San Francisco,415-399-0499,italian,111.0,caffe greco,423 Columbus Avenue,San Francisco,415-397-6261,continental,723.0
121,0,patina,5955 Melrose Avenue,Los Angeles,213-467-1108,californian,16.0,Le Chardonnay (Los Angeles),8284 Melrose Avenue,Los Angeles,213-655-8880,french bistro,12.0
122,0,bertolini's,3570 Las Vegas Blvd S,Las Vegas,702-735-4663,italian,427.0,Michael's (Las Vegas),3595 Las Vegas Blvd S,Las Vegas,702-737-7111,continental,664.0
123,0,Tang Pavilion,65 W 55th St,New York City,212-956-6888,asian,356.0,La Côte Basque,60 W 55th St,New York City,212-688-6525,french ( classic ),40.0
124,0,Coyote Cafe,3799 Las Vegas Blvd S,Las Vegas,702-891-7349,southwestern,68.0,Chin's,3200 Las Vegas Blvd S,Las Vegas,702-733-8899,chinese,67.0
125,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd.,Atlanta,404-266-1600,continental,393.0,Brookhaven Cafe,4274 Peachtree Rd.,Atlanta,404-231-5907,vegetarian,682.0
126,0,Water Club,500 E 30th St,New York City,212-683-3333,american,374.0,Lutece,249 E 50th St,New York City,212-752-2225,french ( classic ),44.0
127,0,Cafe Roma,3570 Las Vegas Blvd S,Las Vegas,702-731-7547,coffee shops/diners,433.0,Madame Ching's,3300 Las Vegas Blvd S,Las Vegas,702-894-7111,asian,662.0
128,0,bone's,3130 Piedmont Road,atlanta,404-237-2663,american,76.0,soto,3330 Piedmont Rd.,Atlanta,404-233-2005,japanese,714.0
129,0,l'absinthe,227 E 67th St,New York City,212-794-4950,french,277.0,cafe des artistes,1 W 67th St,New York City,212-877-3500,french ( classic ),27.0
130,0,luna si,1931 Peachtree Rd.,Atlanta,404-355-5993,continental,405.0,White House Restaurant,3172 Peachtree Rd Ne,Atlanta,404-237-7601,diners,719.0
131,0,bruno,240 E 58th St,New York City,212-688-4190,italian,195.0,march,405 E 58th St,New York City,212-754-6272,american (new),46.0
132,0,carnival world,3700 w flamingo rd,Las Vegas,702-252-7777,buffets,435.0,till erman the,2245 e flamingo rd,Las Vegas,702-731-4036,steakhouses,73.0
133,0,Cafe Bianco,1486 2nd Ave Between 77th And 78th Sts,New York City,212-988-2655,coffee bar,199.0,Cafe Blanc,9777 Little Santa Monica Blvd,Beverly Hills,310-888-0108,pacific new wave,546.0
134,0,palace court,3570 las vegas blvd s,Las Vegas,702-731-7547,continental,70.0,moongate,3400 las vegas blvd s,Las Vegas,702-791-7352,chinese,666.0
135,0,Dante's Down The Hatch Buckhead,3380 Peachtree Rd.,Atlanta,404-266-1600,continental,393.0,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Rd Ne,Atlanta,404-237-2700,american (new),90.0
136,0,Bugsy's Diner,3555 Las Vegas Boulevard South,Las Vegas,702-733-3111,coffee shops/diners,431.0,Emil's New Orleans Fish House,3799 Las Vegas Boulevard South,Las Vegas,702-891-7374,seafood,659.0
137,0,bolo,23 E 22nd St,New York City,212-228-2200,mediterranean,191.0,La Grenouille,3 E 52nd St,New York City,212-752-1495,french ( classic ),623.0
138,0,Cafe Roma,3570 Las Vegas Blvd S,Las Vegas,702-731-7547,coffee shops/diners,433.0,Palace Court,3570 Las Vegas Blvd S,Las Vegas,702-731-7110,french (new),70.0
139,0,felidia,243 E 58th St,New York City,212-758-1479,italian,33.0,March,405 E 58th St,New York City,212-754-6272,american (new),46.0
140,0,tomtom,3393 Peachtree Rd.,Atlanta,404-264-1163,continental,422.0,Toulouse,293-B Peachtree Rd.,Atlanta,404-351-9533,french (new),92.0
141,0,Hard Rock Cafe,221 W 57th St,New York City,212-489-6565,american,261.0,Edison Cafe,228 W 47th St,New York City,212-840-5000,diners,611.0
142,1,Dining Room Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,404-237-2700,international,90.0,Ritz-Carlton Dining Room (Buckhead),3434 Peachtree Rd Ne,Atlanta,404-237-2700,american (new),90.0
143,1,smith & wollensky,201 e. 49th st.,New York City,212-753-1530,american,62.0,smith & wollensky,797 third ave.,New York City,212-753-1530,steakhouses,62.0
144,0,matthew's,1030 3rd Ave at 61st St,New York City,212-838-4343,american,305.0,masa's,648 Bush St,San Francisco,415-989-7154,french (new),106.0
145,0,Border Grill,4th Street,Los Angeles,310-451-1655,mexican,116.0,Roosevelt Tamale Parlor,2817 24th Street,San Francisco,415-550-9213,mexican,742.0
146,0,Cafe Ritz-Carlton Buckhead,3434 Peachtree Rd.,Atlanta,404-237-2700,International,89.0,La Grotta,2637 Peachtree Rd. Ne,Atlanta,404-231-1368,italian,85.0
147,0,vivande porta via,2125 Fillmore St.,San Francisco,415-346-4430,italian,524.0,Plumpjack Cafe,3127 Fillmore St.,San Francisco,415-563-4755,american (new),108.0
148,1,pisces,95 Ave A At 6th St.,New York City,212-260-6660,seafood,54.0,pisces,95 Ave A,New York City,212-260-6660,seafood,54.0
149,0,le chardonnay,8284 melrose avenue,los angeles,213-655-8880,french,12.0,citrus,6703 melrose avenue,los angeles,213-857-0034,californian,6.0
150,0,bruno,240 E 58th St,New York City,212-688-4190,italian,195.0,Lutece,249 E 50th St,New York City,212-752-2225,french ( classic ),44.0
151,0,march,405 E 58th St,New York City,212-754-6272,american,46.0,Shun Lee Palace,155 E 55th St,New York City,212-371-8844,chinese,60.0
152,0,Toulouse,B Peachtree Rd.,Atlanta,404-351-9533,french,92.0,Abruzzi,2355 Peachtree Rd Ne,Atlanta,404-261-8186,italian,74.0
153,0,Yolie's,3900 Paradise Rd.,Las Vegas,702-794-0700,steak houses,452.0,Le Montrachet Bistro,3000 Paradise Rd.,Las Vegas,702-732-5651,french bistro,69.0
154,0,chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,asian,67.0,madame ching's,3300 Las Vegas Boulevard South,Las Vegas,702-894-7111,asian,662.0
155,1,granita,23725 West Malibu Rd.,Malibu,310-456-0488,californian,8.0,granita,23725 West Malibu Rd.,Malibu,310-456-0488,californian,8.0
156,1,L'orangerie,903 N La Cienega Blvd,Los Angeles,310-652-9770,french,11.0,L'orangerie,903 N La Cienega Blvd,West Hollywood,310-652-9770,french ( classic ),11.0
157,1,georgia grille,2290 peachtree rd.,atlanta,404-352-3517,american,81.0,georgia grille,2290 peachtree rd.,atlanta,404-352-3517,southwestern,81.0
158,0,Camille's,1186 N Highland Ave.,Atlanta,404-872-7203,italian,388.0,Uncle Bill's Pancake House,1305 Highland Ave.,Manhattan Beach,310-545-5177,diners,599.0
159,0,Antonio's,3700 W Flamingo Rd,Las Vegas,702-252-7737,italian,423.0,Fiore Rotisserie & Grille,3700 W Flamingo Rd,Las Vegas,702-252-7702,italian,660.0
160,0,bistango,1100 Peachtree St.,Atlanta,404-724-0901,mediterranean,386.0,Ritz-Carlton Restaurant,181 Peachtree St.,Atlanta,404-659-0400,french ( classic ),91.0
161,0,Cafe Roma,3570 Las Vegas Boulevard South,Las Vegas,702-731-7547,coffee shops/diners,433.0,Chin's,3200 Las Vegas Boulevard South,Las Vegas,702-733-8899,chinese,67.0
162,0,ralph's diner,3000 Las Vegas Boulevard South,Las Vegas,702-732-6330,coffee shops/diners,448.0,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664.0
163,0,helmand,430 Broadway,San Francisco,415-362-0641,greek and middle eastern,479.0,Carmine's,2450 Broadway,New York City,212-362-2200,italian,28.0
164,0,mikado,3400 Las Vegas Boulevard South,Las Vegas,702-791-7111,asian,446.0,Michael's (Las Vegas),3595 Las Vegas Boulevard South,Las Vegas,702-737-7111,continental,664.0
165,1,lulu,816 Folsom St.,San Francisco,415-495-5775,mediterranean,105.0,Lulu Restaurant-Bis-Cafe,816 Folsom St.,San Francisco,415-495-5775,mediterranean,105.0
166,0,The Bacchanal,3570 Las Vegas Boulevard South,Las Vegas,702-731-7525,,449.0,Buccaneer Bay Club,3300 Las Vegas Boulevard South,Las Vegas,702-894-7350,continental,657.0
167,0,Le Marais,150 W 46th St,New York City,212-869-0900,american,290.0,Virgil's Real BBQ,152 W 44th St,New York City,212-921-9494,bbq,66.0
168,0,Le Chantilly,106 East 57th Street,New York City,212-751-2931,french,285.0,Yama,122 East 17th Street,New York City,212-475-0969,japanese,654.0
