id,label,left_name,left_brewery,left_primary_style,left_secondary_style,left_abv,left_is_amber,left_is_ale,left_is_lager,left_is_imperial,left_special_ingredients,right_name,right_brewery,right_primary_style,right_secondary_style,right_abv,right_is_amber,right_is_ale,right_is_lager,right_is_imperial,right_special_ingredients
44,0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,,unknown,True,True,False,True,,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,,8.3,False,True,False,True,
45,0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Company,American Amber / Red Ale,,8.2,True,True,False,True,,King of Hearts Imperial Red Ale,Rock Bottom Orland Park Brewery,American Strong Ale,,7.6,True,True,False,True,
46,0,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber Ale,,9.5,True,True,False,True,Bourbon Barrel Aged,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,,6.5,True,True,False,False,Bourbon Barrel Aged
47,1,Freedom Soho Red,Freedom Brewery Ltd,American Amber Ale,,4.7,True,True,False,False,,Freedom Soho Red,Freedom,Vienna Lager,,4.7,False,True,True,False,
48,1,Heavyweight Ticklefight Champion Of The World,Solemn Oath Brewery,American Barleywine,unknown,12.0,False,True,False,True,,Solemn Oath Heavyweight Ticklefight Champion of the World,Solemn Oath Brewery,Barley Wine,unknown,12.0,False,True,False,True,
49,0,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber Ale,unknown,6.1,True,True,False,False,,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,unknown,8.5,False,True,False,True,
50,1,Neudorf Red Ale,Brasserie Bendorf,American Amber/Ale,,unknown,True,True,False,False,,Bendorf Neudorf Red Ale,Bendorf,Irish Ale,,6.0,False,True,False,False,
51,0,Arthur's Imperial Red Ale,Otto's Pub and Brewery,American Amber Ale,,6.9,True,True,False,True,,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,,7.5,True,True,False,True,
52,0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,,7.5,True,True,False,True,,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,,9.2,False,True,False,True,
53,0,Arthurs Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,,6.9,True,True,False,True,,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,,9.5,False,True,False,True,
54,0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co.,American Amber / Red Ale,unknown,5.5,True,True,False,False,,Baird Smoked Amber Ale,Baird Brewing Co.,Smoked,American Amber / Red Ale,unknown,True,True,False,False,
55,0,Batch 200 Olympus Mons Imperial Red Ale,Due South Brewing Company,American Red Ale,,9.2,True,True,False,True,unknown,Ale Mania Imperial Red Ale,Ale Mania Fritz Ale,American Red Ale,,9.5,False,True,False,True,unknown
56,0,Mr. Grain Jeans Organic Amber Ale,Outpost Natural Foods,American Amber / Red Ale,,5.5,True,True,False,False,Organic,Squatters Respect Your Mother Organic Amber Ale,Squatters Craft Beers,Amber Ale,,4.0,True,True,False,False,Organic
57,0,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,,8.5,True,True,False,True,unknown,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,,9.5,False,True,False,True,unknown
58,0,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,,8.5,True,True,False,False,unknown,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,,unknown,True,True,False,False,unknown
59,0,Pizza Orgasmica Amber Ale,Devil's Canyon Brewing Company,American Amber / Red Ale,,6.5,True,True,False,False,,Pizza Port Acacia Amber Ale,Pizza Port (Solana Beach),Belgian Ale,,unknown,False,True,False,False,
60,0,Iron Mike's Amber Ale,Jacob Leinenkugel Brewing Company,American Red Ale,,unknown,True,True,False,False,,Railway City Iron Spike Amber Ale,Railway City Brewing Company,Amber Ale,,4.6,True,True,False,False,
61,0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,,7.8,True,True,False,True,,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,,9.2,False,True,False,True,
62,0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,unknown,8.5,True,True,False,True,,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,unknown,8.5,False,True,False,True,
63,0,Arthur's Imperial Red Ale,Otto's Pub and Brewery,Red Ale,,6.9,True,True,False,True,unknown,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,Red Ale,,9.3,True,True,False,True,unknown
64,0,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,,6.4,True,True,False,False,,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Bitter/ESB,,5.7,True,True,False,False,
65,0,Eruption Imperial Red Ale,Worthy Brewing Co.,American Amber / Red Ale,,8.0,True,True,False,True,,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,,9.2,False,True,False,True,
66,0,Barrel Aged Red Ale,BearWaters Brewing Company,American Amber Ale,,6.7,True,True,False,False,null,Ballast Point Calico Amber Ale - Rum Barrel Aged,Ballast Point Brewing Company,Amber Ale,,5.0,True,True,False,False,null
67,0,Gorgon Red Ale,Ballistic Brewing Co.,American Amber Ale,,5.5,True,True,False,False,,Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,,5.5,True,True,False,False,
68,0,The Ginger A Red Ale,Elk Street Brewery & Tap Room,American Amber / Red Ale,,6.8,True,True,False,False,,Wyatt Earp Red Ale,The Beer Company,Irish Ale,,7.0,False,True,False,False,
69,0,North 45 Amber Ale,Petoskey Brewing Company,American Red Ale,,5.8,True,True,False,False,,Thirsty Pagan North Coast Amber Ale,Thirsty Pagan Brewing,Amber Ale,,unknown,True,True,False,False,
70,1,Red's on Vacation,Barley John's Brew Pub,American Amber Ale,,5.44,True,True,False,False,,Barley John's Reds on Vacation,Barley John's Brew Pub,Amber Ale,,5.44,True,True,False,False,
71,1,Old Cellar Dweller,Driftwood Brewery,Barleywine,,11.6,False,True,False,False,,Driftwood Old Cellar Dweller Barleywine,Driftwood Brewery (Canada),Barley Wine,,14.0,False,True,False,False,
72,0,Lavery Imperial Red Ale,Lavery Brewing Company,Red Ale,,8.2,True,True,False,True,,Lagunitas Imperial Red Ale,Lagunitas Brewing Company (Heineken),Strong Ale,,7.8,False,True,False,True,
73,0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,,8.6,True,True,False,True,,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Co.,American Strong Ale,,7.1,False,True,False,True,
74,0,Roundabout Imperial Red Ale,Bonfire Brewing Co.,American Amber / Red Ale,,8.8,True,True,False,True,unknown,AleSmith YuleSmith (Winter) Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,,8.5,False,True,False,True,unknown
75,0,Port Chester Red Ale,Greenpoint Beerworks / Kelso of Brooklyn,Red Ale,,5.5,True,True,False,False,unknown,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port (Ocean Beach),Red Ale,,9.5,False,True,False,True,unknown
76,0,Red Hopper Imperial Red Ale,Black Acre Brewing Company,American Amber Ale,,6.2,True,True,False,True,,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,,7.5,True,True,False,True,
77,1,Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,American Red Ale,,4.7,True,True,False,False,,Sudwerk Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,Amber Ale,,4.7,True,True,False,False,
78,1,Eldred Rock Amber,Haines Brewing Company,American Amber Ale,,5.0,True,True,False,False,unknown,Eldred Rock Amber,Haines Brewing Company,Amber Ale,,5.0,True,True,False,False,unknown
79,0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,,8.6,True,True,False,True,unknown,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,,9.2,False,True,False,True,unknown
80,0,Blood On The Blade Red IPA,Backpocket Brewing,American Amber Ale,,7.0,True,True,False,False,unknown,Bacchus Burrow Bloodhound Blood Red IPA,Bacchus Brewing Company,IPA,,6.0,False,True,False,False,unknown
81,1,My Hoppy Valentine,Excel Brewing Company,American Amber Ale,,6.5,True,True,False,False,,My Hoppy Valentine,Excel Brewing Company,Amber Ale,,6.5,True,True,False,False,
82,0,Hop Around Imperial Red Ale,Big Bay Brewing Company,American Amber / Red Ale,unknown,9.0,True,True,False,True,,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,unknown,8.0,False,True,False,True,
83,0,6th Anniversary Ale,Kern River Brewing Company,American Amber / Red Ale,,8.0,True,True,False,True,unknown,Tumbledown Imp,Tumbledown Brewing LLC,American Strong Ale,,7.8,False,True,False,True,unknown
84,0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,,8.5,True,True,False,True,,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,,6.8,True,True,False,True,
85,0,C N Red Imperial Red Ale,Redwood Lodge,American Amber / Red Ale,,8.1,True,True,False,True,,Ballast Point Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,American Strong Ale,,10.0,False,True,False,True,
86,0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,,8.6,True,True,False,True,,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,American Strong Ale,,8.5,False,True,False,True,
87,0,All American Red Ale,Centennial Beer Co.,American Amber / Red Ale,,5.0,True,True,False,False,,Stadin American Red Ale,Stadin Panimo,Amber Ale,,4.5,True,True,False,False,
88,0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,,8.7,True,True,False,False,,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,,9.7,False,True,False,True,
89,0,Big V Amber Ale,FreeWheel Brewing Company,American Amber / Red Ale,,4.0,True,True,False,False,unknown,Big Texan Texas Red Amber Ale,Big Texan Brewery,Amber Ale,,4.5,True,True,False,False,unknown
90,0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,,8.6,True,True,False,True,unknown,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Strong Ale,,7.8,False,True,False,True,unknown
91,0,5 Star Amber Ale,The Civil Life Brewing Company,American Amber / Red Ale,,5.0,True,True,False,False,unknown,Blue Star Amber Ale,Blue Star Brewing Company,Amber Ale,,unknown,True,True,False,False,unknown
92,0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,,8.2,True,True,False,True,,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,,6.8,True,True,False,True,
93,0,Barrel Aged Imperial Red,Hales Ales Brewery & Pub,American Amber / Red Ale,,9.0,True,True,False,True,,Odins Beard,Imperial Oak Brewing,American Strong Ale,,9.0,False,True,False,True,
94,0,3 Sisters American Red Ale,Wild Ride Brewing Co.,American Amber / Red Ale,,6.0,True,True,False,False,unknown,Black Shirt American India Red Ale,Black Shirt Brewing Company,American Strong Ale,,7.09,False,True,False,True,unknown
95,0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co.,American Amber / Red Ale,,5.5,True,True,False,False,Smoked,Kilted Dragon Bonnie Heather Amber Ale,Kilted Dragon Brewing Company,Amber Ale,,5.0,True,True,False,False,
96,0,Mountian Goat Rare Breed India Red Ale,Mountain Goat Beer Pty Ltd,American Amber / Red Ale,,6.6,True,True,False,False,unknown,Hammond River Red Coat India Red Ale,Hammond River Brewing,Amber Ale,,6.5,True,True,False,False,unknown
97,0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,,8.2,True,True,False,True,,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,,9.5,False,True,False,True,
98,0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,,7.5,True,True,False,True,,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,American Strong Ale,,8.5,False,True,False,True,
99,0,Red-Oric - Beer Camp #65 (Best Of Beer Camp : Imperial Red Ale),Sierra Nevada Brewing Co.,American Amber,,8.0,True,False,False,True,,Peter B's Sum Of Hours Imperial Red Ale,Peter B's Brewpub,American Strong Ale,,9.5,False,True,False,True,
100,1,Belle Gueule Rousse,Brasseurs R.J.,American Amber Ale,,5.2,True,True,False,False,unknown,Belle Gueule Rousse,Brasseurs RJ,Amber Lager/Vienna,,5.2,True,False,True,False,unknown
101,0,Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,American Amber Ale,,6.0,True,True,False,False,,Slanted Rock Iron Butt Red Ale,Slanted Rock Brewing Company,Amber Ale,,5.8,True,True,False,False,
102,1,Ise Kadoya Amber Ale,Ise Kadoya Brewery,American Red Ale,,4.5,True,True,False,False,,Ise Kadoya Amarillo Amber Ale,Ise Kadoya Brewery,Amber Ale,,unknown,True,True,False,False,
103,0,Hop Around Imperial Red Ale,Big Bay Brewing Co.,American Amber / Red Ale,,9.0,True,True,False,True,unknown,Speakeasy Wet Hop Prohibition Red Ale,Speakeasy Ales and Lagers,Amber Ale,,6.1,True,True,False,False,unknown
104,0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,,8.6,True,True,False,True,unknown,406 Imperial Red Ale,406 Brewing Company,American Strong Ale,,9.2,False,True,False,True,unknown
105,0,C N Red Imperial Red Ale,Redwood Lodge,Amber / Red Ale,,8.1,True,True,False,True,,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC,Strong Ale,,7.8,False,True,False,True,
106,0,All American Red Ale,Centennial Beer Co.,American Amber Ale,,5.0,True,True,False,False,,Saimaan Brewer's Special American Red Ale,Saimaan Juomatehdas,Amber Ale,,4.7,True,True,False,False,
107,0,Molly American Red Ale,New Helvetia Brewing Company,American Amber / Red Ale,,5.0,True,True,False,False,,Big Time Lift Ticket American Red Ale,Big Time Brewery,India Pale Ale (IPA),,7.0,False,True,False,False,
108,1,Barbarian Red Ale,CervecerÃa Barbarian,American Amber / Red Ale,,6.5,True,True,False,False,,Barbarian Red Ale,CervecerÃa Barbarian,Amber / Red Ale,,6.5,True,True,False,False,
109,0,Hop Around Imperial Red Ale,Big Bay Brewing Co.,American Amber / Red Ale,,9.0,True,True,False,True,,Ale Mania Imperial Red Ale,Ale Mania Fritz Ale,American Strong Ale,,9.5,False,True,False,True,
110,0,Barley Wine,Parallel 49 Brewing Company,American Barleywine,unknown,11.8,False,True,False,True,,Barley Wine,Elevator Brewing Company,Barleywine,,unknown,False,True,False,True,
111,0,West Sixth / Country Boy Country Western ( Volume 3 Imperial Red Ale ),West Sixth Brewing Company,American Amber/Red Ale,,13.0,True,True,False,True,,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Figueroa Mountain Brewing,American Strong Ale,,8.0,False,True,False,True,
112,0,Roundabout Imperial Red Ale,Bonfire Brewing Company,American Amber Ale,,8.8,True,True,False,True,,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,,9.0,False,True,False,True,
113,0,Shark Attack Double Red Ale,Port Brewing,American Amber / Red Ale,,9.0,True,True,False,False,,Midnight Sun Unite Double Red Hot Ale (2015),Midnight Sun Brewing Company,Amber Ale,,7.5,True,True,False,False,
114,0,Barrel Aged Riverside Red,Intuition Ale Works,American Amber / Red Ale,,7.8,True,True,False,False,,Blue Pants Big & Tall #2 Barrel Aged Belgian Red,Blue Pants Brewery,Amber Ale,Belgian Red,9.0,True,True,False,False,
115,1,Oatmeal Amber Ale,Ornery Beer Company Public House,American Amber / Red Ale,,5.7,True,True,False,False,null,John Harvards Oatmeal Amber Ale,John Harvard's Brewhouse (Corporate Office),Amber Ale,,6.5,True,True,False,False,null
116,0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,,unknown,True,True,False,False,Bourbon Barrel Aged,Barley_s Ulysses Imperial Red Ale,Barley_s Brewing Company,American Strong Ale,,8.6,False,True,False,True,Barrel Aged
117,0,Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,,4.56,True,True,False,True,,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,,9.0,False,True,False,True,
118,0,Love Rhino,Breckenridge Brewery,Red Ale,,8.9,True,True,False,True,unknown,Revelry Imperial Red Ale,Two Brothers Brewing Company,Red Ale,,9.5,True,True,False,True,unknown
119,0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,,7.8,True,True,False,True,unknown,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,,8.0,True,True,False,True,unknown
120,0,Imperial Red Ale,Salty Nut Brewery,American Amber / Red Ale,,6.0,True,True,False,True,,Imperial Red Ale,Custom Brewcrafters,American Strong Ale,,9.2,True,True,False,True,
121,0,Single Hop #3 Amber Ale W/Citra,Three Palms Brewing Co.,Amber Ale,,6.8,True,True,False,False,Citri,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,Pale Ale,,5.2,False,True,False,False,Amarillo
122,1,Vital Infrared Imperial Red,Vital Brewing,American Amber Ale,,9.4,True,True,False,True,unknown,Vital Infrared Imperial Red,Vital Brewing,American Strong Ale,,9.4,False,True,False,True,unknown
