id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price
94,0,Peachtree By Sage Premium Accounting 2007,Sage Software,499.99,Peachtree (R) Compatible Continuous Checks-Office Accounting 12.0,,91.59
95,0,Adobe After Effects CS3 Upgrade,Adobe,299.0,Adobe Contribute CS3 Upgrade,,unknown
96,0,Symc Backup Exec SBS AWS 11D Win Sbs Agent For Windows Systems,Symantec,447.74,10759328 Symantec Backup Exec 11d For Windows Servers Agent For Db2 On Windows Servers -,,unknown
97,0,Station Access Collection,Sony Creative Software,29.99,Ultimate Puzzle Collection,,9.95
98,0,Microsoft PowerPoint 2004 Upgrade (Mac),Microsoft,109.99,Microsoft Windows Vista Home Basic Upgrade (PC),,99.99
99,0,Microsoft Office 2004 Standard (Mac),Microsoft,399.99,Microsoft Word 2007 Upgrade (PC),,109.95
100,0,Instant Immersion Spanish (Audio Book),Topics Entertainment,unknown,Instant Immers Italian Dlux 2.,,36.11
101,0,RollerCoaster Tycoon 3 (Mac),Aspyr Media,49.99,Roller Coaster Tycoon 3 for PC,,29.99
102,0,Peachtree By Sage Complete Accounting 2007,Sage Software,269.99,Sage (Ptree) Premium Accounting For Manufacturing 2007 Multi-User,,1180.37
103,0,Recam Remote Monitoring Software,Mobi-Technologies Inc.,129.0,Corel Ulead DVD Workshop 2 Authoring Software,,299.95
104,0,QuickBooks Premier Professional Services Edition 2007,Intuit,399.95,Adobe Production Premium CS3 Software Suite for Windows Professional Editing Software,,1698.95
105,1,Logic Pro 6 Upgrade,Apple,199.99,Logic Platinum/Gold to Logic Pro 6 Update,Apple Software,unknown
106,0,Britannica Deluxe,Avanquest Software,29.95,Britannica Deluxe 2008,,26.5
107,0,TLC Arthur's Kindergarten Learning System 2008,Encore,19.99,Encore Software 13871 TLC Reader Rabbit 1st Grade Learning System 2008,,17.97
108,0,Tonka Town (Jewel Case),Atari,9.99,Geometry (Win/Mac) (Jewel Case) (10158),,unknown
109,0,Punch 5 In 1 Home Design,Punch Software,39.99,Punch Software 41100 Punch! Home Design Architectural Series 18,Punch Software,118.99
110,0,Adobe Creative Suite CS3 Web Premium Upsell [Mac],Adobe,1399.0,Adobe CS3 Master Collection Upsell From Cs1,,unknown
111,0,Illustrator CS3 Mac Ed 1U,Adobe Education Box,199.0,Adobe Illustrator Cs3 (Mac),,599.0
112,1,Microsoft Windows Vista Business,Microsoft,299.95,Microsoft Windows Vista Business,Microsoft,unknown
113,0,Instant Play Guitar Deluxe V2.,Topics Entertainment,39.48,Instant Immersion Spanish Deluxe 2.0 Topics,,unknown
114,0,Microsoft Windows Terminal Server 2003 Client Additional License for Users - 5 User,Microsoft,669.0,Microsoft R18-00908 Windows Server 2003 Client Access License 20-Pack (Per User),Microsoft,688.99
115,0,Adventure Workshop 4th-6th Grade 7th Edition,Encore Software,19.99,Encore Software 10590 Adventure Workshop Preschool 1st Grade 7th Ed Sb Cs By Riverdeep,,unknown
116,0,Jumpstart Advanced Preschool V2.0,Knowledge Adventure,19.99,Jumpstart Advanced 3rd Grade (PC/Mac) Knowledge Adventure,,19.99
117,1,Aquarium 3-In-One Collection,Encore Software,19.99,Aquarium 3-In-One Limited Edition,,unknown
118,0,Hoyle Casino (2007),Encore,19.99,Hoyle(R) Card Games 2007,,19.99
119,0,McAfee Total Protection 2007 3 Users,Mcafee,99.99,MtP07Emb3RuA McAfee Total Protection 2007 Complete Package 3 Users Cd Mini-Box Wi,,86.94
120,0,Microsoft Visio Standard 2007,Microsoft,259.95,Microsoft Windows Vista Business Full Version,,249.95
121,0,Adobe Premiere Pro CS3 Upgrade,Adobe,299.0,Premiere Pro Cs3 Mac,,unknown
122,0,ProCurve VPN Client Software Unlimited Client Licenses,Hewlett Packard,unknown,SR2116010 Safenet SoftRemote VPN Client License 5 Users Win,,184.57
123,0,Adobe Illustrator CS3 [Mac],Adobe,599.0,Adobe InDesign CS3 for Mac Upgrade,,205.99
124,0,Punch! Home Design Architectural Series 18,Punch! Software,129.99,Punch Software 38100 Punch! Super Home Suite Complete Product Architectural 1 User Complete ProductComplete ProductStandard English PC,,45.97
125,0,Microsoft Office 2004 Professional Mac,Microsoft,499.99,Web Easy (R) Professional 6,,49.99
126,0,Microsoft OneNote 2007 Upgrade,Microsoft,79.95,Microsoft (R) Office 2004 For Mac Standard Edition Upgrade Version,,unknown
127,0,Adobe Creative Suite CS3 Web Premium Upsell [Mac],Adobe,1399.0,Adobe Cs3 Production Premium Upgrade,,822.99
128,0,Adobe After Effects 7.0 Professional (Mac),Adobe,999.0,Adobe After Effects CS3 Professional Software For Windows,,998.95
129,0,Microsoft PowerPoint 2004 Upgrade (Mac),Microsoft,109.99,Microsoft Access 2007,,unknown
130,0,Computrace LoJack For Laptops 3 Year License (Mac),Absolute Software,99.95,Absolute Software Lfl-N2-36 Computrace LoJack For Laptops 3 Year License (Win 2000 Xp),,85.97
131,0,Punch! 5 In 1 Home Design,Punch! Software,39.99,Punch Software 84100 Punch! Home Design Architectural Series 4000 V. 10.0 Architectural PC,,unknown
132,0,Family Tree Maker Version 16 Essentials,Encore,29.95,Encore Inc Family Tree Maker 2008 Platinum,,unknown
133,0,High School Advantage 2007,Encore Software,29.95,Encore Inc Math Advantage 2008,,33.89
134,0,Adobe Photoshop Elements 4.0 Plus Adobe Premiere Elements 2.0 Complete Package (Win),Adobe Systems,unknown,Adobe Premiere Elements 3 And Photoshop Elements 5 Software For Windows,,149.95
135,0,Adobe Indesign CS3 Upgrade [Mac],Adobe,199.0,Adobe Photoshop Cs3 For Mac Upgrade,,unknown
136,1,TurboCAD Mac 3D for Mac,IMSI,249.99,IMSI Design LLC TurboCAD Mac 3D,,unknown
137,0,Microsoft Windows XP Professional Upgrade With SP2,Microsoft Software,199.99,Adobe After Effects Professional 7 Software For Windows Effects Software,,unknown
138,0,Quicken 2007 Premier,Intuit,79.95,Intuit Inc Quickbooks Premier Edition 2007 5 User,,unknown
139,0,Microsoft Office & Windows Training Professional,Topics Entertainment,49.95,Microsoft Office 2004 Software Suite OEM Mac Apple & Mac Software,,unknown
140,1,QuickBooks Premier Professional Services Edition 2007,Intuit,399.95,Intuit QuickBooks Premier Professional Services Edition 2007 Software Win Tax & Finance Software,,unknown
141,0,Adobe Creative Suite CS3 Design Premium Upsell [Mac],Adobe,1599.0,29500244 Adobe Creative Suite 3 Design Premium Product Upgrade Package 1 User Upgrade,,unknown
142,0,Adobe Illustrator CS3 Upgrade [Mac],Adobe,199.0,Adobe Contribute CS3 Upgrade,,unknown
143,0,Microsoft Office Frontpage 2003 Academic Version Windows),Microsoft,159.98,Microsoft W87-02380 Office SBE 2007 Win32,,400.34
144,0,Microsoft Visual Studio Test Agent 2005 CD 1 Processor License,Microsoft Software,5099.0,F1Q-00302 Microsoft Visual Studio 2005 Professional Edition Upgrade Package + MSDN Profe,,unknown
145,0,Microsoft OneNote 2007,Microsoft,99.95,Microsoft Money 2007 Home and Business (PC),,unknown
146,0,Peachtree By Sage Complete Accounting 2007,Sage Software,269.99,Peachtree (R) Complete III For Dos 5.0-10 .0 Continuous Checks,,144.59
147,0,Math Missions: The Amazing Arcade Adventure Grades 3-5,Scholastic,19.99,Math Missions: The Race To Spectacle City Arcade (Grades K-2),,8.49
148,0,Acrobat Professional 8 (Windows),Adobe,273.0,Adobe Acrobat V8.0 Professional For Mac Upgrade,,unknown
149,0,ValueSoft Tune Transfer For iPod Software For Windows XP,ValueSoft,29.95,Adobe Captivate 2 Software For Windows Presentation Software,,598.95
150,0,Math Missions: The Race to Spectacle City Arcade (Grades K-2),Scholastic,29.95,Math Missions: The Amazing Arcade Adventure (Grades 3-5),,12.95
151,0,Microsoft Visio Standard 2007 Version Upgrade,Microsoft,129.95,F1Q-00302 Microsoft Visual Studio 2005 Professional Edition Upgrade Package + MSDN Professional,,unknown
152,0,National Geographic Photo Gallery (Jewel Case),Topics Entertainment,9.99,Merriam-Webster's Dictionary (Win/Mac) (Jewel Case) (10462),,unknown
153,0,Peachtree By Sage Premium Accounting For Nonprofits 2007,Sage Software,599.99,Peachtree (R) Compatible Continuous Forms - Accounting For Windows 8.0-2004 Version,,199.99
154,1,USA/World Extreme Landscapes Bundle,Abacus,39.95,Abacus USA/World Extreme Landscapes Bundle,,unknown
155,0,Sony Sound Forge Audio Studio 8,Sony Pictures Digital Entertainment,69.99,Sony Creative Software Sound Forge Audio Studio V. 8.0 Complete Product,,unknown
156,0,Upgrade Emc Retrospect 7.5 Multi Server Windows Only,Dantz,unknown,Retrospect 7.5 Prof Win Upg Only Pz24a0075,Emc,54.68
157,0,Digidesign Music Production Toolkit (Pro Tools LE),Digidesign,495.0,Make Songwriter Software Music Production Software,,unknown
158,0,Punch! Master Landscape & Home Design,Punch Software,99.99,Punch Software 90500 Home Design Studio Mac,Punch Software,135.99
159,0,Microsoft Office 2004 Professional (Mac),Microsoft,499.99,Microsoft Windows XP Professional Edition With Sp2,,199.99
160,0,Adobe Photoshop CS3 Extended Upgrade [Mac],Adobe,349.0,Adobe Photoshop CS3 Extended Software Full Version For Macintosh,,969.0
161,0,Family Tree Maker Version 16 Collectors Edition,Encore Software,unknown,Encore Software 10881 Family Tree Maker Version 16 Standard SB CS By Family Tree Maker,,42.97
162,0,Instant Immersion Language Lab Deluxe Edition,Topics Entertainment,unknown,Instant Immersion 33 Languages,,47.36
163,0,Emedia Intermediate Guitar Method [Mac],Emedia Corp.,59.99,Emedia Music Corp Emedia Intermediate Guitar Method,,unknown
164,0,Apple Final Cut Studio 2 (Mac),Apple,1299.0,MA888Z/A Final Cut Studio V. 2 Version Upgrade Package 1 Seat DVD Mac,,unknown
165,0,Steinberg Cubase Studio 4,Steinberg,499.99,Steinberg Studio Case 2 Music Production System Educational Discount Music Production Software,,164.95
166,0,Punch! Master Landscape & Home Design,Punch! Software,59.99,Instant Landscape Design 3.0,,unknown
167,0,Registry Mechanic By Encore Software,Encore Software,46.52,Software,,unknown
168,0,Cubase 4 Competitive Crossgrade,Steinberg (Yamaha),549.99,Steinberg Wavelab Studio 6 Audio Editing Software Competitive Crossgrade Music Production Software,,unknown
169,1,AutoCAD 2007 Courseware Customizing The Interface,Autodesk,47.95,AutoCAD 2007 Courseware Customizing The Interface,,unknown
170,1,Humorous Greeting Card Factory,Nova Development,29.99,Humorous Greeting Card Factory,Nova Development,29.99
171,0,Punch! 5 In 1 Home Design,Punch Software,39.99,Punch Software 20100 Punch! 5 In 1 Home Design,Punch Software,35.99
172,0,Adobe Premiere Pro 2.0,Adobe,849.0,Adobe Premiere Pro CS3 Video Editing Software for Mac AV Production Software,,unknown
173,0,Microsoft Mappoint 2006 Standard Edition,Microsoft,299.0,Microsoft Word 2007 Upgrade (PC),,unknown
174,0,Hallmark Card Studio Deluxe,Sierra Home,49.99,SierraHome HSE Hallmark Card Studio Special Edition Win 98 Me 2000 Xp,SierraHome,19.26
175,0,Instant Immersion Italian 2.0,Topics Entertainment,29.99,Instant Immers Spanish Dlux 2,,36.11
176,1,Burning Monkey Solitaire 2005 Edition,Freeverse Software,24.99,Freeverse Burning Monkey Solitaire 3D,,unknown
177,0,Aquarium 3-In-One Collection (Win/Mac),Encore Software,19.99,Fallout Collection (Dvd-Rom),,24.49
178,0,Microsoft Office & Windows Training,Topics Entertainment,29.99,Microsoft Microsoft Office Pro 2004 Software Suite Mac Apple & Mac Software,,498.95
179,0,Steinberg Cubase 4 Digital Audio Software,steinberg,999.99,Sony Media Software Sound Forge 9 Digital Audio Production Suite Music Production Software,,unknown
180,0,Adobe Photoshop CS2 (Mac),Adobe,649.0,Adobe PageMaker 7.0 for Mac Version Upgrade,,unknown
181,0,Diskeeper 2007 Professional Single Lic Pack,Diskeeper Corp.,79.21,Microsoft Office Accounting Professional 2007 (PC),,229.95
182,0,Adobe Creative Suite CS3 Design Premium Upgrade [Mac],Adobe,599.0,Adobe CS3 Web Premium Upgrade,,unknown
183,0,Punch! Professional Home Design Suite,Punch! Software,69.99,Punch Software 14100 Punch! Home Design Suite Professional Architectural 1 User (S) PC,,unknown
184,0,Instant Immersion Japanese (Audio Book),Topics Entertainment,unknown,Instant Immersion 33 Languages,,47.36
185,0,Peachtree By Sage Pro Accounting 2007,Sage Software,169.99,Laser Checks For Peachtree (R) Accounting For Windows 8.0-2005,,unknown
186,0,Allume AquaZone Seven Seas Deluxe,Allume,38.89,Allume AquaZone Bass Edition,Smith Micro Software,19.99
187,0,Marine Aquarium 2.0 (PC & Mac),Encore,29.99,Marine Aquarium & Goldfish Aquarium,,unknown
188,1,HP SP Linux WE 50 Lic/CD 3.0 C,Hewlett-Packard,unknown,HP SP Linux WE 50 Lic/CD 3.0 C,Hewlett-Packard,69216.95
189,1,Microsoft Office & Windows Training,Topics Entertainment,29.99,Microsoft Office And Windows Training,,29.95
190,1,TextBridge Pro 11,Nuance Communications,79.99,Scansoft TextBridge Pro V. 11,Nuance Communications,68.99
191,0,Adobe Production Studio Premium,Adobe,1699.0,Adobe Production Premium CS3 Software Suite for Windows Professional Editing Software,,1698.95
192,0,Adobe Dreamweaver CS3 Upgrade,Adobe,199.0,Adobe Illustrator Cs3 Upgrade From Freehand For Mac,,unknown
193,0,Adobe Creative Suite CS3 Design Premium [Mac],Adobe,1799.0,Adobe Creative Suite 3 (CS3) Design Suite Standard Upgrade (Upsell) Mac,,859.96
194,0,Microsoft Data Analyzer 2002,Microsoft,179.0,Microsoft Office 2004 Std Upgrade,,unknown
195,0,"Adobe Photoshop Elements 4.0 Plus Adobe Premiere Elements 2.0 Complete Package (1 User CD, Mini-Box, Win, Canadian French)",Adobe Systems,unknown,"PRW Photo Explosion Deluxe V. 3.0 Complete Package (1 User CD, Win)",,47.6
196,0,Adobe After Effects Professional 7.0,Adobe,999.0,Adobe Acrobat V8.0 Professional For Mac Academic,Adobe Education Box,159.99
197,0,Punch! Home Design Architectural Series 4000 V10,Punch! Software,199.99,Punch Software 42100 Punch! Home Design Architectural Series 18 Complete Product Architectural 1 User (S) Complete Product Standard English PC,,unknown
198,0,M-Audio Pro Tools M-Powered 7.3 (Mac),M-Audio,299.99,Apple/Emagic Logic Pro 7.2 Software (Mac),,unknown
199,0,Instant Immersion Italian Platinum,Topics Entertainment,129.99,Instant Immersion Japanese (Audio Book),,19.95
200,0,Elementary Advantage 2008,Encore Software,unknown,Encore Software 12361 Encore Elementary Advantage 2008 Training/WBT PC,,33.97
201,0,QuickVerse Mac Bible Study 2007 White Box,Findex,59.95,Findex.com Inc QuickVerse Mac Bible Study 2007 Gold Box,,215.42
202,0,M-Audio Pro Tools M-Powered 7.3 (M-Audio Compatible) World-Class Production Software,M-Audio,299.99,Adobe Soundbooth CS3 Audio Editing Software (Windows),,198.95
203,0,Pinnacle Mobile Media Organizer,Pinnacle,49.99,Pinnacle Mobile Media Converter Software for Windows (IPod Software),,29.95
204,1,Adobe Soundbooth CS3 Audio Editing Software Mac Music Production Software,Adobe,199.0,Adobe Soundbooth CS3 Audio Editing Software Mac Music Production Software,,unknown
205,0,Microsoft Office 2004 Standard (Mac),Microsoft,399.99,Microsoft Office Outlook 2007,,109.95
206,0,Adobe Creative Suite CS3 Design Premium Upgrade [Mac],Adobe,599.0,Adobe CS3 Design Premium Upsell,,unknown
207,0,Symantec Client Security 3.1 With Groupware Protection Business Pack 50 User,Symantec,3732.0,10517940 Symantec Client Security With Groupware Protection Business Pack V. 3.1 -,,3323.92
208,0,CA Internet Security Suite 2007 (3 User),Computer Associates,69.95,QuickBooks Pro 2007 (3 User),Intuit,398.99
209,0,Adobe Photoshop CS3 [Mac],Adobe,649.0,Adobe (R) Photoshop (R) 7.0 Upgrade for PC,,unknown
