id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
156,0,I'm a Machine (Crystal Nicole and Tyrese Gibson),David Guetta,Nothing But the Beat,"Dance, Music, Rock, House, Electronic",$1.29,2011 What A Music Ltd under exclusive licence to Parlophone Music France,3:34,"August 26, 2011",I Can Only Imagine,David Guetta,Nothing But the Beat 2.0,Dance & Electronic,$0.99,2015 Real Sounds,3:29,"August 26, 2011"
469,0,The Motto,Drake,Take Care,"Hip-Hop/Rap, Music",$1.29,2011 Cash Money Records Inc.,3:01,"November 15, 2011",Too Much,Drake,Nothing Was The Same,Rap & Hip-Hop,$1.29,2013 Cash Money Records Inc.,4:21,"September 24, 2013"
216,1,Jack Daniels and Jesus,Chase Rice,Ignite the Night,"Country, Music, Urban Cowboy, Contemporary Country",$1.29,2014 Dack Janiels Records,3:55,"August 19, 2014",Jack Daniels and Jesus,Chase Rice,Ignite the Night,Country,$1.29,(C) 2014 Dack Janiels Records under exclusive license to Sony Music Entertainment,3:55,"August 19, 2014"
275,0,,,,,,,,,Jugg,Fetty Wap,Fetty Wap,Rap & Hip-Hop,$1.29,2000 Mute Records Ltd under exclusive license to INgrooves,3:20,"September 25, 2015"
53,1,I Ain't Livin' Long Like This,Chris Janson,Take It to the Bank - EP,"Country, Music",$1.29,2014 Sony Music Entertainment,4:13,"February 24, 2014",I Ain't Livin' Long Like This,Chris Janson,Take It to the Bank EP,Country,$1.29,2012 Cash Money Records Inc.,4:13,"February 24, 2014"
398,0,Where Are Now (Ember Island Remix),Skrillex & Diplo,Where Are Now - EP,"Dance, Music",$1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,2:31,"June 16, 2015",Ease My Mind (GTA Remix),Skrillex,Ease My Mind v Ragga Bomb Remixes,"Dance & Electronic, Dubstep",$1.29,"2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",4:41,"November 24, 2014"
151,0,Toyfriend (Continuous Mix Version),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive licence to Parlophone Music France,2:51,"August 21, 2009",Dangerous (Robin Schulz Remix),David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:20,"November 24, 2014"
250,1,Old Blue Chair,Kenny Chesney,When the Sun Goes Down,"Country, Music, Contemporary Country, Urban Cowboy",$1.29,2004 Sony Music Entertainment,3:23,"January 1, 1990",Old Blue Chair,Kenny Chesney,When The Sun Goes Down,Country,$1.29,2012 Pinecastle Records,3:25,"February 2, 2004"
257,1,I'd Love to Change Your Name,Kenny Chesney,In My Wildest Dreams,"Country, Music, Urban Cowboy, Contemporary Country",$0.99,2004 BMG Music,2:48,"January 01, 1994",I'd Love to Change Your Name,Kenny Chesney,In My Wildest Dreams,Country,$0.99,(p) Moda Black,2:48,"July 27, 2004"
70,1,Goner,twenty one pilots,Blurryface,"Alternative, Music, Rock, Adult Alternative, Indie Rock, Hip-Hop/Rap, Rap, Underground Rap",$1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,3:56,"May 15, 2015",Goner,twenty one pilots,Blurryface,Alternative Rock,$1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,3:56,"May 15, 2015"
94,0,Dangerous (Robin Schulz Remix Radio Edit),David Guetta,Listen,"Dance, Music, Rock, House, Electronic, French Pop",$1.29,2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved.,3:20,"November 24, 2014",Missing You ( Continuous Mix Version ),David Guetta,One Love,Dance & Electronic,$1.29,2014 Swedish House Mafia Holdings Ltd under exclusive license to Virgin Records Ltd,4:59,"August 21, 2009"
512,0,Can't Stop Now,Major Lazer,Guns Don't Kill People...Lazers Do,"Electronic, Music, Hip-Hop/Rap, Rap, Alternative, Reggae, Dance, Modern Dancehall, Rock",$1.29,"2009 Downtown Music, LLC",4:03,"January 01, 2009",Hold The Line,Major Lazer,Guns Don't Kill People ... Lazers Do,"Electronica, Dance & Electronic",$1.29,"2009 Downtown Music, LLC.",3:39,"June 3, 2015"
89,0,Dangerous (Robin Schulz Remix Radio Edit),David Guetta,Listen,"Dance, Music, Rock, House, Electronic, French Pop",$1.29,2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved,3:20,"November 24, 2014","Hey Mama (Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:12,"November 24, 2014"
371,0,Elevator,Flo Rida,Mail On Sunday,"Hip-Hop/Rap, Music, Dirty South",$1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,"March 17, 2008",Money Right ( feat Rick Ross & Brisco ),Flo Rida,Mail On Sunday,Rap & Hip-Hop,$1.29,2013 Warner Bros Records Inc,3:17,"March 17, 2008"
467,0,Take Care,Drake,Take Care,"Hip-Hop/Rap, Music",$1.29,2011 Cash Money Records Inc.,4:37,"November 15, 2011",The Real Her,Drake,Take Care (Deluxe Edition),Rap & Hip-Hop,$1.29,(C) 2012 Cash Money Records Inc.,5:21,"March 20, 2012"
246,0,A+E,Clean Bandit,New Eyes,"Dance, Music, Electronic, Classical, Classical Crossover, Rock, House, Electronica",$1.29,2014 Warner Music UK Limited,4:06,"June 2, 2014",Rather Be,Clean Bandit,New Eyes,"Electronica, Dance & Electronic",$1.29,(C) 2005 Rebel Records LLC,3:47,"June 2, 2014"
168,0,Toyfriend (Continuous Mix Version),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive licence to Parlophone Music France,2:51,"August 21, 2009",Shot Me Down (Radio Edit),David Guetta,Listen,Dance & Electronic,$1.29,2015 If Music Publishers,3:11,"November 24 , 2014"
105,0,The Whisperer,David Guetta,Listen,"Dance, Music, Electronic, House, Rock, French Pop",$1.29,2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved,3:54,"November 24, 2014",Goodbye Friend,David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:49,"November 24, 2014"
428,0,Lick It,Kaskade & Skrillex,Lick It Remixes EP,"Dance, Music, Electronic",$1.29,"2012 Ultra Records, Inc.",6:14,"April 17, 2012",Make It Bun Dem (Flinch Remix),Skrillex & Damian Marley,Make It Bun Dem After Hours EP,Dance & Electronic,$1.29,2015 RGK,3:55,"August 28, 2012"
313,1,True Colors (One Credit),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap, Music, Rap, East Coast Rap, Hardcore Rap, Rock",$1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4:15,"August 19, 2014",True Colors,Wiz Khalifa,Blacc Hollywood,Rap & Hip-Hop,$1.29,"2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States, A Warner Music Group Company",4:15,"August 19, 2014"
208,0,Fake,Shinedown,Us and Them,"Rock, Music, Metal, Hard Rock, Alternative",$1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,5:05,"October 4, 2005",Carried Away,Shinedown,Us And Them,Rock,$1.29,2015 Real Sounds,3:14,"October 4, 2005"
403,0,Lights (RAC Mix),Ellie Goulding,"Lights, Pt. 2 (The Remixes) - EP","Dance, Music, Pop",$1.29,2011 Polydor Ltd. (UK),5:44,"July 19, 2011",Lights,Ellie Goulding,Lights,Pop,$1.29,(C) 2011 Polydor Ltd (UK),3:32,"March 8, 2011"
128,0,Toyfriend (Continuous Mix Version),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive licence to Parlophone Music France,2:51,"August 21, 2009",Phone Tap (Album Version),David Banner,Mississippi-The Album,Pop,$0.69,"2003 Universal Records, a Division of UMG Recordings, Inc.",1:52,"May 20, 2003"
52,1,Afire Love,Ed Sheeran,x,"Singer/Songwriter, Music, Pop, Rock, Contemporary Singer/Songwriter, Adult Alternative",$1.29,"2014 Asylum Records UK, a Warner Music UK Company",5:14,"June 20, 2014",Afire Love,Ed Sheeran,x,Pop,$1.29,2014 mau5trap Recordings Ltd,5:14,"June 20, 2014"
199,0,Second Chance,Shinedown,Somewhere In the Stratosphere,"Rock, Music, Metal, Alternative, Hard Rock",$1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,5:06,"April 18, 2011",Miracle,Shinedown,The Warner Sound Live Room EP,Rock,$1.29,"2013 Atlantic Recording Corporation for the US, WEA International Inc. for worldwide outside US",3:35,"May 28, 2013"
401,0,Where Are Now (Ember Island Remix),Skrillex & Diplo,Where Are Now (Remixes) - EP,"Dance, Music",$1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,2:31,"June 16, 2015",Scary Monsters And Nice Sprites (Zedd Remix),Skrillex,Scary Monsters And Nice Sprites EP,"Electronica, Dance & Electronic, Dubstep",$1.29,2013 Digitop Ltd,5:57,"December 21, 2010"
311,0,Judas ( Royksopp 's 30 Pieces Remix ),Lady Gaga,Born This Way The Remix,"Pop, Music, Dance",Album Only,2011 Interscope Records,9:18,"November 21, 2011",Alejandro (The Sound of Arrows Remix),Lady Gaga,The Remix,Pop,$1.29,2010 Interscope,3:57,"August 3, 2010"
84,1,The Whisperer (Sia),David Guetta,Listen,"Dance, Music, Electronic, House, Rock, French Pop",$1.29,"2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved",3:54,"November 24, 2014",The Whisperer,David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:54,"November 24, 2014"
131,0,Toyfriend ( Continuous Mix Version ),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive licence to Parlophone Music France,2:51,"August 21, 2009",Lift me up,David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:58,"November 24, 2014"
9,0,VHS Outro (Interlude),X Ambassadors,VHS,"Alternative, Music, Rock, Adult Alternative",$1.29,2015 KIDinaKORNER/Interscope Records,1:25,"June 30, 2015",Smoke (Interlude),X Ambassadors,VHS,Alternative Rock,$1.29,2015 KIDinaKORNER/Interscope Records,0:24,"June 30, 2015"
253,1,That Lucky Old Sun (Just Rolls Around Heaven All Day),Kenny Chesney and Willie Nelson,Lucky Old Sun,"Country, Music, Contemporary Country, Honky Tonk",$0.99,"2008 Blue Chair Records, LLC",4:16,"January 1, 2008",That Lucky Old Sun (Just Rolls Around Heaven All Day),Kenny Chesney,Lucky Old Sun,Country,$0.99,"(P) 2008 Blue Chair Records, LLC and BMG Music",4:16,"April 24, 2012"
44,1,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop, Music, Pop/Rock, Rock",$1.29,"2014 Island Records, a division of UMG Recordings, Inc. / Safehouse Records, LLC",04:34,"November 10, 2014",Nothing Would Be Better,Nick Jonas,Nick Jonas,Pop,$1.29,"(C) 2014 Island Records/Safehouse Records LLC, a division of UMG Recordings, Inc.",4:34,"November 10, 2014"
169,0,Toyfriend (Continuous Mix Version),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive licence to Parlophone Music France,2:51,"August 21, 2009",Hey Mama,David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:12,"November 24, 2014"
479,1,This Love (Will Be Your Downfall),Ellie Goulding,Bright Lights,"Pop, Music, Dance, Rock",$1.29,2010 Polydor Ltd. (UK),3:53,"November 29, 2010",This Love (Will Be Your Downfall),Ellie Goulding,Lights,Pop,$1.29,2011 Polydor Ltd under exclusive license to Universal Music Operations Ltd,3:53,"March 8, 2011"
76,0,Dangerous (Robin Schulz Remix) Radio Edit,David Guetta,Listen,"Dance, Music, Rock, House, Electronic, French Pop",$1.29,2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved.,3:20,"November 24, 2014",What I did for Love,David Guetta,Listen,Dance & Electronic,$1.29,2015 If Moving Your Mine,3:27,"November 24, 2014"
114,1,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,"Dance, Music, Electronic, House, Rock",$0.99,2011 What A Music Ltd under exclusive license to Parlophone Music France,5:13,"August 26, 2011",Glasgow,David Guetta,Nothing But The Beat - The Electronic Album,Dance & Electronic,$0.99,2009 Andy Henningsen,5:13,"August 26, 2011"
177,0,Beautiful Now (Charlie Darker Remix),Zedd,Beautiful Now (Remixes) - EP,"Dance, Music",$1.29,2015 Interscope Records,4:15,"July 10, 2015",Clarity (Zedd Union Mix),Zedd,Clarity Remixes,Dance & Electronic,$1.29,2013 Interscope Records,3:28,"February 12, 2013"
347,0,Remember You,Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap, Music, East Coast Rap, Hardcore Rap, Rap",$1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,"December 4, 2012",Bluffin,Wiz Khalifa,O.N.I.F.C.,Rap & Hip-Hop,$1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:32,"December 4, 2012"
42,1,Closer,Nick Jonas,Nick Jonas,"Pop, Music, Rock, Pop/Rock",$1.29,2014 Island Records a division of UMG Recordings Inc / Safehouse Records LLC,3:48,"November 10, 2014",Closer,Nick Jonas,Nick Jonas,Pop,$1.29,"(C) 2014 Island Records/Safehouse Records LLC, a division of UMG Recordings, Inc.",3:48,"November 10, 2014"
211,0,Fake,Shinedown,Us and Them,"Rock, Music, Metal, Hard Rock, Alternative",$1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,5:05,"October 4, 2005",Left Out,Shinedown,Leave A Whisper,Rock,$1.29,2015 Mad Decent,3:36,"May 27, 2003"
470,0,Hold Up,Lil Wayne,I Am Not a Human Being,"Hip-Hop/Rap, Music, Rap, Hardcore Rap, Dirty South",$1.29,2010 Cash Money Records Inc.,4:10,"November 15, 2010",Wowzerz (Album Version),Lil Wayne,I Am Not A Human Being II,Rap & Hip-Hop,$1.29,2005 Secretly Canadian,3:45,"March 26, 2013"
412,1,Billy,Keith Urban,In the Ranch,"Country, Music, Honky Tonk, Contemporary Country",$1.29,1997 Capitol Nashville,3:46,"January 01, 1997",Billy,Keith Urban,Keith Urban In The Ranch,Country,$1.29,(c) 1997 Capitol Nashville,3:46,"February 10, 2004"
380,0,"Why You Up In Here (feat. Ludacris, Git Fresh & Gucci Mane)",Flo Rida,"Only One Flo, Pt. 1","Hip-Hop/Rap, Music, Rap, Dirty South",$1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,"November 24, 2010",Man of the Year ( feat. Lil Wayne ),Flo Rida,Welcome to Flo Rida,Rap & Hip-Hop,$0.99,2015 CMG Records,3:01,"April 6, 2015"
5,1,VHS Outro,X Ambassadors,VHS,"Alternative, Music, Rock, Adult Alternative",$1.29,2015 KIDinaKORNER/Interscope Records,1:25,"June 30, 2015",VHS Outro,X Ambassadors,VHS,Alternative Rock,$1.29,2015 KIDinaKORNER/Interscope Records,1:25,"June 30, 2015"
322,0,Remember You,Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Rap",$1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,"December 4, 2012",Its Nothin (feat. 2 Chainz),Wiz Khalifa,O.N.I.F.C.,Rap & Hip-Hop,$1.29,2012 Atlantic Recording Corporation for the US and WEA International Inc. for the world outside of the US,3:47,"December 4, 2012"
59,0,As Long As You Love Me (Audien Luvstep Mix),Justin Bieber,As Long As You Love Me (Remixes),"Dance, Music, Rock",$1.29,2012 The Island Def Jam Music Group,4:40,"September 11, 2012",Never Say Never,Justin Bieber,Never Say Never - The Remixes,Pop,$1.29,2011 The Island Def Jam Music Group,3:48,"February 14, 2011"
79,0,Dangerous (Robin Schulz Remix) [Radio Edit],David Guetta,Listen,"Dance, Music, Rock, House, Electronic, French Pop",$1.29,2014 What A Music Ltd under exclusive license to Parlophone/Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved.,3:20,"November 24, 2014",Its The Way You Love Me,David Guetta,One Love,Dance & Electronic,$1.29,2014 Swedish House Mafia Holdings Ltd under exclusive license to Virgin Records Ltd,4:11,"August 21, 2009"
268,0,,,,,,,,,My Way (Clean),Fetty Wap,Fetty Wap,Rap & Hip-Hop,$1.29,"2000 Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",3:32,"September 25, 2015"
531,0,Wake Up,Wiz Khalifa,Rolling Papers,"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Rap",$1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:46,"March 28, 2011",Roll Up,Wiz Khalifa,Rolling Papers,Rap & Hip-Hop,$1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,"March 28, 2011"
99,0,Hey Mama (Extended),David Guetta,Hey Mama (Remixes) - EP,"Dance, Music",$1.29,"2015 What A Music Ltd under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States",4:42,"May 12, 2015",Dangerous,David Guetta,Dangerous,Dance & Electronic,$1.29,2013 Howard Hersh,3:23,"October 6, 2014"
497,1,You Gon na Fly,Keith Urban,Get Closer,"Country, Music, Honky Tonk, Pop, Pop/Rock, Contemporary Country, Rock",$1.29,2010 Hit Red Records under exclusive license to Capitol Records Nashville. All rights reserved. Unauthorized reproduction is a violation of applicable laws.,3:36,"February 22, 2011",You Gon na Fly,Keith Urban,Get Closer,Country,$1.29,2011 Hit Red Records under exclusive license to Capitol Records Nashville,3:36,"February 22, 2011"
191,1,Through the Ghost,Shinedown,The Studio Album Collection,"Rock, Music",$1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4:01,"November 8, 2013",Through the Ghost,Shinedown,The Studio Album Collection,Rock,$1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,4:01,"November 8, 2013"
352,0,Remember You,Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap, Music, East Coast Rap, Hardcore Rap, Rap",$1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,"December 4, 2012",KK,Wiz Khalifa,Blacc Hollywood,Rap & Hip-Hop,$1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4:09,"August 19, 2014"
490,1,Bumpin the Night,Florida Georgia Line,Anything Goes,"Country, Music, Honky Tonk, Urban Cowboy, Contemporary Country",$1.29,2014 Big Machine Label Group LLC,3:42,"October 14, 2014",Bumpin The Night,Florida Georgia Line,Anything Goes,Country,$1.29,"2014 Republic Records, a Division of UMG Recordings, Inc.",3:41,"October 14, 2014"
421,0,Recess (Flux Pavilion Remix),Skrillex & Kill the Noise,Recess Remixes - EP,"Dance, Music",$1.29,"2014 OWSLA/Big Beat Records, Inc. for the United States and WEA International Inc. for the world outside of the United States.",3:47,"July 7, 2014",Kill Everybody,Skrillex,Scary Monsters And Nice Sprites EP,"Electronica, Dance & Electronic, Dubstep",$1.29,2013 Digitop Ltd,4:41,"December 21, 2010"
242,0,If I Am a Stranger,Ryan Adams,Live After Deaf ( Complete Collection ),"Singer/Songwriter, Music, Rock",$0.99,2012 PAXAM RECORDS,5:10,"July 2, 2012",Do Not Fail Me Now,Ryan Adams,Live After Deaf Collection,"Folk, Rock",$0.99,2012 PAXAM RECORDS,5:43,"July 2, 2012"
481,0,Before She Does,Eric Church,Caught In the Act,"Country, Music, Contemporary Country, Urban Cowboy",$1.29,2013 EMI Records Nashville. All rights reserved. Unauthorized reproduction is a violation of applicable laws.,3:42,"April 5, 2013",Pledge Allegiance To The Hag (Live),Eric Church,Caught In The Act: Live,Country,$1.29,(C) 2013 EMI Records Nashville,4:55,"April 5, 2013"
390,1,Going Away For a While,Brett Eldredge,Illinois,"Country, Music, Contemporary Country, Honky Tonk, Traditional Country",$1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,3:13,"September 11, 2015",Going Away For A While,Brett Eldredge,Illinois,Country,$1.29,(c) Phonotype,3:15,"September 11, 2015"
4,0,VHS Outro (Interlude),X Ambassadors,VHS,"Alternative, Music, Rock, Adult Alternative",$1.29,2015 KIDinaKORNER/Interscope Records,01:25,"June 30, 2015",First Show (Interlude),X Ambassadors,VHS,Alternative Rock,$1.29,2015 KIDinaKORNER/Interscope Records,0:11,"June 30, 2015"
245,1,Clean,Ryan Adams,1989,"Rock, Music",$1.29,2015 PaxAmericana Recording Company under exclusive license to Blue Note Records,4:23,"September 21, 2015",Clean,Ryan Adams,1989,Rock,$1.29,2015 PaxAmericana Recording Company under exclusive license to Blue Note Records,4:23,"September 21, 2015"
385,1,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap, Music, Rap, West Coast Rap, Alternative Rap, Rock",$1.29,"2012 Macklemore, LLC",4:17,"October 9, 2012",Cowboy Boots,Macklemore & Ryan Lewis,The Heist,Rap & Hip-Hop,$1.29,2014 Selena Garcia & Steven Gomez,4:17,"October 9, 2012"
145,0,Toyfriend (Continuous Mix Version),David Guetta,One Love,"Dance, Music",$1.29,2010 Gum Prod under exclusive license to Parlophone Music France,2:51,"August 21, 2009",Still Pimpin',David Banner,Mississippi-The Album,Pop,$0.99,"2003 Universal Records, a Division of UMG Recordings, Inc.",7:11,"May 20, 2003"
377,0,Club Cant Handle Me,Flo Rida,Club Cant Handle Me,"Dance, Music",$1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,"August 17, 2010",Good Feeling ( Hook N Sling Remix ),Flo Rida,Good Feeling,Dance & Electronic,$1.29,(C) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear Music TM,6:15,"November 15, 2011"
500,0,Because of You,Kelly Clarkson and Reba McEntire,Reba Duets,"Country, Music, Honky Tonk, Contemporary Country",$1.99,2007 MCA Nashville a Division of UMG Recordings Inc.,3:42,"September 18, 2007",The Fear Of Being Alone ( Album Version ),Reba McEntire,Reba #1's,"Country, Contemporary Country",$1.29,"(C) 2005 MCA Nashville a Division of UMG Recordings, Inc.",3:02,"November 22, 2005"
488,1,Turn Around ( DJ Bam Bam Radio Remix ),Flo Rida,Turn Around - Deluxe Single,"Hip-Hop/Rap, Music, Electronic, Rap, Dirty South, Dance",$1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States ,3:35,"November 16, 2010","Turn Around (5,4,3,2,1)",Flo Rida,Only One Flo (Part 1),Rap & Hip-Hop,$1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,"November 26, 2010"
