id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
53,1,Sunburn (Bonus Track),Ed Sheeran,Sunburn,"Singer/Songwriter, Music",1.29,2011 Warner Music UK Limited,04:35,2011-09-09,Sunburn (Deluxe Edition),Ed Sheeran,Sunburn,Pop,1.29,Doll records,04:35,2011-09-09
54,1,I Don't Believe You (Main Version),P!NK,Funhouse,"Pop, Music, R&B / Soul, Dance, Pop/Rock",1.29,2008 LaFace Recording LLC,04:36,2008-10-28,I Don't Believe You (feat. P!nk),VAL -,Funhouse (Explicit),"R&B, Pop",1.29,(C) 2006 Roadshow,04:36,2008-10-28
55,0,"Crack In the Pearl, Pt . II (feat. Stevie Wonder & Jeff Bhasker)",Mark Ronson,Uptown Special,"Pop, Music, R&B / Soul, Funk, Soul",1.29,"Tracks 4 & 6 (P) 2014, all other tracks (P) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",02:16,2015-01-13,Crack In the Pearl Uptown Special [Clean],Mark Ronson,Uptown Special,Pop,1.29,2015 Real Sounds,02:25,2015-01-13
56,0,You & Me (feat. Eliza Doolittle),Disclosure,Settle (Deluxe Version),"Electronic, Music",1.29,"(C) 2014 Universal Island Records, a division of Universal Music Operations Limited",04:26,2014-04-15,Defeated No More (feat. Edward Macfarlane),Disclosure,Settle,"Electronica, Dance & Electronic",1.29,"(C) 2013 Universal Island Records, a division of Universal Music Operations Limited",06:07,2013-06-11
57,0,Toyfriend (feat. Wynter Gordon),David Guetta,One Love (Deluxe Version),"Dance, Music",1.29,2010 Gum Prod licence exclusive Parlophone Music France,02:51,2009-08-21,I Wanna Go Crazy (feat. Will.I.Am; Extended; Continuous Mix Version),David Guetta,One Love (Deluxe Version),Dance & Electronic,1.29,(C) 2014 Swedish House Mafia Holdings Ltd (BVI) under exclusive license to Virgin Records Ltd,04:54,2009-08-21
58,0,Whateva (feat. Monty),Fetty Wap,Whateva (feat. Monty) (Deluxe),"Hip-Hop/Rap, Music, Rap",VAL -,2015 300 Entertainment/RGF Productions,05:11,VAL -,My Way (feat. Monty) [Explicit],Fetty Wap,Fetty Wap [Explicit],Rap & Hip-Hop,1.29,"(C) 2000 Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",03:33,2015-09-25
59,0,O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan,Kenny Chesney,Holiday,"Music, Country, Honky Tonk, Contemporary Country, Christmas",1.29,2003 BMG Music,04:18,2003-10-04,Sweet Little Jesus Boy,Kenny Rogers,Christmas Greetings,"Holiday, Christmas, Miscellaneous",1.29,"(C) 2000 Capitol Records, LLC",03:04,2000-08-17
60,0,"Why You Up In Here (feat. Ludacris, Git Fresh & Gucci Mane)",Flo Rida,"Only One Flo, Pt. 1","Hip-Hop/Rap, Music, Rap, Dirty South",1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:36,2010-11-24,Street Money (feat. Rick Ross) [Explicit],Flo Rida,Welcome to Flo Rida [Explicit],Rap & Hip-Hop,0.99,2015 CMG Records,03:57,2015-04-06
61,0,Beautiful Now (feat. Jon Bellion) [Charlie Darker Remix],Zedd,Beautiful Now (feat. Jon Bellion) [Remixes] - EP,"Dance, Music",1.29,2015 Interscope Records,04:15,2015-07-10,Clarity (Zedd Union Mix) (feat. Foxes),Zedd,Clarity (Remixes),Dance & Electronic,1.29,(C) 2013 Interscope Records,03:28,2013-02-12
62,1,We Run Sugarland Love On the Inside (Deluxe Fan Edition),Sugarland,Love On the Inside,"Country, Music, Rock, Contemporary Country, Southern Rock, Contemporary Bluegrass",1.29,"(C) 2008 Mercury Records, a Division of UMG Recordings, Inc.",03:55,2008-07-22,We Run,Sugarland,Love On The Inside,Country,1.29,"(C) 2008 Mercury Records, a Division of UMG Recordings, Inc.",03:56,2008-07-29
63,0,Toyfriend (feat. Wynter Gordon),David Guetta,One Love (Deluxe Version),"Dance, Music",1.29,2010 Gum Prod licence exclusive Parlophone Music France,02:51,2009-08-21,S.T.O.P (feat. Ryan Tedder),David Guetta,Listen (Deluxe),Dance & Electronic,1.29,2015 If Moving Your Mine,03:34,2014-11-24
64,0,That Good (feat. Snoop Dogg & Wiz Khalifa),VAL -,Mac and Devin Go to High School (Music from and Inspired By the Movie),"Hip-Hop / Rap, Hardcore Rap, West Coast Rap, Gangsta Rap, Rap, Soundtrack",1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:48,2011-12-09,I'm Good (Explicit),Wiz Khalifa,Flight School (Explicit),Rap & Hip-Hop,0.99,2013 Mad Decent,02:32,2009-04-17
65,0,I'm a Machine (feat. Crystal Nicole and Tyrese Gibson),David Guetta,Nothing But the Beat,"Dance, Music, House, Electronic, Rock",1.29,"2011 What A Music Ltd, Licence exclusive Parlophone Music France",03:34,2011-08-26,Little Bad Girl (feat. Taio Cruz & Ludacris) [Explicit],David Guetta,Nothing But The Beat,Dance & Electronic,1.29,2009 Andy Henningsen,03:12,2011-08-26
66,1,Truce twenty one pilots,VAL -,Vessel,"Alternative, Music, Rock, Indie Rock, Hip-Hop / Rap, Rap, Underground Rap",1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States.,02:22,2013-01-04,Truce twenty one pilots,VAL -,Vessel,"Alternative Rock, Indie & Lo-Fi",1.29,"(C) 2000 Columbia Pictures Industries, Inc.",02:22,2013-01-04
