id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,left_has_featured_artists,left_featured_artists,left_is_remix,left_remix_type,left_album_type,left_is_explicit,left_primary_genre,left_secondary_genres,left_duration_seconds,left_release_year,left_record_label,left_normalized_song_core,left_normalized_artist_core,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released,right_has_featured_artists,right_featured_artists,right_is_remix,right_remix_type,right_album_type,right_is_explicit,right_primary_genre,right_secondary_genres,right_duration_seconds,right_release_year,right_record_label,right_normalized_song_core,right_normalized_artist_core,left_core_identity,left_metadata_block,left_weighted_text,right_core_identity,right_metadata_block,right_weighted_text
268,0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,<NULL>,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'rap']",311,0,300 entertainment,whateva,fetty wap,My Way ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:32,"September 25 , 2015",False,[],False,<NULL>,album,False,rap & hip-hop,[],212,2015,mute records ltd,my way,fetty wap,Whateva ( feat . Monty ) whateva 5:11,311 Fetty Wap ( Deluxe ) hip-hop/rap <NULL> [] <NULL> Album Only album False False,Whateva ( feat . Monty ) Whateva ( feat . Monty ) whateva whateva 5:11 Fetty Wap ( Deluxe ) hip-hop/rap,My Way ( feat . Monty ) [ Clean ] my way 3:32,"212 Fetty Wap [ Clean ] rap & hip-hop <NULL> [] September 25 , 2015 $ 1.29 album False False",My Way ( feat . Monty ) [ Clean ] My Way ( feat . Monty ) [ Clean ] my way my way 3:32 Fetty Wap [ Clean ] rap & hip-hop
531,0,Wake Up,Wiz Khalifa,Rolling Papers ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.29,‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:46,28-Mar-11,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'hardcore rap', 'east coast rap', 'rap']",226,0,<NULL>,wake up,wiz khalifa,Roll Up [ Clean ],Wiz Khalifa,Rolling Papers [ Clean ],Rap & Hip-Hop,$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,"March 28 , 2011",False,[],False,<NULL>,album,False,rap & hip-hop,[],227,2011,<NULL>,roll up,wiz khalifa,Wake Up wake up 3:46,226 Rolling Papers ( Deluxe Version ) hip-hop/rap <NULL> [] 28-Mar-11 $ 1.29 album False False,Wake Up Wake Up wake up wake up 3:46 Rolling Papers ( Deluxe Version ) hip-hop/rap,Roll Up [ Clean ] roll up 3:47,"227 Rolling Papers [ Clean ] rap & hip-hop <NULL> [] March 28 , 2011 $ 1.29 album False False",Roll Up [ Clean ] Roll Up [ Clean ] roll up roll up 3:47 Rolling Papers [ Clean ] rap & hip-hop
99,0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ]",David Guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","Dance, Music",$1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:42,12-May-15,True,"['Nicki Minaj', 'Bebe Rexha', 'Afrojack']",True,extended,ep,False,dance,['music'],282,2015,parlophone/warner music france,hey mama,david guetta,Dangerous ( feat . Sam Martin ),David Guetta,Dangerous ( feat . Sam Martin ),Dance & Electronic,$ 1.29,2013 Howard Hersh,3:23,"October 6 , 2014",False,[],False,<NULL>,album,False,dance & electronic,[],203,2014,<NULL>,dangerous,david guetta,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] hey mama 4:42","282 Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP dance extended ['Nicki Minaj', 'Bebe Rexha', 'Afrojack'] 12-May-15 $1.29 ep True True","Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Extended ] hey mama hey mama 4:42 Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP dance",Dangerous ( feat . Sam Martin ) dangerous 3:23,"203 Dangerous ( feat . Sam Martin ) dance & electronic <NULL> [] October 6 , 2014 $ 1.29 album False False",Dangerous ( feat . Sam Martin ) Dangerous ( feat . Sam Martin ) dangerous dangerous 3:23 Dangerous ( feat . Sam Martin ) dance & electronic
497,1,You Gon na Fly,Keith Urban,Get Closer ( Deluxe Version ),"Country , Music , Honky Tonk , Pop , Pop/Rock , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37",3:36,22-Feb-11,False,[],False,<NULL>,album,False,country,"['music', 'honky tonk', 'pop', 'pop/rock', 'contemporary country', 'rock']",216,0,hit red records under exclusive license to capitol records,you gon na fly,keith urban,You Gon na Fly,Keith Urban,Get Closer ( Deluxe Version ),Country,$ 1.29,( C ) 2011 Hit Red Records under exclusive license to Capitol Records Nashville,3:36,"February 22 , 2011",False,[],False,<NULL>,album,False,country,[],216,2011,hit red records under exclusive license to capitol records,you gon na fly,keith urban,You Gon na Fly you gon na fly 3:36,216 Get Closer ( Deluxe Version ) country <NULL> [] 22-Feb-11 $ 1.29 album False False,You Gon na Fly You Gon na Fly you gon na fly you gon na fly 3:36 Get Closer ( Deluxe Version ) country,You Gon na Fly you gon na fly 3:36,"216 Get Closer ( Deluxe Version ) country <NULL> [] February 22 , 2011 $ 1.29 album False False",You Gon na Fly You Gon na Fly you gon na fly you gon na fly 3:36 Get Closer ( Deluxe Version ) country
191,1,Through the Ghost,Shinedown,The Studio Album Collection,"Rock , Music",$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:01,8-Nov-13,False,[],False,<NULL>,album,False,rock,['music'],241,0,<NULL>,through the ghost,shinedown,Through the Ghost,Shinedown,The Studio Album Collection,Rock,$ 1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:01,"November 8 , 2013",False,[],False,<NULL>,album,False,rock,[],241,2013,<NULL>,through the ghost,shinedown,Through the Ghost through the ghost 4:01,241 The Studio Album Collection rock <NULL> [] 8-Nov-13 $ 1.29 album False False,Through the Ghost Through the Ghost through the ghost through the ghost 4:01 The Studio Album Collection rock,Through the Ghost through the ghost 4:01,"241 The Studio Album Collection rock <NULL> [] November 8 , 2013 $ 1.29 album False False",Through the Ghost Through the Ghost through the ghost through the ghost 4:01 The Studio Album Collection rock
352,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'east coast rap', 'hardcore rap', 'rap']",320,0,<NULL>,remember you,wiz khalifa,KK ( feat . Project Pat & Juicy J ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014",False,[],False,<NULL>,album,True,rap & hip-hop,[],249,2014,<NULL>,kk,wiz khalifa,Remember You ( feat . The Weeknd ) remember you 5:20,320 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap <NULL> [] 4-Dec-12 $ 1.99 album False False,Remember You ( feat . The Weeknd ) Remember You ( feat . The Weeknd ) remember you remember you 5:20 O.N.I.F.C. ( Deluxe Version ) hip-hop/rap,KK ( feat . Project Pat & Juicy J ) [ Explicit ] kk 4:09,"249 Blacc Hollywood ( Deluxe ) [ Explicit ] rap & hip-hop <NULL> [] August 19 , 2014 $ 1.29 album False False",KK ( feat . Project Pat & Juicy J ) [ Explicit ] KK ( feat . Project Pat & Juicy J ) [ Explicit ] kk kk 4:09 Blacc Hollywood ( Deluxe ) [ Explicit ] rap & hip-hop
490,1,Bumpin ' the Night,Florida Georgia Line,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",$ 1.29,"‰ ãÑ 2014 Big Machine Label Group , LLC",3:42,14-Oct-14,False,[],False,<NULL>,album,False,country,"['music', 'honky tonk', 'urban cowboy', 'contemporary country']",222,0,<NULL>,bumpin ' the night,florida georgia line,Bumpin ' The Night,Florida Georgia Line,Anything Goes,Country,$ 1.29,"( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",3:41,"October 14 , 2014",False,[],False,<NULL>,album,False,country,[],221,2014,republic records,bumpin ' the night,florida georgia line,Bumpin ' the Night bumpin ' the night 3:42,222 Anything Goes country <NULL> [] 14-Oct-14 $ 1.29 album False False,Bumpin ' the Night Bumpin ' the Night bumpin ' the night bumpin ' the night 3:42 Anything Goes country,Bumpin ' The Night bumpin ' the night 3:41,"221 Anything Goes country <NULL> [] October 14 , 2014 $ 1.29 album False False",Bumpin ' The Night Bumpin ' The Night bumpin ' the night bumpin ' the night 3:41 Anything Goes country
421,0,Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ],Skrillex & Kill the Noise,Recess Remixes - EP,"Dance, Music",$1.29,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",3:47,7-Jul-14,True,"['Fatman Scoop', 'Michael Angelakos']",True,flux pavilion,ep,False,dance,['music'],227,2014,owsla/big beat records,recess,skrillex & kill the noise,Kill Everybody ( Bare Noize Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$1.29,(c) 2013 Digitop Ltd,4:41,"December 21, 2010",False,[],True,bare noize remix,ep,True,electronica,"['dance & electronic', 'dubstep']",281,2010,digitop ltd,kill everybody,skrillex,Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] recess 3:47,"227 Recess Remixes - EP dance flux pavilion ['Fatman Scoop', 'Michael Angelakos'] 7-Jul-14 $1.29 ep True True",Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] Recess ( feat . Fatman Scoop and Michael Angelakos ) [ Flux Pavilion Remix ] recess recess 3:47 Recess Remixes - EP dance,Kill Everybody ( Bare Noize Remix ) kill everybody 4:41,"281 Scary Monsters And Nice Sprites EP [ Explicit ] electronica bare noize remix [] December 21, 2010 $1.29 ep False True",Kill Everybody ( Bare Noize Remix ) Kill Everybody ( Bare Noize Remix ) kill everybody kill everybody 4:41 Scary Monsters And Nice Sprites EP [ Explicit ] electronica
242,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,False,[],False,<NULL>,album,False,singer/songwriter,"['music', 'rock']",310,0,<NULL>,if i am a stranger,ryan adams,Do n't Fail Me Now ( Live in Malmo Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,5:43,"July 2 , 2012",False,[],False,<NULL>,album,False,folk,['rock'],343,2012,<NULL>,do n't fail me now,ryan adams,If I Am a Stranger ( Live In Amsterdam ) if i am a stranger 5:10,310 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter <NULL> [] 2-Jul-12 $ 0.99 album False False,If I Am a Stranger ( Live In Amsterdam ) If I Am a Stranger ( Live In Amsterdam ) if i am a stranger if i am a stranger 5:10 Live After Deaf ( Live ) [ Complete Collection ] singer/songwriter,Do n't Fail Me Now ( Live in Malmo Bonus Track ) do n't fail me now 5:43,"343 Live After Deaf ( Collection ) folk <NULL> [] July 2 , 2012 $ 0.99 album False False",Do n't Fail Me Now ( Live in Malmo Bonus Track ) Do n't Fail Me Now ( Live in Malmo Bonus Track ) do n't fail me now do n't fail me now 5:43 Live After Deaf ( Collection ) folk
481,0,Before She Does ( Live ),Eric Church,Caught In the Act ( Live ),"Country , Music , Contemporary Country , Urban Cowboy",$ 1.29,"‰ ãÑ 2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",3:42,5-Apr-13,False,[],False,<NULL>,album,False,country,"['music', 'contemporary country', 'urban cowboy']",222,0,emi records,before she does,eric church,Pledge Allegiance To The Hag ( Live ),Eric Church,Caught In The Act : Live,Country,$ 1.29,( C ) 2013 EMI Records Nashville,4:55,"April 5 , 2013",False,[],False,<NULL>,album,False,country,[],295,2013,emi records,pledge allegiance to the hag,eric church,Before She Does ( Live ) before she does 3:42,222 Caught In the Act ( Live ) country <NULL> [] 5-Apr-13 $ 1.29 album False False,Before She Does ( Live ) Before She Does ( Live ) before she does before she does 3:42 Caught In the Act ( Live ) country,Pledge Allegiance To The Hag ( Live ) pledge allegiance to the hag 4:55,"295 Caught In The Act : Live country <NULL> [] April 5 , 2013 $ 1.29 album False False",Pledge Allegiance To The Hag ( Live ) Pledge Allegiance To The Hag ( Live ) pledge allegiance to the hag pledge allegiance to the hag 4:55 Caught In The Act : Live country
390,1,Going Away For a While,Brett Eldredge,Illinois,"Country , Music , Contemporary Country , Honky Tonk , Traditional Country",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:13,11-Sep-15,False,[],False,<NULL>,album,False,country,"['music', 'contemporary country', 'honky tonk', 'traditional country']",193,0,<NULL>,going away for a while,brett eldredge,Going Away For A While,Brett Eldredge,Illinois,Country,$ 1.29,( c ) Phonotype,3:15,"September 11 , 2015",False,[],False,<NULL>,album,False,country,[],195,2015,<NULL>,going away for a while,brett eldredge,Going Away For a While going away for a while 3:13,193 Illinois country <NULL> [] 11-Sep-15 $ 1.29 album False False,Going Away For a While Going Away For a While going away for a while going away for a while 3:13 Illinois country,Going Away For A While going away for a while 3:15,"195 Illinois country <NULL> [] September 11 , 2015 $ 1.29 album False False",Going Away For A While Going Away For A While going away for a while going away for a while 3:15 Illinois country
4,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,False,[],False,<NULL>,album,False,alternative,"['music', 'rock', 'adult alternative']",85,0,<NULL>,vhs outro,x ambassadors,First Show ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:11,"June 30 , 2015",False,[],False,<NULL>,album,True,alternative rock,[],11,2015,<NULL>,first show,x ambassadors,VHS Outro ( Interlude ) vhs outro 1:25,85 VHS alternative <NULL> [] 30-Jun-15 $ 1.29 album False False,VHS Outro ( Interlude ) VHS Outro ( Interlude ) vhs outro vhs outro 1:25 VHS alternative,First Show ( Interlude ) first show 0:11,"11 VHS [ Explicit ] alternative rock <NULL> [] June 30 , 2015 $ 1.29 album False False",First Show ( Interlude ) First Show ( Interlude ) first show first show 0:11 VHS [ Explicit ] alternative rock
245,1,Clean,Ryan Adams,1989,"Rock , Music",$ 1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,21-Sep-15,False,[],False,<NULL>,album,False,rock,['music'],263,0,paxamericana recording company under exclusive license to blue note records,clean,ryan adams,Clean,Ryan Adams,1989,Rock,$ 1.29,( C ) 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,"September 21 , 2015",False,[],False,<NULL>,album,False,rock,[],263,2015,paxamericana recording company under exclusive license to blue note records,clean,ryan adams,Clean clean 4:23,263 1989 rock <NULL> [] 21-Sep-15 $ 1.29 album False False,Clean Clean clean clean 4:23 1989 rock,Clean clean 4:23,"263 1989 rock <NULL> [] September 21 , 2015 $ 1.29 album False False",Clean Clean clean clean 4:23 1989 rock
385,1,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,False,[],False,<NULL>,album,False,hip-hop/rap,"['music', 'rap', 'west coast rap', 'alternative rap', 'rock']",257,0,<NULL>,cowboy boots,macklemore & ryan lewis,Cowboy Boots,Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Selena Garcia & Steven Gomez,4:17,"October 9 , 2012",False,[],False,<NULL>,album,True,rap & hip-hop,[],257,2012,<NULL>,cowboy boots,macklemore & ryan lewis,Cowboy Boots cowboy boots 4:17,257 The Heist hip-hop/rap <NULL> [] 9-Oct-12 $ 1.29 album False False,Cowboy Boots Cowboy Boots cowboy boots cowboy boots 4:17 The Heist hip-hop/rap,Cowboy Boots cowboy boots 4:17,"257 The Heist [ Explicit ] rap & hip-hop <NULL> [] October 9 , 2012 $ 1.29 album False False",Cowboy Boots Cowboy Boots cowboy boots cowboy boots 4:17 The Heist [ Explicit ] rap & hip-hop
145,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance, Music",$1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,True,['Wynter Gordon'],True,continuous mix version,deluxe,False,dance,['music'],171,2009,parlophone music france,toyfriend,david guetta,Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ 0.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",7:11,"May 20 , 2003",False,[],False,<NULL>,album,True,pop,[],431,2003,universal records,still pimpin '  ),david banner,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] toyfriend 2:51,171 One Love ( Deluxe Version ) dance continuous mix version ['Wynter Gordon'] 21-Aug-09 $1.29 deluxe True True,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] toyfriend toyfriend 2:51 One Love ( Deluxe Version ) dance,Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ] still pimpin '  ) 7:11,"431 Mississippi-The Album ( Explicit Version ) pop <NULL> [] May 20 , 2003 $ 0.99 album False False",Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ] Still Pimpin ' ( Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ] still pimpin '  ) still pimpin '  ) 7:11 Mississippi-The Album ( Explicit Version ) pop
377,0,Club Ca n't Handle Me ( Ridney Remix ),Flo Rida,Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"Dance, Music",$1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,17-Aug-10,True,['David Guetta'],True,ridney remix,ep,False,dance,['music'],370,2010,atlantic recording corporation/wea international inc.,club ca n't handle me,flo rida,Good Feeling ( Hook N Sling Remix ),Flo Rida,Good Feeling ( Remixes ),Dance & Electronic,$1.29,(C) 2009 MPL Tours Inc. under exclusive license to StarCon LLC d/b/a Hear MusicTM,6:15,"November 15, 2011",False,[],True,hook n sling,compilation,False,dance & electronic,[],375,2011,hear music,good feeling,flo rida,Club Ca n't Handle Me ( Ridney Remix ) club ca n't handle me 6:10,370 Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP dance ridney remix ['David Guetta'] 17-Aug-10 $1.29 ep True True,Club Ca n't Handle Me ( Ridney Remix ) Club Ca n't Handle Me ( Ridney Remix ) club ca n't handle me club ca n't handle me 6:10 Club Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP dance,Good Feeling ( Hook N Sling Remix ) good feeling 6:15,"375 Good Feeling ( Remixes ) dance & electronic hook n sling [] November 15, 2011 $1.29 compilation False True",Good Feeling ( Hook N Sling Remix ) Good Feeling ( Hook N Sling Remix ) good feeling good feeling 6:15 Good Feeling ( Remixes ) dance & electronic
500,0,Because of You,Kelly Clarkson & Reba McEntire,Reba Duets,"Country , Music , Honky Tonk , Contemporary Country",$ 1.99,"‰ ãÑ 2007 MCA Nashville , a Division of UMG Recordings , Inc.",3:42,18-Sep-07,False,[],False,<NULL>,album,False,country,"['music', 'honky tonk', 'contemporary country']",222,0,<NULL>,because of you,kelly clarkson & reba mcentire,The Fear Of Being Alone ( Album Version ),Reba McEntire,Reba # 1 's,"Country , Contemporary Country",$ 1.29,"( C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",3:02,"November 22 , 2005",False,[],False,<NULL>,album,False,country,['contemporary country'],182,2005,<NULL>,the fear of being alone,reba mcentire,Because of You because of you 3:42,222 Reba Duets country <NULL> [] 18-Sep-07 $ 1.99 album False False,Because of You Because of You because of you because of you 3:42 Reba Duets country,The Fear Of Being Alone ( Album Version ) the fear of being alone 3:02,"182 Reba # 1 's country <NULL> [] November 22 , 2005 $ 1.29 album False False",The Fear Of Being Alone ( Album Version ) The Fear Of Being Alone ( Album Version ) the fear of being alone the fear of being alone 3:02 Reba # 1 's country
488,1,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",$ 1.29,  2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,3:35,16-Nov-10,False,[],True,radio,deluxe single,False,hip-hop/rap,"['music', 'electronic', 'rap', 'dirty south', 'dance']",215,2010,atlantic recording corporation,"turn around ( 5,4,3,2,1 )",flo rida,"Turn Around ( 5,4,3,2,1 )",Flo Rida,Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,"November 26 , 2010",False,[],False,<NULL>,album,False,rap & hip-hop,[],200,2010,<NULL>,turn around,flo rida,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] turn around ( 5,4,3,2,1 ) 3:35","215 Turn Around ( 5,4,3,2,1 ) - Deluxe Single hip-hop/rap radio [] 16-Nov-10 $ 1.29 deluxe single False True","Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] turn around ( 5,4,3,2,1 ) turn around ( 5,4,3,2,1 ) 3:35 Turn Around ( 5,4,3,2,1 ) - Deluxe Single hip-hop/rap","Turn Around ( 5,4,3,2,1 ) turn around 3:20","200 Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] rap & hip-hop <NULL> [] November 26 , 2010 $ 1.29 album False False","Turn Around ( 5,4,3,2,1 ) Turn Around ( 5,4,3,2,1 ) turn around turn around 3:20 Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] rap & hip-hop"
217,0,Best of Cr247,Chase Rice,Ignite the Night ( Party Edition ),"Country , Music , Urban Cowboy , Contemporary Country",Album Only,"2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",6:57,19-Aug-14,False,[],False,<NULL>,album,False,country,"['music', 'urban cowboy', 'contemporary country']",417,0,dack janiels records,best of cr247,chase rice,50 Shades of Crazy,Chase Rice,Ignite the Night,Country,$ 1.29,"( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment .",3:10,"August 19 , 2014",False,[],False,<NULL>,album,False,country,[],190,2014,dack janiels records,50 shades of crazy,chase rice,Best of Cr247 best of cr247 6:57,417 Ignite the Night ( Party Edition ) country <NULL> [] 19-Aug-14 Album Only album False False,Best of Cr247 Best of Cr247 best of cr247 best of cr247 6:57 Ignite the Night ( Party Edition ) country,50 Shades of Crazy 50 shades of crazy 3:10,"190 Ignite the Night country <NULL> [] August 19 , 2014 $ 1.29 album False False",50 Shades of Crazy 50 Shades of Crazy 50 shades of crazy 50 shades of crazy 3:10 Ignite the Night country
12,1,Shining,X Ambassadors,The Reason - EP,"Alternative , Music , Rock , Adult Alternative , Electronic",$ 1.29,2015 KIDinaKORNER/Interscope Records,3:40,10-Aug-15,False,[],False,<NULL>,album,False,alternative,"['music', 'rock', 'adult alternative', 'electronic']",220,0,<NULL>,shining,x ambassadors,Shining,X Ambassadors,The Reason EP,Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,3:37,"August 10 , 2015",False,[],False,<NULL>,album,False,alternative rock,[],217,2015,<NULL>,shining,x ambassadors,Shining shining 3:40,220 The Reason - EP alternative <NULL> [] 10-Aug-15 $ 1.29 album False False,Shining Shining shining shining 3:40 The Reason - EP alternative,Shining shining 3:37,"217 The Reason EP alternative rock <NULL> [] August 10 , 2015 $ 1.29 album False False",Shining Shining shining shining 3:37 The Reason EP alternative rock
426,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance, Music, Electronic",$1.29,"2012 Ultra Records, Inc.",6:14,17-Apr-12,False,[],True,norman doray remix,ep,False,dance,"['music', 'electronic']",374,2012,ultra records,lick it,kaskade,Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ],Skrillex & Diplo,Take ÌÏ There ( feat . Kiesza ) [ Remixes ],Dance & Electronic,$1.29,2010 Robbins Entertainment LLC,3:29,"December 23, 2014",True,['Kiesza'],True,netsky,remixes,False,dance & electronic,[],209,2014,robbins entertainment llc,take Ìï there,skrillex & diplo,Lick It ( Norman Doray Remix ) lick it 6:14,374 Lick It ( Remixes ) - EP dance norman doray remix [] 17-Apr-12 $1.29 ep False True,Lick It ( Norman Doray Remix ) Lick It ( Norman Doray Remix ) lick it lick it 6:14 Lick It ( Remixes ) - EP dance,Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ] take Ìï there 3:29,"209 Take ÌÏ There ( feat . Kiesza ) [ Remixes ] dance & electronic netsky ['Kiesza'] December 23, 2014 $1.29 remixes True True",Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ] Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ] take Ìï there take Ìï there 3:29 Take ÌÏ There ( feat . Kiesza ) [ Remixes ] dance & electronic
