id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
10,0,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now (with Justin Bieber) [Remixes] - EP,"Dance, Music",USD 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,VAL-,VAL-,Scary Monsters And Nice Sprites (Zedd Remix),Skrillex,Scary Monsters And Nice Sprites EP [Explicit],"Electronica, Dance & Electronic, Dubstep",USD 1.29,2013 Digitop Ltd,5:57,2010-12-21
11,0,Second Chance,Shinedown,Somewhere In the Stratosphere ( Live ),Rock,USD 1.29,(C) 2011 Atlantic Recording Corporation,05:06,2011-04-18,Burning Bright,Shinedown,Somewhere In The Stratosphere ( Live ),Rock,USD 1.29,(C) 2005 MCA Nashville,03:53,2011-04-18
12,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,-,"Singer/Songwriter , Music , Rock",$ 0.99,PAXAM RECORDS,5:10,2-Jul-12,Dear Chicago ( Live in Stockholm ),Ryan Adams,-,"Folk , Rock",$ 0.99,PAXAM RECORDS,2:29,"July 2, 2012"
13,0,Autonomy (Cold Blank Mix),Zedd,VAL -,Dance,$0.99,VAL -,4:59,28-Mar-11,Autonomy (Lucky Date Mix),Zedd,Zedd - Autonomy,"Electronica, Dance & Electronic",$0.99,(C) 2014 Wolf Tone Limited,5:59,28-Mar-11
14,0,Closer,Nick Jonas,Nick Jonas (Deluxe Version),Pop,USD 1.29,Island Records / Safehouse Records,3:48,2014-11-10,Numb,Nick Jonas,Nick Jonas (Deluxe),Pop,USD 1.29,Island Records/Safehouse Records LLC,3:57,2014-11-10
15,0,Second Chance ( Live Acoustic from Kansas City ) Somewhere In the Stratosphere ( Live ),Shinedown,VAL -,"Rock , Music , Metal , Alternative , Hard Rock",USD 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,2011-04-18,45 ( Live Acoustic From Kansas City ) Somewhere In The Stratosphere,Shinedown,VAL -,Rock,USD 1.29,( C ) 2005 MCA Nashville,6:12,2011-04-18
16,0,Starry Eyed ( AN21 and Max Vangeli Remix ),Ellie Goulding,VAL -,Dance,USD 1.29,(C) 2011 Polydor Ltd. (UK),08:14,VAL -,Lights ( Shook Remix ),Ellie Goulding,VAL -,Pop,USD 1.29,(C) 2011 Polydor Ltd. (UK),03:49,2011-05-23
17,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,VAL -,Dance,USD 1.29,VAL -,06:14,VAL -,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,VAL -,Dubstep,USD 1.29,VAL -,03:39,VAL -
18,0,Titanium ( Spanish Version ),David Guetta,VAL -,Dance,USD 1.29,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",3:58,20-Aug-12,Titanium ( feat . Sia ) [ Cazzette 's Ant Seeking Hamster Mix ],David Guetta,Titanium ( Feat . Sia ),Dance & Electronic,USD 0.99,"2011 What A Music Ltd , licence exclusive Parlophone Music France",6:37,VAL -
19,1,Halcyon Ellie Goulding,VAL -,Halcyon Days ( Deluxe Edition ),Pop Dance Rock,USD 1.29,Polydor Ltd. ( UK ),03:24,2013-08-27,Halcyon Ellie Goulding,VAL -,Halcyon,Pop,USD 1.29,Polydor Ltd. ( UK ),03:24,2013-08-27
20,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,VAL -,Dance,$1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,VAL -,Gettin' Over (Feat. Chris Willis; Continuous Mix Version),David Guetta,One Love (Deluxe Version),Dance & Electronic,$1.29,"2014 Swedish House Mafia Holdings Ltd (BVI) under exclusive license to Virgin Records Ltd August 21, 2009",3:31,VAL -
21,0,The Whisperer,David Guetta feat. Sia,VAL -,"Dance, Electronic, House, Rock, French Pop",USD 1.29,"What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved",3:54,VAL -,Dangerous,David Guetta feat. Sam Martin,VAL -,Dance & Electronic,USD 1.29,2015 If Moving Your Mine,3:23,2014-11-24
22,0,Slow Down,Selena Gomez,VAL -,Reggae,USD 1.29,"2013 Hollywood Records , Inc.",3:15,20-Aug-13,Good For You,Selena Gomez,Good For You ( Remixes ),VAL -,USD 1.29,( C ) 2015 Interscope Records,3:01,"September 4 , 2015"
23,1,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,VAL -,Hip-Hop/Rap,USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,2014-08-19,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,2014-08-19
24,1,"Turn Around (5,4,3,2,1)",Flo Rida,"Turn Around (5,4,3,2,1) - Deluxe Single",Hip-Hop/Rap,USD 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:35,VAL -,"Turn Around (5,4,3,2,1) Flo Rida Only One Flo (Part 1)",Flo Rida,VAL -,Rap & Hip-Hop,USD 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:20,2010-11-26
25,0,Lifted,Naughty Boy feat. Emeli Sandé & Professor Green,Hotel Cabana (Deluxe Version),"Pop,R&B/Soul,Dance/Electronic,Hip-Hop/Rap,Pop/Rock",USD 1.29,© 2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,2014-05-06,One Way feat. Mic Righteous,Naughty Boy,Hotel Cabana (Deluxe Version) [Explicit],Pop,USD 1.29,© 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,03:26,2014-05-06
26,0,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Hip-Hop / Rap, West Coast Rap, Gangsta Rap, Hardcore Rap, Rap, Soundtrack",USD 1.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,04:12,2011-12-12,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore, Rap & Hip-Hop",USD 0.99,2004 Geffen Records,03:08,VAL -
27,1,Gone,The Weeknd,Trilogy,"R&B/Soul, Music, Rock, Contemporary R&B",USD 1.29,"XO & co., Inc.",08:07,2012-11-13,Gone (Album Version),The Weeknd,Trilogy (Edited Version) [Clean],R&B,USD 1.29,"XO & co., Inc.",08:07,VAL-
28,0,If I Am a Stranger,Ryan Adams,VAL -,"Singer/Songwriter , Rock",USD 0.99,VAL -,5:10,2012-07-02,Lucky Now ( Live At Carnegie Hall ),Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,USD 1.29,PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,06:01,VAL -
29,0,Masterpiece,Disclosure feat. Jordan Rakei,Caracal,Electronic Dance House Rock,Album Only,"(C) 2015 Island Records, a division of Universal Music Operations Limited",4:01,VAL -,Holding On,Disclosure feat. Gregory Porter,Caracal,Electronica Dance Electronic,USD 1.29,"(C) 2015 Island Records, a division of Universal Music Operations Limited",5:15,2015-09-25
30,0,Dangerous (feat. Sam Martin) [Robin Schulz Remix],David Guetta,VAL -,VAL -,USD 1.29,"What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",03:20,2014-11-24,I'll Keep Loving You (feat. Birdy & Jaymes Young),David Guetta,VAL -,VAL -,USD 1.29,2015 If Moving Your Mine,03:08,2014-11-24
31,0,El Perdón (Forgiveness),Nicky Jam & Enrique Iglesias,El Perdón (For Singles),VAL -,USD 1.29,2015 Sony Music Entertainment US Latin LLC,3:26,2015-07-10,El Perdón (Gregor Salto Remix),Nicky Jam & Enrique Iglesias,El Perdón (The Remixes),"International, Latin Music, Latin Hip-Hop",USD 1.29,VAL -,4:09,VAL -
32,0,Take Care ( feat . Rihanna ),Drake,VAL -,Hip-Hop/Rap,USD 1.29,‰ ãÑ 2011 Cash Money Records Inc.,04:37,15-Nov-11,Make Me Proud [ feat . Nicki Minaj ],Drake,Take Care ( Deluxe Edition ),Rap & Hip-Hop,USD 1.29,( C ) 2012 Cash Money Records Inc.,03:39,VAL -
33,0,Whateva (feat. Monty),Fetty Wap,Fetty Wap (Deluxe),Hip-Hop/Rap,VAL -,VAL -,05:11,2015-09-25,My Way (feat. Monty),Fetty Wap,Fetty Wap (Deluxe),Rap & Hip-Hop,$1.29,"Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",03:33,2015-09-25
34,1,I Ain't Livin' Long Like This Take It to the Bank - EP 2014,Chris Janson,VAL -,"Country, Music",$1.29,VAL -,04:13,2014-02-24,"I Ain't Livin' Long Like This Chris Janson Take It to the Bank (EP) February 24, 2014",VAL -,VAL -,Country,$1.29,(C) 2012 Cash Money Records Inc.,04:13,VAL -
35,1,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",VAL -,,3:45,2-Apr-02,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,USD 0.99,Underground Avenue,3:45,2002-04-02
36,0,Second Chance,Shinedown,Somewhere In the Stratosphere ( Live ),Rock,USD 1.29,(C) 2011 Atlantic Recording Corporation,5:06,2011-04-18,Times Like These,Shinedown,Somewhere In The Stratosphere,Rock,USD 1.29,(C) 2005 MCA Nashville,4:07,2011-04-18
37,1,"Who I Am With You Chris Young Country , Music , Urban Cowboy , Contemporary Country ‰ ãÑ 2013 Sony Music Entertainment 3:13",VAL -,A.M.,VAL -,$ 1.29,VAL -,3:13,16-Sep-13,"Who I Am With You Country September 16 , 2013",Chris Young,A.M.,VAL -,$ 1.29,"( C ) 2010 Hollywood Records , Inc.",3:11,VAL -
38,0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,-,"Singer/Songwriter , Rock",$ 0.99,-,-,2-Jul-12,16 Days ( Live in London ),Ryan Adams,Live After Deaf ( Collection ),-,$ 0.99,2012 PAXAM RECORDS,4:56,2-Jul-12
39,0,Gold (feat. Eighty4 Fly),Macklemore & Ryan Lewis,The Heist (Deluxe Edition),"Hip-Hop/Rap, Rap, Alternative Rap, West Coast Rap",$1.29,"‰ ãÑ 2012 Macklemore, LLC.",4:11,2012-08-01,Neon Cathedral (feat. Allen Stone),Macklemore & Ryan Lewis,The Heist [Explicit],-,$1.29,-,4:34,VAL -
40,0,The Whisperer ( feat . Sia ),David Guetta,VAL -,"Dance , Music , Electronic , House , Rock , French Pop",USD 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,2014-11-24,S.T.O.P ( feat . Ryan Tedder ) David Guetta,VAL -,VAL -,Dance & Electronic,USD 1.29,VAL -,3:34,2015-11-24
41,0,As Long As You Love Me (feat. Big Sean) [Audien Luvstep Mix],Justin Bieber,As Long As You Love Me (Remixes) [feat. Big Sean],"Dance, Music, Rock",USD 1.29,VAL -,04:40,2012-09-11,Love Me Like You Do (Sax Instrumental Version) Justin Ward,VAL -,VAL -,Pop,USD 0.89,Covered Records,03:16,VAL -
42,1,Doin' My Thing,Luke Bryan,VAL -,Country,USD 1.29,(C) 2009 Capitol Records Nashville,3:09,VAL -,Doin' My Thing,Luke Bryan,VAL -,Country,USD 1.29,(C) 2009 Capitol Records Nashville,3:09,2009-10-02
43,0,Remember You (feat. The Weeknd),Wiz Khalifa,O.N.I.F.C. Deluxe Version,Hip-Hop/Rap,USD 1.99,2012 Atlantic Recording Corporation,5:20,VAL -,KK (feat. Project Pat & Juicy J) [Explicit],Wiz Khalifa,Blacc Hollywood Deluxe,Rap & Hip-Hop,USD 1.29,2014 Atlantic Recording Corporation,4:09,VAL -
44,0,"Turn Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Rida,VAL -,"Dance,Music,Hip-Hop / Rap , Electronic",USD 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the States .,5:09,19-Apr-11,Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ],Flo Rida,Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ],Rap & Hip-Hop,USD 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:08,VAL -
45,0,Fake,Shinedown,VAL -,Rock,USD 1.29,Atlantic Recording Corporation,05:05,VAL -,Left Out [Demo],Shinedown,Leave A Whisper (Deluxe),Rock,USD 1.29,Mad Decent,03:36,2003-05-27
46,1,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),Hip-Hop/Rap,Album Only,VAL -,05:11,VAL -,Whateva ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,USD 1.29,"2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,2015-09-25
47,0,Every Time You Go Bright Lights,Ellie Goulding,VAL -,Pop Dance Rock,USD 1.29,2010 Polydor Ltd. ( UK ),3:25,VAL -,I Know You Care,Ellie Goulding,Halcyon ( Deluxe ),Pop,USD 1.29,( C ) 2013 Polydor Ltd. ( UK ),3:26,VAL -
48,1,Goner twenty one pilots,VAL -,Blurryface,"Alternative , Rock",USD 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,2015-05-15,Goner twenty one pilots Alternative Rock $ 1.29 3:56,VAL -,Blurryface,VAL -,USD 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,2015-05-15
49,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,VAL -,Dance,USD 1.29,Gum Prod licence exclusive Parlophone Music France,2:51,VAL -,Gettin' Over (Feat. Chris Willis; Continuous Mix Version),David Guetta,One Love (Deluxe Version),Dance & Electronic,USD 1.29,Swedish House Mafia Holdings Ltd (BVI) under exclusive license to Virgin Records Ltd,3:31,VAL -
50,0,Dangerous (feat. Sam Martin) [Robin Schulz Remix] [Radio Edit],David Guetta,VAL -,"Dance, Music, Rock, House, Electronic, French Pop",USD 1.29,"What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",03:20,VAL -,Gettin' Over You (Feat. Fergie & LMFAO),David Guetta,One Love (Deluxe Version),VAL -,USD 1.29,Swedish House Mafia Holdings Ltd (BVI) under exclusive license to Virgin Records Ltd,03:07,2009-08-21
51,0,Obsession,David Guetta,VAL -,Dance,VAL -,‰ ãÑ 2007 Gum Records,3:06,18-Sep-07,Gettin ' Over,David Guetta,One Love ( Deluxe Version ),Dance & Electronic,USD 1.29,C 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:31,"August 21 , 2009"
52,0,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",USD 1.29,Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,01:28,VAL -,Wonder [ feat . Emeli SandÌ © ],Naughty Boy,Hotel Cabana ( Deluxe Version ),Pop,USD 1.29,Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,03:27,2014-05-06
53,1,Sunburn ( Bonus Track ),Ed Sheeran,VAL -,"Singer/Songwriter , Music",USD 1.29,2011 Warner Music UK Limited,04:35,2011-09-09,Sunburn ( Deluxe Edition ) Ed Sheeran,VAL -,VAL -,Pop,USD 1.29,Doll records,04:35,2011-09-09
54,1,I Do n't Believe You ( Main Version ),P!NK,Funhouse,"Pop , Music , R&B / Soul , Dance , Pop/Rock",USD 1.29,LaFace Recording LLC,04:36,VAL -,I Do n't Believe You,P!NK,Funhouse,"R&B , Pop",USD 1.29,c) 2006 Roadshow,04:36,2008-10-28
55,0,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,VAL -,"Pop, Music, R&B / Soul, Funk, Soul",USD 1.29,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,13-Jan-15,Crack In the Pearl,Mark Ronson,VAL -,Pop,USD 1.29,2015 Real Sounds,2:25,VAL -
56,0,You & Me ( feat . Eliza Doolittle ),Disclosure,VAL -,"Electronic , Music",USD 1.29,"‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited",04:26,VAL -,Defeated No More [ feat . Edward Macfarlane ],Disclosure,VAL -,"Electronica , Dance & Electronic",USD 1.29,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited",06:07,VAL -
57,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ),David Guetta,One Love,Dance,USD 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ),David Guetta,One Love,Dance & Electronic,USD 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:54,VAL -
58,0,Whateva ( feat . Monty ),Fetty Wap,VAL -,Hip-Hop/Rap,Album Only,VAL -,VAL -,VAL -,My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,USD 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",03:33,2015-09-25
59,0,O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan Holiday,Kenny Chesney,VAL -,"Music, Country, Honky Tonk, Contemporary Country, Christmas",$0.99,2003 BMG Music,4:18,VAL -,Sweet Little Jesus Boy,Kenny Rogers,Christmas Greetings,"Holiday, Christmas, Miscellaneous",$1.29,"(C) 2000 Capitol Records, LLC",3:04,VAL -
60,0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap, Rap, Dirty South",USD 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,2010-11-24,Street Money ( feat . Rick Ross ) [ Explicit ] Welcome to Flo Rida [ Explicit ],Flo Rida,VAL -,VAL -,USD 0.99,2015 CMG Records,3:57,2015-04-06
61,0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ] Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,Zedd,VAL -,"Dance, Music",USD 1.29,2015 Interscope Records,04:15,2015-07-10,"Clarity ( Zedd Union Mix ) [ feat . Foxes ] Zedd Clarity ( Remixes ) Dance & Electronic $ 1.29 3:28 February 12 , 2013",VAL -,VAL -,VAL -,VAL -,( C ) 2013 Interscope Records,03:28,2013-02-12
62,1,We Run Sugarland Love On the Inside ( Deluxe Fan Edition ),Sugarland,Love On The Inside,"Country, Music, Rock, Contemporary Country, Southern Rock, Contemporary Bluegrass",USD 1.29,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",3:55,VAL -,We Run,Sugarland,Love On The Inside,Country,USD 1.29,"( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc.",3:56,2008-07-29
63,0,"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta One Love ( Deluxe Version ) Dance , Music",David Guetta,VAL -,Dance & Electronic,USD 1.29,2010 Gum Prod licence exclusive Parlophone Music France,02:51,VAL -,"S.T.O.P ( feat . Ryan Tedder ) David Guetta Dance & Electronic November 24 , 2014",David Guetta,Listen ( Deluxe ),Dance & Electronic,USD 1.29,2015 If Moving Your Mine,03:34,2014-11-24
64,0,That Good,Snoop Dogg & Wiz Khalifa,Mac and Devin Go to High School (Music from and Inspired By the Movie),Hip-Hop / Rap,USD 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:48,2011-12-09,I'm Good [Explicit],Wiz Khalifa,VAL -,Rap & Hip-Hop,USD 0.99,VAL -,2:32,2009-04-17
65,0,I'm a Machine,David Guetta,VAL -,Dance,USD 1.29,What A Music Ltd,03:34,2011-08-26,Little Bad Girl,David Guetta,Nothing But The Beat,Dance & Electronic,USD 1.29,Andy Henningsen,03:12,2011-08-26
66,1,Truce twenty one pilots,VAL -,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",USD 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13,Truce twenty one pilots,VAL -,Vessel,"Alternative Rock , Indie & Lo-Fi ( C )",USD 1.29,VAL -,2:22,VAL -
67,0,Second Chance,Shinedown,VAL -,Rock,USD 1.29,2011 Atlantic Recording Corporation,05:06,2011-04-18,Diamond Eyes,Shinedown,Somewhere In The Stratosphere,Rock,USD 1.29,(C) 2005 MCA Nashville,05:44,2011-04-18
68,0,VHS Outro ( Interlude ),X Ambassadors,VAL -,Alternative Rock,USD 1.29,VAL -,0:25,2015-06-30,Smoke ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,USD 1.29,VAL -,0:24,2015-06-30
69,1,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson,Kenny Chesney,Lucky Old Sun,"Country, Music, Contemporary Country, Honky Tonk",USD 0.99,"2008 Blue Chair Records , LLC",4:16,VAL -,"That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country, Contemporary Country USD 0.99 ( P ) 2008 Blue Chair Records , LLC",Kenny Chesney,Lucky Old Sun,VAL -,USD 0.99,VAL -,4:16,2008-10-21
70,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",USD 1.29,VAL -,VAL -,2009-08-21,Missing You ( Feat . Novel ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,USD 1.29,VAL -,04:59,2009-08-21
71,0,Hurt a Lot Worse When You Go Toby Keith,Toby Keith,"Beyond The Hits , Vol . 1",Country,VAL -,VAL -,04:21,2011-12-20,Days Go By,Keith Urban,Greatest Hits,Country,USD 1.29,© 2007 Capitol Records Nashville . All rights reserved .,03:49,2007-11-20
72,1,Through the Ghost,Shinedown,Amaryllis,Rock,VAL -,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,VAL -,VAL -,Through The Ghost,Shinedown,Amaryllis,Rock,VAL -,VAL -,04:01,2012-03-23
73,0,White Noise,Disclosure feat. AlunaGeorge,Settle (Deluxe Version),Electronic,USD 1.29,"(C) 2014 Universal Island Records, a division of Universal Music Operations Limited",04:37,VAL -,Voices,Disclosure feat. Sasha Keable,Settle (The Remixes),"Electronica, Dance & Electronic",USD 1.29,"(C) 2013 Universal Island Records, a division of Universal Music Operations Limited",VAL -,2013-12-16
74,0,The Whisperer,David Guetta,VAL -,"Dance, Electronic",USD 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,2014-11-24,Goodbye Friend,David Guetta,Listen ( Deluxe ),"Dance, Electronic",USD 1.29,2015 If Moving Your Mine,3:49,2014-11-24
