"id","label","left_Album_Name","right_Album_Name","left_Artist_Name","right_Artist_Name","left_CopyRight","right_CopyRight","left_Genre","right_Genre","left_Price","right_Price","left_Released","right_Released","left_Song_Name","right_Song_Name","left_Time","right_Time"
21,0,"","","David Guetta","","","2015 If Moving Your Mine","","","$ 1.29","$ 1.29","","November 24 , 2014","The Whisperer ( feat . Sia ) Listen Dance , Music , Electronic , House , Rock , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved 3:54 24-Nov-14","Dangerous ( feat . Sam Martin ) David Guetta Listen ( Deluxe ) Dance & Electronic 3:23","",""
22,0,"","Good For You ( Remixes )","Selena Gomez","Selena Gomez","2013 Hollywood Records , Inc.","( C ) 2015 Interscope Records","Reggae , Music , Electronic , Dance , Rock","","","","20-Aug-13","September 4 , 2015","Slow Down ( Sure Shot Rockers Reggae Dub Remix ) Slow Down ( Reggae Remixes ) - Single $ 1.29 3:15","Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ] Pop $ 1.29","","3:01"
23,1,"","","Wiz Khalifa","","","","","","","$ 1.29","","","True Colors ( feat . Nicki Minaj ) Blacc Hollywood Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 19-Aug-14","True Colors ( feat . Nicki Minaj ) [ Explicit ] Wiz Khalifa Blacc Hollywood [ Explicit ] Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014","4:15","4:15"
24,1,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","","","","‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .","","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance","","","","","November 26 , 2010","Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ] Flo Rida $ 1.29 16-Nov-10","Turn Around ( 5,4,3,2,1 ) Flo Rida Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:20","3:35",""
25,0,"","","Naughty Boy","","2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd","","","","","","6-May-14","","Lifted ( feat . Emeli Sand ' © & Professor Green ) Hotel Cabana ( Deluxe Version ) Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock $ 1.29","One Way [ feat . Mic Righteous ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] Pop $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd May 6 , 2014","4:15","3:26"
26,0,"Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ]","","","","","","","","","$ 0.99","12-Dec-11","","Young , Wild & Free ( feat . Bruno Mars ) Snoop Dogg Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack $ 1.99 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States","Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ] Snoop Dogg R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ) Gangsta & Hardcore , Rap & Hip-Hop ( C ) 2004 Geffen Records November 16 , 2004","4:12","3:08"
27,1,"","Trilogy ( Edited Version ) [ Clean ]","","The Weeknd","","","","R&B","","$ 1.29","13-Nov-12","","Gone The Weeknd Trilogy R&B / Soul , Music , Rock , Contemporary R&B $ 1.29 ‰ ãÑ 2012 XO & co. , Inc.","Gone ( Album Version ( Edited ) ) [ Clean ] ( C ) 2013 XO & co. , Inc. 8:07 September 18 , 2015","8:07",""
28,0,"","Live At Carnegie Hall [ Explicit ]","Ryan Adams","","","","Singer/Songwriter , Music , Rock","Rock","$ 0.99","","2-Jul-12","","If I Am a Stranger ( Live In Amsterdam ) Live After Deaf ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10","Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records April 21 , 2015","","6:01"
29,0,"","Caracal","","","","( C ) 2015 Island Records , a division of Universal Music Operations Limited","Electronic , Music , Dance , Garage , House , Rock","Electronica , Dance & Electronic","Album Only","","","","Masterpiece ( feat . Jordan Rakei ) Disclosure Caracal 2015 Island Records , a division of Universal Music Operations Limited 4:01","Holding On [ feat . Gregory Porter ] Disclosure $ 1.29 5:15 September 25 , 2015","",""
30,0,"","","David Guetta","David Guetta","","2015 If Moving Your Mine","","","","","24-Nov-14","","Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","I 'll Keep Loving you ( feat . Birdy & Jaymes Young ) Listen ( Deluxe ) Dance & Electronic $ 1.29 3:08 November 24 , 2014","3:20",""
31,0,"El Perd ' _ n ( Forgiveness ) - Single","El PerdÌ_n ( The Remixes )","Nicky Jam & Enrique Iglesias","","2015 Sony Music Entertainment US Latin LLC","","","International , Latin Music , Latin Hip-Hop","$ 1.29","$ 1.29","10-Jul-15","","El Perd ' _ n ( Forgiveness ) Pop , Music 3:26","El PerdÌ_n ( Gregor Salto Remix ) Nicky Jam & Enrique Iglesias 2015 Real Sounds July 1 , 2015","","4:09"
32,0,"","","Drake","Drake","‰ ãÑ 2011 Cash Money Records Inc.","( C ) 2012 Cash Money Records Inc.","","Rap & Hip-Hop","","$ 1.29","15-Nov-11","","Take Care ( feat . Rihanna ) Take Care ( Deluxe Version ) Hip-Hop/Rap , Music $ 1.29","Make Me Proud [ feat . Nicki Minaj ] [ Clean ] Take Care ( Deluxe Edition ) 3:39 March 20 , 2012","4:37",""
33,0,"Fetty Wap ( Deluxe )","","","","","","","","","$ 1.29","","September 25 , 2015","Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap Album Only 2015 300 Entertainment/RGF Productions","My Way ( feat . Monty ) [ Explicit ] Fetty Wap Fetty Wap ( Deluxe ) [ Explicit ] Rap & Hip-Hop ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 3:33","5:11",""
34,1,"","","Chris Janson","","","( C ) 2012 Cash Money Records Inc.","Country , Music","Country","$ 1.29","$ 1.29","24-Feb-14","","I Ai n't Livin ' Long Like This Take It to the Bank - EP 2014 Sony Music Entertainment","I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014","4:13","4:13"
35,1,"No Shoes , No Shirt , No Problems","","Kenny Chesney","","","Underground Avenue","Country , Music , Contemporary Country , Urban Cowboy","","","$ 0.99","2-Apr-02","","I Ca n't Go There ( Acoustic Version ) $ 0.99 2002 BMG 3:45","I Ca n't Go There ( Acoustic Version ) Kenny Chesney No Shoes , No Shirt , No Problems Country 3:45 April 2 , 2002","",""
36,0,"Somewhere In the Stratosphere ( Live )","Somewhere In The Stratosphere","Shinedown","","","( C ) 2005 MCA Nashville","Rock , Music , Metal , Alternative , Hard Rock","","","$ 1.29","","April 18 , 2011","Second Chance ( Live Acoustic from Kansas City ) $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 18-Apr-11","Times Like These ( Live Acoustic From Kansas City ) Shinedown Rock 4:07","5:06",""
37,1,"A.M.","A.M.","","Chris Young","","( C ) 2010 Hollywood Records , Inc.","","","$ 1.29","$ 1.29","16-Sep-13","","Who I Am With You Chris Young Country , Music , Urban Cowboy , Contemporary Country ‰ ãÑ 2013 Sony Music Entertainment 3:13","Who I Am With You Country September 16 , 2013","","3:11"
38,0,"","Live After Deaf ( Collection )","Ryan Adams","","","2012 PAXAM RECORDS","Singer/Songwriter , Music , Rock","","$ 0.99","","2-Jul-12","","If I Am a Stranger ( Live In Amsterdam ) Live After Deaf ( Live ) [ Complete Collection ] 2012 PAXAM RECORDS 5:10","16 Days ( Live in London 2 Bonus Track ) Ryan Adams Folk , Rock $ 0.99 4:56 July 2 , 2012","",""
39,0,"","","","","‰ ãÑ 2012 Macklemore , LLC .","","Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap","","$ 1.29","$ 1.29","1-Aug-12","","Gold ( feat . Eighty4 Fly ) Macklemore & Ryan Lewis The Heist ( Deluxe Edition )","Neon Cathedral ( feat . Allen Stone ) Macklemore & Ryan Lewis The Heist [ Explicit ] Rap & Hip-Hop 2014 Selena Garcia & Steven Gomez October 9 , 2012","4:11","4:34"
40,0,"","","David Guetta","","2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved","","Dance , Music , Electronic , House , Rock , French Pop","","","$ 1.29","24-Nov-14","November 24 , 2014","The Whisperer ( feat . Sia ) Listen $ 1.29 3:54","S.T.O.P ( feat . Ryan Tedder ) David Guetta Listen ( Deluxe ) Dance & Electronic 2015 If Moving Your Mine","","3:34"
41,0,"As Long As You Love Me ( Remixes ) [ feat . Big Sean ]","","Justin Bieber","","","","Dance , Music , Rock","","$ 1.29","$ 0.89","11-Sep-12","","As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ] 2012 The Island Def Jam Music Group","Love Me Like You Do ( Sax Instrumental Version ) Justin Ward Love Me Like You Do - Made Popular By Ellie Goulding Pop ( c ) 2015 Covered Records 3:16","4:40",""
42,1,"","","Luke Bryan","","","( C ) 2009 Capitol Records Nashville","","","$ 1.29","","","October 2 , 2009","Doin ' My Thing Doin ' My Thing Country , Music , Contemporary Country ‰ ãÑ 2009 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 2-Oct-09","Doin ' My Thing Luke Bryan Doin ' My Thing Country $ 1.29 3:09","3:09",""
43,0,"O.N.I.F.C. ( Deluxe Version )","Blacc Hollywood ( Deluxe ) [ Explicit ]","Wiz Khalifa","Wiz Khalifa","","2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap","Rap & Hip-Hop","","","","","Remember You ( feat . The Weeknd ) $ 1.99 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4-Dec-12","KK ( feat . Project Pat & Juicy J ) [ Explicit ] $ 1.29 August 19 , 2014","5:20","4:09"
44,0,"","Gdfr ( Feat . Sage The Gemini & Lookas ) [ Remixes ]","Flo Rida","Flo Rida","","2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","","","","","19-Apr-11","","Turn Around ( 5,4,3,2,1 ) [ AK Remix ] Turn Around ( 5,4,3,2,1 ) [ Remixes ] Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 5:09","Gdfr ( Feat . Sage The Gemini & Lookas ) [ K. Theory Remix ] Rap & Hip-Hop $ 1.29 3:08 January 21 , 2015","",""
45,0,"","Leave A Whisper ( Deluxe )","Shinedown","","","","","Rock","$ 1.29","$ 1.29","","May 27 , 2003","Fake ( Demo ) Us and Them ( Deluxe Version ) Rock , Music , Metal , Hard Rock , Alternative 2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . 4-Oct-05","Left Out [ Demo ] Shinedown 2015 Mad Decent","5:05","3:36"
46,1,"Fetty Wap ( Deluxe )","","","Fetty Wap","","","","Rap & Hip-Hop","Album Only","","","","Whateva ( feat . Monty ) Fetty Wap Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions","Whateva ( feat . Monty ) [ Clean ] Fetty Wap ( Deluxe ) [ Clean ] $ 1.29 ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 5:11 September 25 , 2015","5:11",""
47,0,"","Halcyon ( Deluxe )","Ellie Goulding","Ellie Goulding","","( C ) 2013 Polydor Ltd. ( UK )","Pop , Music , Dance , Rock","Pop","$ 1.29","","","","Every Time You Go Bright Lights ( Deluxe Version ) ‰ ãÑ 2010 Polydor Ltd. ( UK ) 29-Nov-10","I Know You Care $ 1.29 3:26 August 27 , 2013","3:25",""
48,1,"Blurryface","Blurryface","","","2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company","Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap","","$ 1.29","","15-May-15","May 15 , 2015","Goner twenty one pilots","Goner twenty one pilots Alternative Rock $ 1.29 3:56","3:56",""
49,0,"","","David Guetta","","","","","","$ 1.29","$ 1.29","","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) Dance , Music 2010 Gum Prod licence exclusive Parlophone Music France 2:51 21-Aug-09","Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd August 21 , 2009","","3:31"
50,0,"","One Love ( Deluxe Version )","","David Guetta","","","","","$ 1.29","$ 1.29","","August 21 , 2009","Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20 24-Nov-14","Gettin ' Over You ( Feat . Fergie & Lmfao ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd","","3:07"
51,0,"","","David Guetta","","‰ ãÑ 2007 Gum Records","","Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative","","","$ 1.29","","","Obsession ( feat . JD Davis & Miss B ) Pop Life ( Extended Version ) [ Bonus Version ] Album Only 3:06 18-Sep-07","Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta One Love ( Deluxe Version ) Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd 3:31 August 21 , 2009","",""
52,0,"Hotel Cabana","","Naughty Boy","","","","Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock","Pop","","","","May 6 , 2014","Epilogue ( feat . George the Poet ) $ 1.29 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 1:28 6-May-14","Wonder [ feat . Emeli SandÌ © ] Naughty Boy Hotel Cabana ( Deluxe Version ) [ Explicit ] $ 1.29 ( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd 3:27","",""
53,1,"","","Ed Sheeran","","2011 Warner Music UK Limited","Doll records","Singer/Songwriter , Music","","$ 1.29","$ 1.29","9-Sep-11","","Sunburn ( Bonus Track ) #NAME ?","Sunburn ( Deluxe Edition ) Ed Sheeran #NAME ? Pop 4:35 September 9 , 2011","4:35",""
54,1,"Funhouse","","P!NK","","","","Pop , Music , R&B / Soul , Dance , Pop/Rock","","","$ 1.29","","","I Do n't Believe You ( Main Version ) $ 1.29 ‰ ãÑ LaFace Recording LLC 4:36 28-Oct-08","I Do n't Believe You P!nk Funhouse ( Explicit ) R&B , Pop ( c ) 2006 Roadshow 4:36 October 28 , 2008","",""
55,0,"","","","Mark Ronson","Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited","2015 Real Sounds","","Pop","","$ 1.29","13-Jan-15","","Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Mark Ronson Uptown Special Pop , Music , R&B / Soul , Funk , Soul $ 1.29 2:16","Crack In the Pearl Uptown Special [ Clean ] January 13 , 2015","","2:25"
56,0,"","","","Disclosure","‰ ãÑ 2014 Universal Island Records , a division of Universal Music Operations Limited","( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited","","","$ 1.29","$ 1.29","","","You & Me ( feat . Eliza Doolittle ) Disclosure Settle ( Deluxe Version ) Electronic , Music 15-Apr-14","Defeated No More [ feat . Edward Macfarlane ] Settle Electronica , Dance & Electronic June 11 , 2013","4:26","6:07"
57,0,"","One Love ( Deluxe Version )","David Guetta","David Guetta","2010 Gum Prod licence exclusive Parlophone Music France","( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd","Dance , Music","Dance & Electronic","$ 1.29","$ 1.29","21-Aug-09","","Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] One Love ( Deluxe Version ) 2:51","I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ) 4:54 August 21 , 2009","",""
58,0,"","Fetty Wap [ Explicit ]","Fetty Wap","","","( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves","","","Album Only","","","September 25 , 2015","Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap 2015 300 Entertainment/RGF Productions 5:11","My Way ( feat . Monty ) [ Explicit ] Fetty Wap Rap & Hip-Hop $ 1.29","","3:33"
59,0,"","Christmas Greetings","Kenny Chesney","Kenny Rogers","2003 BMG Music","( C ) 2000 Capitol Records , LLC","","Holiday , Christmas , Miscellaneous","$ 0.99","$ 1.29","","","O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan Holiday , Music , Country , Honky Tonk , Contemporary Country , Christmas 4:18 4-Oct-03","Sweet Little Jesus Boy 3:04 August 17 , 2000","",""
