id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
10,0,Where Are U Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",USD 1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,VAL -,VAL -,Scary Monsters And Nice Sprites ( Zedd Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",USD 1.29,2013 Digitop Ltd,05:57,2010-12-21
11,0,Second Chance (Live Acoustic from Kansas City),Shinedown,Somewhere In The Stratosphere ( Live ),"Rock, Music, Metal, Alternative, Hard Rock",USD 1.29,VAL -,05:06,2011-04-18,Burning Bright (Live From Washington State),Shinedown,VAL -,Rock,USD 1.29,(C) 2005 MCA Nashville,03:53,VAL -
12,0,,,,,,,,,,,,,,,,
13,0,Autonomy ( Cold Blank Mix ),Zedd,VAL -,"Dance , Music",USD 0.99,VAL -,04:59,VAL -,Autonomy ( Lucky Date Mix ),Zedd,Zedd - Autonomy,"Electronica , Dance & Electronic",USD 0.99,( C ) 2014 Wolf Tone Limited,05:59,2011-03-28
14,0,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",USD 1.29,VAL -,03:48,2014-11-10,Numb [ feat . Angel Haze ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],VAL -,USD 1.29,"2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",03:57,2014-11-10
15,0,Second Chance (Live Acoustic from Kansas City),Shinedown,VAL -,Rock,USD 1.29,VAL -,05:06,2011-04-18,45 (Live Acoustic From Kansas City),Shinedown,VAL -,Rock,USD 1.29,(C) 2005 MCA Nashville,06:12,2011-04-18
16,0,Starry Eyed (AN21 and Max Vangeli Remix),Ellie Goulding,VAL -,"Dance, Music, Pop, Rock",USD 1.29,2011 Polydor Ltd. ( UK ),08:14,VAL -,Lights (Shook Remix),Ellie Goulding,VAL -,Pop,USD 1.29,2011 Polydor Ltd. ( UK ),VAL -,2011-05-23
17,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,VAL -,"Dance , Music , Electronic",USD 1.29,"Ultra Records , Inc.",06:14,2012-04-17,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters And Sprites EP,Dubstep,USD 1.29,Rory Bourke Music Co. ( BMI ),03:39,2011-06-07
18,0,,,,,,,,,,,,,,,,
19,1,Halcyon,Ellie Goulding,Halcyon Days (Deluxe Edition),"Pop, Music, Dance, Rock",USD 1.29,-,03:24,2013-08-27,Halcyon,Ellie Goulding,Halcyon,VAL -,USD 1.29,2013 Polydor Ltd. ( UK ),03:24,2013-08-27
20,0,"""Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]""",David Guetta,VAL -,"Dance , Music",USD 1.29,2010 Gum Prod licence exclusive Parlophone Music France,02:51,VAL -,"""Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ) David Guetta""",Swedish House Mafia,VAL -,Dance & Electronic ( C ),USD 1.29,2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:31,2009-08-21
21,0,,,,,,,,,,,,,,,,
22,0,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Selena Gomez,VAL -,"Reggae, Music, Electronic, Dance, Rock",USD 1.29,"2013 Hollywood Records , Inc.",3:15,2013-08-20,Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ],Selena Gomez,Good For You ( Remixes ),VAL -,USD 1.29,( C ) 2015 Interscope Records,3:01,2015-09-04
23,1,True Colors,Wiz Khalifa,VAL -,Rap & Hip-Hop,USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,VAL -,True Colors,Wiz Khalifa,Blacc Hollywood,Rap & Hip-Hop,USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,2014-08-19
24,1,"""Turn Around (5,4,3,2,1) "" [DJ Bam Bam Radio Remix]",Flo Rida,"Turn Around (5,4,3,2,1) - Deluxe Single","Hip-Hop/Rap, Music, Electronic, Rap, Dirty South, Dance",USD 1.29,""" ‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .""",03:35,VAL -,"Turn Around (5,4,3,2,1) Flo Rida Only One Flo (Part 1) [Deluxe] [+ Video] [+ Digital Booklet]",Flo Rida,VAL -,VAL -,USD 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:20,2010-11-26
25,0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",USD 1.29,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,04:15,2014-05-06,One Way [ feat . Mic Righteous ],Naughty Boy,Hotel Cabana ( Deluxe Version ),Pop,USD 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,03:26,2014-05-06
26,0,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",USD 1.99,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,04:12,2011-12-12,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",USD 0.99,Geffen Records,03:08,2004-11-16
27,1,Gone,The Weeknd,VAL -,R&B/Soul,USD 1.29,XO & co. Inc.,08:07,2012-11-13,Gone (Album Version (Edited)) [Clean],The Weeknd,Trilogy (Edited Version) [Clean],R&B,USD 1.29,XO & co. Inc.,08:07,VAL -
28,0,If I Am a Stranger,Ryan Adams,VAL -,"Singer/Songwriter, Rock",USD 0.99,VAL -,5:10,2012-07-02,Lucky Now,Ryan Adams,Live At Carnegie Hall [Explicit],Rock,USD VAL -,VAL -,6:01,2015-04-21
29,0,,,,,,,,,,,,,,,,
30,0,"""Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ]""",David Guetta,VAL -,"Dance , Music , Rock , House , Electronic , French Pop",USD 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",03:20,2014-11-24,"""I 'll Keep Loving you ( feat . Birdy & Jaymes Young )""",David Guetta,VAL -,Dance & Electronic,USD 1.29,2015 If Moving Your Mine,03:08,2014-11-24
31,0,El Perd ' _ n ( Forgiveness ),Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,VAL,USD 1.29,2015 Sony Music Entertainment US Latin LLC,NaN,2015-07-10,El PerdÌ_n ( Gregor Salto Remix ),Nicky Jam & Enrique Iglesias,El PerdÌ_n ( The Remixes ),"International , Latin Music , Latin Hip-Hop",USD 1.29,VAL,04:09,VAL
32,0,Take Care,Drake,VAL -,Hip-Hop/Rap,USD 1.29,© 2011 Cash Money Records Inc.,04:37,2011-11-15,Make Me Proud,Drake,VAL -,Rap & Hip-Hop,USD 1.29,© 2012 Cash Money Records Inc.,VAL -,2012-03-20
33,0,Whateva,Fetty Wap feat. Monty,Fetty Wap (Deluxe),"Hip-Hop/Rap, Music, Rap",USD VAL -,VAL -,05:11,VAL -,My Way,Fetty Wap feat. Monty,Fetty Wap (Deluxe),Rap & Hip-Hop (C),USD 1.29,"2000 Mute Records Ltd., a BMG Company , under exclusive license to INgrooves",03:33,2015-09-25
34,1,I Ain't Livin ' Long Like This,Chris Janson,VAL -,"Country , Music",USD 1.29,VAL -,04:13,2014-02-24,I Ain't Livin ' Long Like This,Chris Janson,VAL -,Country,USD 1.29,( C ) 2012 Cash Money Records Inc.,04:13,VAL -
35,1,I Can't Go There (Acoustic Version),Kenny Chesney,"No Shoes, No Shirt, No Problems","Country, Music, Contemporary Country, Urban Cowboy",USD 0.99,VAL -,03:45,2002-04-02,I Can't Go There (Acoustic Version),Kenny Chesney,"No Shoes, No Shirt, No Problems",Country,USD 0.99,Underground Avenue,03:45,2002-04-02
36,0,Second Chance (Live Acoustic from Kansas City),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock, Music, Metal, Alternative, Hard Rock",USD 1.29,NaN,05:06,VAL-04-18,Times Like These (Live Acoustic From Kansas City),Shinedown,Somewhere In The Stratosphere,VAL-,USD 1.29,(C) 2005 MCA Nashville,VAL-04:07,2011-04-18
37,1,Who I Am With You,Chris Young,A.M.,VAL -,USD 1.29,VAL -,03:13,2013-09-16,Who I Am With You,Chris Young,A.M.,VAL -,USD 1.29,"© 2010 Hollywood Records, Inc.",03:11,VAL -
38,0,If I Am a Stranger,Ryan Adams,Live After Deaf ( Collection ),"Singer/Songwriter, Rock",USD 0.99,2012 PAXAM RECORDS,05:10,2012-07-02,16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk, Rock",VAL -,2012 PAXAM RECORDS,04:56,2012-07-02
39,0,Gold ( feat . Eighty4 Fly ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition),"Hip-Hop/Rap, Music, Rap, Alternative Rap, West Coast Rap",USD 1.29,"© 2012 Macklemore, LLC .",04:11,2012-08-01,Neon Cathedral ( feat . Allen Stone ),Macklemore & Ryan Lewis,VAL -,VAL -,USD 1.29,VAL -,04:34,VAL -
40,0,"""The Whisperer ( feat . Sia )""",David Guetta,VAL -,"Dance , Music , Electronic , House , Rock , French Pop",USD 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,2014-11-24,"""S.T.O.P ( feat . Ryan Tedder ) David Guetta - Listen ( Deluxe )""",VAL -,VAL -,VAL -,USD 1.29,VAL -,3:34,2014-11-24
41,0,As Long As You Love Me (feat. Big Sean) [Audien Luvstep Mix],Justin Bieber,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],"Dance , Music , Rock",USD 1.29,VAL -,04:40,2012-09-11,Love Me Like You Do ( Sax Instrumental Version ),Justin Ward,VAL -,VAL -,USD 0.89,VAL -,03:16,VAL -
42,1,Doin' My Thing,Luke Bryan,VAL -,"Country, Music, Contemporary Country",USD 1.29,CAPITOL RECORDS NASHVILLE All rights reserved.,03:09,VAL -,Doin' My Thing,Luke Bryan,VAL -,VAL -,USD VAL -,(C) 2009 Capitol Records Nashville,VAL -,2009-10-02
43,0,Remember You,Wiz Khalifa,O.N.I.F.C. (Deluxe Version),"Hip-Hop/Rap, Music, Hardcore Rap, East Coast Rap, Rap",USD 1.99,VAL -,05:20,VAL -,KK,Wiz Khalifa,Blacc Hollywood (Deluxe) [Explicit],Rap & Hip-Hop,USD 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:09,VAL -
44,0,"Turn Around (5,4,3,2,1) [AK Remix]",Flo Rida,VAL -,"Dance,Music,Hip-Hop / Rap , Dirty South , Rap , Electronic",USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:09,2011-04-19,Gdfr (Feat. Sage The Gemini & Lookas) [K. Theory Remix],Flo Rida,Gdfr (Feat. Sage The Gemini & Lookas) [Remixes],Rap & Hip-Hop,USD 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:08,2015-01-21
45,0,"""Fake (Demo)""",Shinedown,VAL -,"Rock, Music, Metal, Hard Rock, Alternative",USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:05,VAL -,"""Left Out [Demo]""",Shinedown,Leave A Whisper (Deluxe),Rock,USD 1.29,VAL -,03:36,2003-05-27
46,1,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),Rap & Hip-Hop,USD VAL -,VAL -,05:11,2015-09-25,Whateva ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,USD 1.29,"2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,2015-09-25
47,0,Every Time You Go - Bright Lights (Deluxe Version) - 2010 Polydor Ltd. ( UK ),Ellie Goulding,VAL -,"Pop, Music, Dance, Rock",USD 1.29,VAL -,03:25,VAL -,I Know You Care,Ellie Goulding,Halcyon (Deluxe),Pop,VAL -,2013 Polydor Ltd. ( UK ),03:26,2013-08-27
48,1,Goner,twenty one pilots,Blurryface,Alternative Rock,USD 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,03:56,2015-05-15,Goner,twenty one pilots,Blurryface,VAL -,USD 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,VAL -,2015-05-15
49,0,Toyfriend ( feat . Wynter Gordon ),David Guetta,VAL -,"Dance , Music 2010",USD 1.29,Parlophone Music France,02:51,VAL -,Gettin ' Over ( Feat . Chris Willis ),David Guetta,VAL -,Dance & Electronic ( C ) 2014,USD 1.29,Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:31,VAL -
50,0,,,,,,,,,,,,,,,,
51,0,Obsession ( feat . JD Davis & Miss B ),David Guetta,VAL -,"Dance, Music, Rock, Pop, House, Electronic, Electronica, Adult Alternative",USD -,‰ ãÑ 2007 Gum Records,03:06,2007-09-18,Gettin' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love (Deluxe Version),VAL -,USD 1.29,SWEDISH HOUSE MAFIA HOLDINGS LTD (BVI) under exclusive license to Virgin Records Ltd,03:31,2009-08-21
52,0,Epilogue (feat. George the Poet),Naughty Boy,Hotel Cabana,"Pop, Music, R&B/Soul, Contemporary R&B, Hip-Hop/Rap, Pop/Rock, Rock",USD 1.29,VAL -,01:28,2014-05-06,Wonder [feat. Emeli Sandé],Naughty Boy,Hotel Cabana (Deluxe Version),Pop,USD 1.29,VAL -,03:27,2014-05-06
53,1,Sunburn,Ed Sheeran,VAL -,"Singer/Songwriter , Music",$ USD 1.29,2011 Warner Music UK Limited,04:35,2011-09-09,Sunburn (Deluxe Edition),Ed Sheeran,VAL -,VAL -,$ USD 1.29,Doll records,04:35,2011-09-09
54,1,I Don't Believe You (Main Version),P!NK,Funhouse,"Pop, Music, R&B/Soul, Dance, Pop/Rock",USD 1.29,VAL -,04:36,2008-10-28,I Don't Believe You,P!NK,Funhouse (Explicit),"R&B, Pop (c) 2006 Roadshow",USD 1.29,VAL -,04:36,2008-10-28
55,0,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,VAL -,Pop,$ USD 1.29,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",02:16,2015-01-13,Crack In the Pearl Uptown Special [ Clean ],Mark Ronson,VAL -,Pop,$ USD 1.29,2015 Real Sounds,02:25,VAL -
56,0,You & Me ( feat . Eliza Doolittle ),Disclosure,Settle (Deluxe Version),"Electronic , Music",USD 1.29,"Universal Island Records , a division of Universal Music Operations Limited",04:26,VAL -,Defeated No More [ feat . Edward Macfarlane ],Disclosure,Settle,"Electronica , Dance & Electronic",USD 1.29,"Universal Island Records , a division of Universal Music Operations Limited",06:07,2013-06-11
57,0,Toyfriend ( feat . Wynter Gordon ),David Guetta,One Love ( Deluxe Version ),"Dance , Music",USD 1.29,2010 Gum Prod licence exclusive Parlophone Music France,VAL -,2009-08-21,I Wan na Go Crazy ( Feat . Will.I.Am ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,USD 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,VAL -,VAL -
58,0,Whateva ( feat . Monty ),Fetty Wap,VAL -,"Hip-Hop/Rap , Music , Rap 2015",USD Album Only,VAL -,05:11,VAL -,My Way ( feat . Monty ) [Explicit],Fetty Wap,Fetty Wap [ Explicit ],Rap & Hip-Hop,USD 1.29,"(C) 2000 Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",03:33,2015-09-25
59,0,O Little Town of Bethlehem All I Want for Christmas Is a Real Good Tan,Kenny Chesney,VAL -,"Holiday, Music, Country, Honky Tonk, Contemporary Country, Christmas",USD 0.99,2003 BMG Music,04:18,VAL -,Sweet Little Jesus Boy,Kenny Rogers,Christmas Greetings,"Holiday, Christmas, Miscellaneous",USD 1.29,"(C) 2000 Capitol Records, LLC",03:04,2000-08-17
60,0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",USD 1.29,VAL -,03:36,2010-11-24,Street Money ( feat . Rick Ross ) [ Explicit ],Flo Rida,Welcome to Flo Rida [ Explicit ],Rap & Hip-Hop,USD 0.99,VAL -,03:57,2015-04-06
61,0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Zedd,VAL -,"Dance , Music",$ USD 1.29,2015 Interscope Records,04:15,2015-07-10,Clarity ( Zedd Union Mix ) [ feat . Foxes ],Zedd,VAL -,Dance & Electronic,$ USD 1.29,( C ) 2013 Interscope Records,03:28,2013-02-12
62,1,We Run,Sugarland,Love On The Inside,Country,USD 1.29,"© 2008 Mercury Records, a Division of UMG Recordings, Inc.",03:55,2008-07-29,We Run,Sugarland,Love On The Inside,Country,USD 1.29,"© 2008 Mercury Records, a Division of UMG Recordings, Inc.",03:56,2008-07-29
63,0,"""Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ]""",David Guetta,"""One Love ( Deluxe Version )""","Dance , Music",USD 1.29,2010 Gum Prod licence exclusive Parlophone Music France,02:51,VAL -,"""S.T.O.P ( feat . Ryan Tedder )""",David Guetta,"""Listen ( Deluxe )""",Dance & Electronic,USD 1.29,2015 If Moving Your Mine,03:34,2014-11-24
64,0,That Good,Snoop Dogg & Wiz Khalifa,Mac and Devin Go to High School ( Music from and Inspired By the Movie ),Rap & Hip-Hop,USD 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,03:48,2011-12-09,I'm Good [ Explicit ],Wiz Khalifa,Flight School [Explicit],Rap & Hip-Hop,USD 0.99,VAL -,02:32,2009-04-17
65,0,,,,,,,,,,,,,,,,
66,1,,,,,,,,,,,,,,,,
67,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In The Stratosphere,"Rock, Music, Metal, Alternative, Hard Rock",USD 1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,05:06,2011-04-18,Diamond Eyes ( Boom-Lay Boom-Lay Boom ) [ Live From Washington State ],Shinedown,Somewhere In The Stratosphere,Rock,USD 1.29,( C ) 2005 MCA Nashville,05:44,2011-04-18
68,0,VHS Outro ( Interlude ),X Ambassadors,VAL -,Alternative Rock,USD 1.29,VAL -,1:25,2015-06-30,Smoke ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,USD 1.29,KIDinaKORNER/Interscope Records,0:24,2015-06-30
69,1,That Lucky Old Sun ( Just Rolls Around Heaven All Day ),Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",USD 0.99,"2008 Blue Chair Records , LLC",4:16,VAL -,That Lucky Old Sun ( Just Rolls Around Heaven All Day ),Kenny Chesney & Willie Nelson,Lucky Old Sun,VAL -,USD -,VAL -,4:16,2008-10-21
70,0,Toyfriend ( feat . Wynter Gordon ),David Guetta,One Love (Deluxe Version),"Dance , Music",USD 1.29,VAL -,02:51,2009-08-21,Missing You ( Feat . Novel ),David Guetta,One Love (Deluxe Version),Dance & Electronic,USD 1.29,Swedish House Mafia Holdings Ltd (BVI) under exclusive license to Virgin Records Ltd,04:59,2009-08-21
71,0,Hurt a Lot Worse When You Go,Toby Keith,"Beyond The Hits , Vol . 1","Country , Music",USD VAL -,VAL -,04:21,2011-12-20,Days Go By,Keith Urban,Greatest Hits - 18 Kids,Country,USD VAL -,"Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",03:49,2007-11-20
72,1,,,,,,,,,,,,,,,,
73,0,White Noise,Disclosure,Settle (Deluxe Version),"Electronic , Music",USD 1.29,VAL -,04:37,VAL -,Voices (Wookie Remix) [feat. Sasha Keable],Disclosure,Settle (The Remixes),"Electronica , Dance & Electronic",USD 1.29,"Universal Island Records , a division of Universal Music Operations Limited 2013",05:33,2013-12-16
74,0,"""The Whisperer ( feat . Sia )""",David Guetta,VAL -,"Dance , Music , Electronic , House , Rock , French Pop",USD -,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,2014-11-24,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),VAL -,USD -,2015 If Moving Your Mine,3:49,VAL -
75,0,Blame ( feat . John Newman ) [ BURNS Remix ],Calvin Harris,VAL -,"Dance , Music",USD 1.29,VAL -,04:17,2014-11-10,Pray to God ( R3hab Remix ),Calvin Harris feat . HAIM,VAL -,Dance & Electronic,USD 1.29,"© 2015 Third Pardee Records , LLC under exclusive license to Interscope Records in the United States",04:31,2015-09-25
76,0,Otherside Remix ( Live ),Macklemore & Ryan Lewis,VAL -,"Hip-Hop/Rap , Music 2011",USD 0.99,VAL -,06:10,VAL -,English Girls Approximately ( Live in London 2 ),Ryan Adams,Live After Deaf ( London 2 ),"Folk , Rock",USD 0.99,2012 PAXAM RECORDS,05:08,2012-07-02
77,1,Electro Man,Calvin Harris,VAL -,"Dance & Electronic, Pop, House",USD 0.99,VAL -,04:58,2007-06-11,Electro Man,Calvin Harris,I Created Disco,"Dance & Electronic, Pop, House",USD 0.99,2002 Defected Records Ltd,04:56,2012-02-22
78,0,,,,,,,,,,,,,,,,
79,0,Find You ( feat . Matthew Koma & Miriam Bryant ) [ Mike Hawkins Remix ],Zedd,Find You ( Remixes ),"Dance , Music , Electronic",USD 1.29,VAL -,04:26,2014-04-08,Beautiful Now ( KDrew Remix ) [ feat . Jon Bellion ],Zedd,Beautiful Now ( Remixes ),VAL -,USD 1.29,2015 Interscope Records,03:59,2015-07-10
80,1,Afire Love,Ed Sheeran,VAL -,"Singer/Songwriter, Music, Pop, Rock, Contemporary Singer/Songwriter, Adult Alternative",USD 1.29,"2014 Asylum Records UK , a Warner Music UK Company",05:14,VAL -,Afire Love,Ed Sheeran,x,Pop,USD 1.29,(C) 2014 mau5trap Recordings Ltd,05:14,2014-06-20
81,0,This Love (Karaoke Version) Pop,Taylor Swift,Taylor Swift Karaoke : 1989,VAL -,USD 1.29,"© 2014 Big Machine Records, LLC",04:07,VAL -,This Love,Taylor Swift,"1989 Pop (C) 2014 Big Machine Records, LLC",VAL -,USD 1.29,VAL -,04:10,2014-10-27
82,0,,,,,,,,,,,,,,,,
