id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
126,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,One Love,Dance,1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,When Love Takes Over (Feat. Kelly Rowland),David Guetta,One More Love,Electronic,1.29,"2014 Lazy Hooks, LLC Under Exclusive License To Capitol Records, LLC",3:11,2010-11-24
156,0,I'm a Machine (feat. Crystal Nicole and Tyrese Gibson),David Guetta,Nothing But the Beat,Electronic,1.29,"What A Music Ltd, Licence exclusive Parlophone Music France",3:34,2011-08-26,I Can Only Imagine feat Chris Brown & Lil Wayne,David Guetta,Nothing But the Beat 2.0 Explicit,Dance Electronic,0.99,2015 Real Sounds,3:29,2011-08-26
469,0,The Motto (Bonus Track) [feat. Lil Wayne],Drake,Take Care,Hip-Hop,1.29,2011 Cash Money Records Inc.,3:01,2011-11-15,Too Much feat Sampha,Drake,Nothing Was The Same Deluxe,Hip-Hop,1.29,2013 Cash Money Records Inc.,4:21,2013-09-24
216,1,Jack Daniels and Jesus,Chase Rice,Ignite the Night,Country,1.29,2014 Dack Janiels Records,3:55,2014-08-19,Jack Daniels and Jesus,Chase Rice,Ignite the Night,Country,1.29,Sony Music Entertainment,3:55,2014-08-19
275,0,Rewind (feat. Monty),Fetty Wap,Fetty Wap,Hip-Hop,unknown,2015 RGF Productions,5:36,unknown,Jugg (feat. Monty),Fetty Wap,Fetty Wap,Hip-Hop,1.29,"Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",3:20,2015-09-25
53,1,I Ain't Livin' Long Like This,Chris Janson,Take It to the Bank - EP,Country,1.29,2014 Sony Music Entertainment,4:13,2014-02-24,I Ain't Livin' Long Like This,Chris Janson,Take It to the Bank EP,Country,1.29,2012 Cash Money Records Inc.,4:13,2014-02-24
398,0,Where Are Now with Justin Bieber Ember Island Remix,Skrillex & Diplo,Where Are Now with Justin Bieber Remixes EP,Dance Music,1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,2:31,2015-06-16,Ease My Mind,Skrillex,Ease My Mind v Ragga Bomb Remixes,Electronic,1.29,"OWSLA/Big Beat Records, for the United States and WEA International Inc. for the world outside of the United States.",4:41,2014-11-24
151,0,Toyfriend ( feat. Wynter Gordon ) [Continuous Mix Version],David Guetta,One Love (Deluxe Version),Dance,1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,Dangerous feat Sam Martin Robin Schulz Remix Radio Edit,David Guetta,Listen Deluxe Version,Dance & Electronic,1.29,2015 If Moving Your Mine,3:20,2014-11-24
250,1,Old Blue Chair,Kenny Chesney,When The Sun Goes Down,Country,1.29,2004 Sony Music Entertainment,3:23,1990-01-01,Old Blue Chair,Kenny Chesney,When The Sun Goes Down,Country,1.29,2012 Pinecastle Records,3:25,2004-02-02
257,1,I'd Love to Change Your Name,Kenny Chesney,In My Wildest Dreams,Country,0.99,2004 BMG Music,2:48,1994-01-01,I'd Love to Change Your Name,Kenny Chesney,In My Wildest Dreams,Country,0.99,Moda Black,2:48,2004-07-27
70,1,Goner,Twenty One Pilots,Blurryface,Hip-Hop,1.29,"Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States, A Warner Music Group Company",3:56,2015-05-15,Goner,Twenty One Pilots,Blurryface,Alternative Rock,1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,3:56,2015-05-15
94,0,Dangerous feat Sam Martin Robin Schulz Remix Radio Edit,David Guetta,Listen Deluxe Version,Electronic,1.29,2014 What A Music Ltd under exclusive license to ParlophoneWarner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved,3:20,2014-11-24,Missing You (Feat. Novel; Continuous Mix Version),David Guetta,One Love,Electronic,1.29,2014 Virgin Records Ltd,4:59,2009-08-21
512,0,Can't Stop Now (feat. Jovi Rockwell and Mr. Vegas),Major Lazer,Guns Don't Kill People...Lazers Do,Hip-Hop,1.29,"2023 Downtown Music, LLC.",4:03,2009-01-01,Hold The Line feat Santigold Explicit,Major Lazer,Guns Do t Kill People ... Lazers Do Deluxe Explicit,Electronic,1.29,2009 Downtown Music LLC,3:39,2015-06-03
89,0,Dangerous feat Sam Martin Robin Schulz Remix Radio Edit,David Guetta,Listen Deluxe Version,Pop,1.29,2014 What A Music Ltd under exclusive license to Parlophone Warner Music France under exclusive license to Atlantic Recording Corporation for the United States All rights reserved ,3:20,2014-11-24,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,Dance Electronic,1.29,2015 If Moving Your Mine,3:12,2014-11-24
371,0,Elevator (feat. Timbaland),Flo Rida,Mail On Sunday,Hip-Hop,1.99,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:55,2008-03-17,Money Right (feat. Rick Ross & Brisco),Flo Rida,Mail On Sunday,Hip-Hop,1.29,2013 Warner Bros. Records Inc.,3:17,2008-03-17
467,0,Take Care,Drake,Take Care,Hip-Hop,1.29,2011 Cash Money Records Inc.,4:37,2011-11-15,The Real Her feat Andre 3000,Drake,Take Care Deluxe Edition,Hip-Hop,1.29,2012 Cash Money Records Inc.,5:21,2012-03-20
246,0,A+ E feat Kandaka Moore & Nikki Cislyn,Clean Bandit,New Eyes,Electronic,1.29,Warner Music UK Limited,4:06,2014-06-02,Rather Be (feat Jess Glynne),Clean Bandit,New Eyes,Electronic,1.29,Rebel Records LLC,3:47,2014-06-02
168,0,Toyfriend (feat. Wynter Gordon),David Guetta,One Love,Dance Music,1.29,Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,Shot Me Down,David Guetta,Listen,Dance Electronic,1.29,If Moving Your Mine,3:11,2014-11-24
105,0,The Whisperer (feat. Sia),David Guetta,Listen,Electronic,1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved",3:54,2014-11-24,Goodbye Friend (feat. The Script),David Guetta,Listen,Dance & Electronic,1.29,2015 If Moving Your Mine,3:49,2014-11-24
428,0,Lick It (Norman Doray Remix),Kaskade & Skrillex,Lick It (Remixes) - EP,Electronic,1.29,"Ultra Records, Inc.",6:14,2012-04-17,Make It Bun Dem (Flinch Remix),Skrillex & Damian Jr Gong Marley,Make It Bun Dem After Hours EP,Dance Electronic,1.29,2015 RGK,3:55,2012-08-28
313,1,True Colors feat Nicki Minaj,Wiz Khalifa,Blacc Hollywood,Hip-Hop,1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,4:15,2014-08-19,True Colors (feat. Nicki Minaj),Wiz Khalifa,Blacc Hollywood,Hip-Hop,1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,4:15,2014-08-19
208,0,Fake Demo,Shinedown,Us and Them Deluxe Version,Hard Rock,1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,2005-10-04,Carried Away,Shinedown,Us And Them,Rock,1.29,Real Sounds,3:14,2005-10-04
403,0,Lights RAC Mix,Ellie Goulding,Lights Pt. 2 The Remixes EP,Pop,1.29,2011 Polydor Ltd UK,5:44,2011-07-19,Lights Single Version,Ellie Goulding,Lights Amazon Exclusive Version + Digital Booklet,Pop,1.29,Polydor Ltd UK,3:32,2011-03-08
128,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,One Love (Deluxe Version),Dance Music,1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,Phone Tap (Album Version) Explicit,David Banner,Mississippi The Album,Pop,0.69,2003 Universal Records a Division of UMG Recordings Inc.,1:52,2003-05-20
52,1,Afire Love,Ed Sheeran,x,Pop,1.29,"Asylum Records UK, a Warner Music UK Company",5:14,2014-06-20,Afire Love,Ed Sheeran,x,Pop,1.29,mau5trap Recordings Ltd,5:14,2014-06-20
199,0,Second Chance (Live Acoustic from Kansas City),Shinedown,Somewhere In the Stratosphere (Live),Rock,1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,5:06,2011-04-18,Miracle,Shinedown,The Warner Sound Live Room EP,Rock,1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:35,2013-05-28
401,0,Where Are Now (with Justin Bieber) [Ember Island Remix],Skrillex & Diplo,Where Are Now (with Justin Bieber) [Remixes] - EP,"Dance, Music",1.29,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company,2:31,2015-06-16,Scary Monsters And Nice Sprites Zedd Remix,Skrillex,Scary Monsters And Nice Sprites EP,Electronica,1.29,Digitop Ltd,5:57,2010-12-21
311,0,Judas (Royksopp's 30 Pieces Remix),Lady Gaga,Born This Way (The Remix),Pop,unknown,2011 Interscope Records,9:18,2011-11-21,Alejandro (The Sound of Arrows Remix),Lady Gaga,The Remix,Pop,1.29,Interscope,3:57,2010-08-03
84,1,The Whisperer (feat. Sia),David Guetta,Listen,Electronic,1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved",3:54,2014-11-24,The Whisperer (feat. Sia),David Guetta,Listen,Dance & Electronic,1.29,2015 If Moving Your Mine,3:54,2014-11-24
131,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,One Love,Dance,1.29,Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,Lift me up,David Guetta,Listen,Dance & Electronic,1.29,2015 If Moving Your Mine,3:58,2014-11-24
9,0,Vhs Outro (Interlude),X Ambassadors,VHS,Alternative,1.29,2015 KidinaKorner/Interscope Records,1:25,2015-06-30,Smoke,X Ambassadors,VHS,Alternative Rock,1.29,KIDinaKORNER/Interscope Records,0:24,2015-06-30
253,1,That Lucky Old Sun (Just Rolls Around Heaven All Day) [With Willie Nelson],Kenny Chesney & Willie Nelson,Lucky Old Sun,Country,0.99,2008 Blue Chair Records LLC,4:16,2008-01-01,That Lucky Old Sun (Just Rolls Around Heaven All Day with Willie Nelson),Kenny Chesney,Lucky Old Sun + video,Country,0.99,Blue Chair Records LLC and BMG Music,4:16,2012-04-24
44,1,Nothing Would Be Better,Nick Jonas,Nick Jonas,Pop,1.29,2014 Island Records / Safehouse Records Company,4:34,2014-11-10,Nothing Would Be Better,Nick Jonas,Nick Jonas (Deluxe),Pop,1.29,"2014 Island Records/Safehouse Records Company , a division of UMG Recordings Inc.",4:34,2014-11-10
169,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,One Love (Deluxe Version),Dance Music,1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen,Dance Electronic,1.29,2015 If Moving Your Mine,3:12,2014-11-24
479,1,This Love Will Be Your Downfall,Ellie Goulding,Bright Lights Deluxe Version,Pop,1.29,2010 Polydor Ltd UK,3:53,2010-11-29,This Love (Will Be Your Downfall),Ellie Goulding,Lights,Pop,1.29,2011 Polydor Ltd.,3:53,2011-03-08
76,0,Dangerous (feat. Sam Martin) [Robin Schulz Remix] [Radio Edit],David Guetta,Listen,Pop,1.29,"What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States.",3:20,2014-11-24,What I Did for Love,David Guetta,Listen,Electronic,1.29,2015 If Moving Your Mine,3:27,2014-11-24
114,1,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,Electronic,0.99,"2011 What A Music Ltd, Licence exclusive Parlophone Music France",5:13,2011-08-26,Glasgow,David Guetta,Nothing But The Beat - The Electronic Album,Dance & Electronic,0.99,Andy Henningsen,5:13,2011-08-26
177,0,Beautiful Now (feat. Jon Bellion),Zedd,Beautiful Now (feat. Jon Bellion) Remixes - EP,Dance Music,1.29,2015 Interscope Records,4:15,2015-07-10,Clarity (Zedd Union Mix) feat. Foxes,Zedd,Clarity Remixes,Dance & Electronic,1.29,Interscope Records,3:28,2013-02-12
347,0,Remember You,Wiz Khalifa,O.N.I.F.C.,Hip-Hop,1.99,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,2012-12-04,Bluffin (feat Berner),Wiz Khalifa,O.N.I.F.C.,Hip-Hop,1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:32,2012-12-04
42,1,Closer (feat. Mike Posner),Nick Jonas,Nick Jonas (Deluxe),Pop,1.29,"2014 Island Records, a division of UMG Recordings, Inc./Safehouse Records, LLC",3:48,2014-11-10,Closer feat Mike Posner,Nick Jonas,Nick Jonas Deluxe,Pop,1.29,2014 Island Records Safehouse Records LLC a division of UMG Recordings Inc.,3:48,2014-11-10
211,0,Fake Demo,Shinedown,Us and Them Deluxe Version,Rock,1.29,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:05,2005-10-04,Left Out,Shinedown,Leave A Whisper,Rock,1.29,Mad Decent,3:36,2003-05-27
470,0,Hold Up (feat. T Streets),Lil Wayne & T Streets,I Am Not a Human Being,Hip-Hop,1.29,Cash Money Records Inc.,4:10,2010-11-15,Wowzerz Album Version Explicit feat Trina,Lil Wayne,I Am Not A Human Being II Explicit Version,Hip-Hop,1.29,2005 Secretly Canadian,3:45,2013-03-26
412,1,Billy,Keith Urban,In the Ranch,Country,1.29,Capitol Nashville,3:46,1997-01-01,Billy,Keith Urban,Keith Urban In The Ranch,Country,1.29,Capitol Nashville (C) 1997,3:46,2004-02-10
380,0,"Why You Up In Here (feat. Ludacris, Git Fresh & Gucci Mane)",Flo Rida,"Only One Flo, Pt. 1",Hip-Hop,1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,2010-11-24,Man of the Year (feat. Lil Wayne),Flo Rida,Welcome to Flo Rida,Hip-Hop,0.99,CMG Records,3:01,2015-04-06
5,1,VHS Outro,X Ambassadors,VHS,Rock,1.29,2015 Interscope Records,1:25,2015-06-30,VHS Outro Interlude,X Ambassadors,VHS,Alternative Rock,1.29,2015 KIDinaKORNER/Interscope Records,1:25,2015-06-30
322,0,Remember You,Wiz Khalifa,O.N.I.F.C.,Hip-Hop,1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,2012-12-04,Its Nothin (feat. 2 Chainz),Wiz Khalifa,O.N.I.F.C.,Hip-Hop,1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,2012-12-04
59,0,As Long As You Love Me (feat. Big Sean),Justin Bieber,As Long As You Love Me (Remixes),Dance,1.29,The Island Def Jam Music Group,4:40,2012-09-11,Never Say Never feat Jaden Smith,Justin Bieber,Never Say Never The Remixes,Pop,1.29,The Island Def Jam Music Group 2011,3:48,2011-02-14
79,0,Dangerous (feat. Sam Martin) [Robin Schulz Remix] [Radio Edit],David Guetta,Listen,French Pop,1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved.",3:20,2014-11-24,It's The Way You Love Me (Feat. Kelly Rowland),David Guetta,One Love,Dance Electronic,1.29,2014 Swedish House Mafia Holdings Ltd under exclusive license to Virgin Records Ltd,4:11,2009-08-21
268,0,Whateva (feat. Monty),Fetty Wap,Fetty Wap,Hip-Hop,unknown,2015 300 Entertainment/ RGF Productions,5:11,unknown,My Way (feat. Monty) [Clean],Fetty Wap,Fetty Wap [Clean],Hip-Hop,1.29,"2000 Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",3:32,2015-09-25
531,0,Wake Up,Wiz Khalifa,Rolling Papers,Hip-Hop,1.29,Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:46,2011-03-28,Roll Up,Wiz Khalifa,Rolling Papers,Hip-Hop,1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:47,2011-03-28
99,0,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - EP",Dance Music,1.29,"2015 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States",4:42,2015-05-12,Dangerous,David Guetta,Dangerous,Electronic,1.29,Howard Hersh,3:23,2014-10-06
497,1,You Gonna Fly,Keith Urban,Get Closer,Country,1.29,"ãÑ 2010 Hit Red Records under exclusive license to Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37211",3:36,2011-02-22,You Gon Na Fly,Keith Urban,Get Closer (Deluxe Version),Country,1.29,Hit Red Records under exclusive license to Capitol Records Nashville,3:36,2011-02-22
191,1,Through the Ghost,Shinedown,The Studio Album Collection,Rock,1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:01,2013-11-08,Through The Ghost,Shinedown,The Studio Album Collection,Rock,1.29,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,4:01,2013-11-08
352,0,Remember You (feat. The Weeknd),Wiz Khalifa,O.N.I.F.C.,Hip-Hop,1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,2012-12-04,Kk feat Project Pat & Juicy J,Wiz Khalifa,Blacc Hollywood Deluxe,Hip-Hop,1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,4:09,2014-08-19
490,1,Bumpin the Night,Florida Georgia Line,Anything Goes,Country,1.29,‰ ãÑ 2014 Big Machine Label Group LLC,3:42,2014-10-14,Bumpin' The Night,Florida Georgia Line,Anything Goes,Country,1.29,"2014 Republic Records, a Division of UMG Recordings, Inc.",3:41,2014-10-14
421,0,Recess (feat Fatman Scoop and Michael Angelakos) [Flux Pavilion Remix],Skrillex & Kill the Noise,Recess Remixes - EP,Dance Music,1.29,2014 OWSLA Big Beat Records for the United States and WEA International Inc. for the world outside of the United States.,3:47,2014-07-07,Kill Everybody (Bare Noize Remix),Skrillex,Scary Monsters And Nice Sprites EP,Electronic,1.29,Digitop Ltd,4:41,2010-12-21
242,0,If I Am a Stranger (Live In Amsterdam),Ryan Adams,Live After Deaf (Live) [Complete Collection],Rock,0.99,Paxam Records,5:10,2012-07-02,Don't Fail Me Now (Live in Malmo Bonus Track),Ryan Adams,Live After Deaf Collection,Rock,0.99,2012 Paxam Records,5:43,2012-07-02
481,0,Before She Does (Live),Eric Church,Caught In the Act (Live),Country,1.29,"  2013 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 401 Commerce Street , Suite 1100 , Nashville , TN 37219",3:42,2013-04-05,Pledge Allegiance To The Hag (Live),Eric Church,Caught In The Act : Live,Country,1.29,2013 EMI Records Nashville,4:55,2013-04-05
390,1,Going Away For a While,Brett Eldredge,Illinois,Country,1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States A Warner Music Group Company,3:13,2015-09-11,Going Away For A While,Brett Eldredge,Illinois,Country,1.29,Phonotype,3:15,2015-09-11
4,0,Vhs Outro,X Ambassadors,VHS,Alternative,1.29,2015 Interscope Records,1:25,2015-06-30,First Show Interlude,X Ambassadors,VHS Explicit,Alternative Rock,1.29,2015 KIDinaKORNER/Interscope Records,0:11,2015-06-30
245,1,Clean,Ryan Adams,1989,Rock,1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,2015-09-21,Clean,Ryan Adams,1989,Rock,1.29,2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,4:23,2015-09-21
385,1,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,Hip-Hop,1.29,2012 Macklemore LLC,4:17,2012-10-09,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,Hip-Hop,1.29,2014 Selena Garcia & Steven Gomez,4:17,2012-10-09
145,0,Toyfriend (feat. Wynter Gordon) [Continuous Mix Version],David Guetta,One Love,Dance,1.29,2010 Parlophone Music France,2:51,2009-08-21,Still Pimpin,David Banner,Mississippi The Album,Pop,0.99,2003 Universal Records a Division of UMG Recordings Inc.,7:11,2003-05-20
377,0,Club Can't Handle Me (Ridney Remix),Flo Rida,Club Ca n't Handle Me (feat. David Guetta) [From Step Up 3D] The Remixes - EP,Pop,1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,6:10,2010-08-17,Good Feeling,Flo Rida,Good Feeling (Remixes),Electronic,1.29,2009 MPL Tours Inc. under exclusive license to StarCon LLC,6:15,2011-11-15
500,0,Because of You,Kelly Clarkson & Reba McEntire,Reba Duets,Country,1.99,"Unknown, a Division of UMG Recordings, Inc.",3:42,2007-09-18,The Fear Of Being Alone,Reba McEntire,Reba #1's,Country,1.29,"2005 MCA Nashville, a Division of UMG Recordings, Inc.",3:02,2005-11-22
488,1,"Turn Around (5,4,3,2,1)",Flo Rida,"Turn Around (5,4,3,2,1) Deluxe Single",Hip-Hop,1.29,(C) 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.,3:35,2010-11-16,"Turn Around (5,4,3,2,1)",Flo Rida,Only One Flo Part 1 Deluxe Video Digital Booklet,Hip-Hop,1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:20,2010-11-26
217,0,Best of Cr247,Chase Rice,Ignite the Night (Party Edition),Country,unknown,"2014 Dack Janiels Records, under exclusive license to Sony Music Entertainment.",6:57,2014-08-19,50 Shades of Crazy,Chase Rice,Ignite the Night,Country,1.29,"2014 Dack Janiels Records, under exclusive license to Sony Music Entertainment.",3:10,2014-08-19
12,1,Shining,X Ambassadors,The Reason - EP,Alternative,1.29,2015 Interscope Records,3:40,2015-08-10,Shining,X Ambassadors,The Reason EP,Alternative Rock,1.29,KIDinaKORNER/Interscope Records,3:37,2015-08-10
426,0,Lick It (Norman Doray Remix),Kaskade & Skrillex,Lick It (Remixes) - EP,Electronic,1.29,"2012 Ultra Records, Inc.",6:14,2012-04-17,Take There ( feat. Kiesza ) [ Netsky Remix ],Skrillex & Diplo,Take There ( feat. Kiesza ) [ Remixes ],Electronic,1.29,2010 Robbins Entertainment Company,3:29,2014-12-23
506,1,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,The Heist (Deluxe Edition),Hip-Hop,1.29,"© 2012 Macklemore, LLC.",3:55,2012-08-01,Thrift Shop feat Wanz,Macklemore & Ryan Lewis,The Heist Deluxe Edition,Hip-Hop,1.29,2014 Selena Garcia & Steven Gomez,3:55,2012-10-09
167,0,Toyfriend (feat Wynter Gordon) [Continuous Mix Version],David Guetta,One Love (Deluxe Version),Dance,1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,2009-08-21,Sun Goes Down (Feat. Magic! & Sonny Wilson),David Guetta,Listen,Dance Electronic,1.29,2015 If Moving Your Mine,3:31,2014-11-24
63,0,Thank Me Now,Drake,Thank Me Later,Hip-Hop,1.29,Young Money Entertainment/Cash Money Records/Universal Motown,5:28,2010-06-16,Show Me A Good Time,Drake,Thank Me Later (Explicit Version),Hip-Hop,1.29,2010 Young Money Entertainment/Cash Money Records,3:30,2010-06-15
277,0,Whateva feat Monty,Fetty Wap,Fetty Wap Deluxe,Hip-Hop,unknown,2015 300 Entertainment RGF Productions,5:11,unknown,My Way (feat. Monty),Fetty Wap,Fetty Wap,Hip-Hop,1.29,"Mute Records Ltd., a BMG Company, under exclusive license to INgrooves",3:33,2015-09-25
