id,label,left_name,left_brewery,left_primary_style,left_secondary_style,left_abv,left_is_amber,left_is_ale,left_is_lager,left_is_imperial,left_special_ingredients,right_name,right_brewery,right_primary_style,right_secondary_style,right_abv,right_is_amber,right_is_ale,right_is_lager,right_is_imperial,right_special_ingredients
41,0,Climax Noel,Eel River Brewing Co.,Imperial Red Ale,,9.2,True,True,False,True,none,Fulton Libertine Imperial Red Ale,Fulton Beer Co.,Imperial American Strong Ale,,8.5,False,True,False,True,rye whiskey barrel aged
42,0,Old Cascade Amber Ale,Roosterfish Brewing Co.,Red Ale,Amber,5.5,True,True,False,False,none,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,,5.5,True,False,False,False,none
43,0,Single Hop #3 Amber Ale with Citra,Three Palms Brewing Co.,Amber Ale,,6.8,True,True,False,False,Citra,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co.,Amber Ale,,5.6,True,False,False,False,none
44,0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,Red Ale,Amber,unknown,True,True,False,True,bourbon barrel,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,Strong Ale,,8.3,False,True,False,True,none
45,0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,Imperial Red Ale,Amber,8.2,True,True,False,True,none,King of Hearts Imperial Red Ale,Rock Bottom Orland Park,Imperial Red Ale,,7.6,False,True,False,True,none
46,0,Bourbon Barrel Aged Redrum,Trinity Brewhouse,Red Ale,Amber,9.5,True,True,False,False,bourbon barrel aged,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber,,6.5,True,True,False,False,bourbon barrel aged
47,1,Freedom Soho Red,Freedom Brewery Ltd,Red Ale,Amber,4.7,True,True,False,False,none,Freedom Soho Red,Freedom Brewery Ltd,Amber Lager,Vienna,4.7,True,False,True,False,none
48,1,Heavyweight Ticklefight Champion Of The World,Solemn Oath Brewery,Barleywine,,12.0,False,True,False,False,none,Heavyweight Ticklefight Champion Of The World,Solemn Oath Brewery,Barleywine,,12.0,False,True,False,False,none
49,0,Moustache Ride Red,Flat 12 Bierwerks,Red Ale,Amber,6.1,True,True,False,False,barrel aged,The Libertine Imperial Red Ale,Fulton Beer Company,Imperial Red Ale,,8.5,False,True,False,True,barrel aged
50,1,Neudorf Red Ale,Brasserie Bendorf,Red Ale,Amber,unknown,True,True,False,False,none,Neudorf Red Ale,Bendorf,Red Ale,Amber,6.0,True,True,False,False,none
51,0,Arthur Imperial Red Ale,Otto's Pub and Brewery,Red Ale,Amber,6.9,True,True,False,True,none,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Imperial Amber,,7.5,True,True,False,True,none
52,0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Red Ale,Amber,7.5,True,True,False,True,none,406 Imperial Red Ale,406 Brewing Company,Imperial Ale,,9.2,False,True,False,True,none
53,0,Arthur's Imperial Red Ale,Otto's Pub and Brewery,Red Ale,Imperial Amber,6.9,True,True,False,True,none,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,Strong Ale,American Imperial,9.5,False,True,False,True,none
54,0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co.,Smoked Amber,Red,5.5,True,True,False,False,smoke,Smoked Amber Ale,Baird Brewing Co.,Smoked Amber,,unknown,True,False,False,False,smoke
55,0,Olympus Mons Imperial Red Ale,Due South Brewing Co.,Red Ale,Imperial Amber,9.2,True,True,False,True,none,Ale Mania Imperial Red Ale,Ale Mania,Strong Ale,Imperial Red,9.5,True,True,False,True,none
56,0,Mr Grain Jeans Organic Amber Ale,Outpost Natural Foods,Amber,Red,5.5,True,True,False,False,organic,Respect Your Mother Organic Amber Ale,Squatters Craft Beers,Amber,,4.0,True,True,False,False,organic
57,0,Kindest Find Imperial Red Ale,Smuttynose Brewing Company,Red Ale,Imperial,8.5,True,True,False,True,none,Revelry Imperial Red Ale,Two Brothers Brewing Company,Strong Ale,,9.5,False,True,False,True,none
58,0,Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,Red Ale,Amber,8.5,True,True,False,False,bourbon barrel aged,Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,,unknown,True,True,False,False,none
59,0,Pizza Orgasmica Amber Ale,Devil's Canyon Brewing Company,Amber,Red,6.5,True,False,False,False,,Acacia Amber Ale,Pizza Port,Belgian,Amber,unknown,True,False,False,False,
60,0,Iron Mike's Amber Ale,Jacob Leinenkugel Brewing Company,Red Ale,Amber,unknown,True,True,False,False,none,Railway City Iron Spike Amber Ale,Railway City Brewing Company,Amber Ale,,4.6,True,True,False,False,none
61,0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,Red Ale,Imperial Amber,7.8,True,True,False,True,none,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,Strong Ale,,9.2,False,True,False,False,none
62,0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,Red Ale,Imperial Amber,8.5,True,True,False,True,,Libertine Imperial Red Ale,Fulton Beer Company,Strong Ale,Imperial Red,8.5,True,True,False,True,
63,0,Arthur's Imperial Red Ale,Otto's Pub and Brewery,Red Ale,Imperial,6.9,True,True,False,True,none,Kinetic Infrared Imperial Red Ale,Kinetic Brewing Company,Strong Ale,,9.3,False,True,False,False,none
64,0,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Red Ale,Amber,6.4,True,True,False,False,none,Blue Cat Red Toad Amber Ale,Blue Cat Brew Pub,Bitter/ESB,Premium,5.7,True,True,False,False,none
65,0,Eruption Imperial Red Ale,Worthy Brewing Co.,Red Ale,Imperial Amber,8.0,True,True,False,True,,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,Strong Ale,American Imperial Red,9.2,True,True,False,True,
66,0,Barrel Aged Red Ale,BearWaters Brewing Co.,Red Ale,Amber,6.7,True,True,False,False,none,Calico Amber Ale,Ballast Point Brewing Company,Amber Ale,,5.0,True,True,False,False,rum barrels
67,0,Gorgon Red Ale,Indian Wells Brewing Company,Red Ale,Amber,5.5,True,True,False,False,none,Red Horn Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber,,5.5,True,True,False,False,none
68,0,Ginger Red Ale,Elk Street Brewery & Tap Room,Red Ale,Amber,6.8,True,True,False,False,ginger,Wyatt Earp Red Ale,The Beer Company,Red Ale,,7.0,False,True,False,False,none
69,0,North 45 Amber Ale,Petoskey Brewing Company,Red Ale,Amber,5.8,True,True,False,False,none,North Coast Amber Ale,Thirsty Pagan Brewing,Amber Ale,,unknown,True,True,False,False,none
70,1,Red's On Vacation,Barley John's Brew Pub,Red Ale,Amber,5.44,True,True,False,False,none,Red's On Vacation,Barley John's Brew Pub,Amber Ale,,5.44,True,True,False,False,none
71,1,Old Cellar Dweller,Driftwood Brewery,Barleywine,,14.0,False,True,False,True,unknown,Old Cellar Dweller Barleywine,Driftwood Brewery,Barleywine,,14.0,False,True,False,True,unknown
72,0,Lavery Imperial Red Ale,Lavery Brewing Company,Red Ale,Imperial,8.2,True,True,False,True,,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,Strong Ale,American,7.8,False,True,False,False,
73,0,Double Dread Imperial Red Ale,Mad River Brewing Company,Red Ale,Imperial Amber,8.6,True,True,False,True,none,Scuttlebutt Mateo Loco Imperial Red Ale,Scuttlebutt Brewing Company,Strong Ale,American Imperial Amber,7.1,True,True,False,True,none
74,0,Roundabout Imperial Red Ale,Bonfire Brewing Co.,Red Ale,Amber,8.8,True,True,False,True,none,YuleSmith Imperial Red Ale,AleSmith Brewing Company,Imperial Ale,American Strong,8.5,False,True,False,True,none
75,0,Port Chester Red Ale,Greenpoint Beerworks/Kelso of Brooklyn,Red Ale,Amber,5.5,True,True,False,False,none,Rhino Chaser Imperial Red Ale,Pizza Port (Ocean Beach),Imperial Red Ale,,9.5,True,True,False,True,none
76,0,Red Hopper Imperial Red Ale,Black Acre Brewing Co.,Imperial Red Ale,Amber,6.2,True,True,False,True,none,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Imperial Red Ale,Amber,7.5,True,True,False,True,none
77,1,Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,Red Ale,Amber,4.7,True,True,False,False,none,Sons Of Anarchy Amber Ale,Sudwerk Brewing Company,Red Ale,Amber,4.7,True,True,False,False,none
78,1,Eldred Rock Amber,Haines Brewing Company,Red Ale,Amber,5.0,True,True,False,False,none,Eldred Rock Amber,Haines Brewing Co.,Amber Ale,,5.0,True,True,False,False,none
79,0,Double Dread Imperial Red Ale,Mad River Brewing Company,Red Ale,Imperial Amber,8.6,True,True,False,True,,406 Imperial Red Ale,406 Brewing Company,Strong Ale,Imperial Amber,9.2,True,True,False,True,
80,0,Blood On The Blade Red IPA,Backpocket Brewing,Red Ale,IPA,7.0,True,True,False,False,none,Blood Red IPA,Bacchus Brewing Company,IPA,Red,6.0,False,True,False,False,none
81,1,My Hoppy Valentine,Excel Brewing Company,Red Ale,Amber,6.5,True,True,False,False,none,My Hoppy Valentine,Excel Brewing Company,Amber Ale,,6.5,True,True,False,False,none
82,0,Hop Around Imperial Red Ale,Big Bay Brewing Co.,Red Ale,Amber,9.0,True,True,False,True,none,Battle Axe Imperial Red Ale,Austin Beerworks,Strong Ale,,8.0,False,True,False,True,none
83,0,Dirty Hippie Imperial Red Ale,Kern River Brewing Company,Red Ale,Imperial,8.0,True,True,False,True,none,Tumbledown Imperial Red Ale,Tumbledown Brewing,Strong Ale,Imperial Red,7.8,True,True,False,True,none
84,0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,Imperial Red Ale,Amber,8.5,True,True,False,True,none,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,Strong Ale,,6.8,False,True,False,False,none
85,0,C N Red Imperial Red Ale,Redwood Lodge Brewing Company,Imperial Red Ale,Amber,8.1,True,True,False,True,none,Tongue Buckler Imperial Red Ale,Ballast Point Brewing Company,Imperial Red Ale,,10.0,False,True,False,True,none
86,0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Amber,8.6,True,True,False,True,none,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,Strong Ale,American,8.5,False,True,False,True,none
87,0,All American Red Ale,Centennial Beer Co.,Red Ale,Amber,5.0,True,True,False,False,,Stadin American Red Ale,Stadin Panimo,Red Ale,Amber,4.5,True,True,False,False,
88,0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,Red Ale,Amber,8.7,True,True,False,False,bourbon barrel aged,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,,9.7,False,True,False,False,bourbon barrel aged
89,0,Big V Amber Ale,FreeWheel Brewing Company,Amber,Red,4.0,True,True,False,False,none,Big Texan Red Amber Ale,Big Texan Brewery,Amber,,4.5,True,True,False,False,none
90,0,Double Dread Imperial Red Ale,Mad River Brewing Company,Red Ale,Imperial Amber,8.6,True,True,False,True,none,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,Strong Ale,American Imperial Red,7.8,False,True,False,True,none
91,0,5 Star Amber Ale,The Civil Life Brewing Company,Red Ale,Amber,5.0,True,True,False,False,none,Blue Star Apache Amber Ale,Blue Star Brewing Co.,Amber Ale,,unknown,True,False,False,False,none
92,0,Lavery Imperial Red Ale,Lavery Brewing Company,Imperial Red Ale,Amber,8.2,True,True,False,True,none,Heart and Sole Imperial Red Ale,ShuBrew,Strong Ale,,6.8,False,True,False,False,none
93,0,Barrel Aged Imperial Red,Hale's Ales Brewery & Pub,Red Ale,Imperial,9.0,True,True,False,True,barrel aged,Imperial Oak Barrel Aged Odin's Beard,Imperial Oak Brewing,Strong Ale,,9.0,False,True,False,True,barrel aged
94,0,3 Sisters American Red Ale,Wild Ride Brewing Co.,Red Ale,Amber,6.0,True,True,False,False,none,Black Shirt American India Red Ale,Black Shirt Brewing Company,Strong Ale,American,7.09,False,True,False,False,none
95,0,Red Dragon Smoked Amber Ale,Hoppy Brewing Co.,Amber,Smoked,5.5,True,True,False,False,smoke,Kilted Dragon Bonnie Heather Amber Ale,Kilted Dragon Brewing Company,Amber,,5.0,True,True,False,False,none
96,0,Mountain Goat Rare Breed India Red Ale,Mountain Goat Beer Pty Ltd,Red Ale,Amber,6.6,True,True,False,False,none,Hammond River Red Coat India Red Ale,Hammond River Brewing,Red Ale,Amber,6.5,True,True,False,False,none
97,0,Lavery Imperial Red Ale,Lavery Brewing Company,Red Ale,Imperial Amber,8.2,True,True,False,True,none,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,Imperial Strong Ale,,9.5,False,True,False,True,none
98,0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,Red Ale,Amber,7.5,True,True,False,True,none,Renegade Scarlett Letter Imperial Red Ale,Renegade Brewing Company,Strong Ale,,8.5,False,True,False,True,none
99,0,Red-Oric,Sierra Nevada Brewing Co.,Imperial Red Ale,Amber,8.0,True,True,False,True,none,Peter's Sum Of Hours Imperial Red Ale,Peter's Brewpub,Imperial Red Ale,,9.5,False,True,False,True,none
100,1,Belle Gueule Rousse,Brasseurs R.J.,Red Ale,Amber,5.2,True,False,False,False,none,Belle Gueule Rousse,Brasseurs RJ,Amber Lager/Vienna,Lager,5.2,True,False,True,False,none
101,0,Red Rock Amber Ale,OPA-OPA Steakhouse & Brewery,Red Ale,Amber,6.0,True,True,False,False,none,Slanted Rock Iron Butt Red Ale,Slanted Rock Brewing Company,Red Ale,,5.8,True,True,False,False,none
102,1,Ise Kadoya Amber Ale,Nikenjayamochi Kadoya Honten Co.,Red Ale,Amber,4.5,True,True,False,False,none,Ise Kadoya Amber Ale,Ise Kadoya,Amber Ale,,unknown,True,True,False,False,none
103,0,Hop Around Imperial Red Ale,Big Bay Brewing Co.,Red Ale,Imperial Amber,9.0,True,True,False,True,hops,Speakeasy Wet Hop Red Ale,Speakeasy Ales and Lagers,Amber,,6.1,True,True,False,False,wet hops
104,0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,Red Ale,Imperial Amber,8.6,True,True,False,True,none,406 Imperial Red Ale,406 Brewing Company,Strong Ale,Imperial Red,9.2,True,True,False,True,none
105,0,C N Red Imperial Red Ale,Redwood Lodge Brewing,Imperial Red Ale,Amber,8.1,True,True,False,True,none,Tumbledown Imperial Red Ale,Tumbledown Brewing,Imperial Red Ale,,7.8,False,True,False,True,none
106,0,All American Red Ale,Centennial Beer Co,Red Ale,Amber,5.0,True,True,False,False,,Special American Red Ale,Saimaan Juomatehdas,Red Ale,Amber,4.7,True,True,False,False,
107,0,Molly Red Ale,New Helvetia Brewing Company,Red Ale,Amber,5.0,True,True,False,False,none,Big Time Lift Ticket Red Ale,Big Time Brewery,IPA,,7.0,False,True,False,False,none
108,1,Barbarian Red Ale,Cervecería Barbarian,Red Ale,Amber,6.5,True,True,False,False,none,Barbarian Red Ale,Cervecería Barbarian,Red Ale,Amber,6.5,True,True,False,False,none
109,0,Hop Around Imperial Red Ale,Big Bay Brewing Co.,Red Ale,Imperial Amber,9.0,True,True,False,True,none,Ale Mania Imperial Red Ale,Ale Mania,Strong Ale,,9.5,False,True,False,True,none
110,0,Barrel Aged Series Barley Wine,Parallel 49 Brewing Company,Barleywine,,11.8,False,True,False,False,none,Elevator Barrel Aged Barley Wine,Elevator Brewing Company,Barleywine,,unknown,False,True,False,False,none
111,0,Country Western Imperial Red Ale,West Sixth Brewing Company,Imperial Red Ale,,13.0,False,True,False,True,none,Shark Lips Imperial Red Ale,Figueroa Mountain Brewing,Imperial Red Ale,,8.0,False,True,False,True,none
112,0,Roundabout Imperial Red Ale,Bonfire Brewing Co.,Red Ale,Amber,8.8,True,True,False,True,none,Marble Imperial Red Ale,Marble Brewery,Strong Ale,,9.0,False,True,False,True,none
113,0,Shark Attack Double Red Ale,Port Brewing,Red Ale,Amber,9.0,True,True,False,True,none,Midnight Sun Unite Double Red Hot Ale,Midnight Sun Brewing Company,Amber Ale,,7.5,True,True,False,False,none
114,0,Barrel Aged Riverside Red,Intuition Ale Works,Red Ale,Amber,7.8,True,True,False,False,none,Blue Pants Big & Tall #2 Barrel Aged Belgian Red,Blue Pants Brewery,Amber Ale,,unknown,True,False,False,False,none
115,1,Oatmeal Amber Ale,Ornery Beer Company Public House,Amber Ale,Oatmeal,5.7,True,True,False,False,oats,Oatmeal Amber Ale,John Harvard's Brewhouse,Amber Ale,,6.5,True,True,False,False,oats
116,0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,Amber Ale,,unknown,True,True,False,False,bourbon,Ulysses Imperial Red Ale,Barley's Brewing Company,Imperial Red Ale,,8.6,True,True,False,True,none
117,0,Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,Red Ale,Imperial,4.56,True,True,False,True,,Marble Imperial Red Ale,Marble Brewery,Strong Ale,,9.0,False,True,False,True,
118,0,Love Rhino,Breckenridge Brewery,Red Ale,Imperial Amber,8.9,True,True,False,True,none,Revelry,Two Brothers Brewing Company,Strong Ale,Imperial Red,9.5,True,True,False,True,none
119,0,Imperial Red Ale,Lagunitas Brewing Company,Red Ale,Imperial,7.8,True,True,False,True,none,Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Red Ale,Imperial Amber,8.0,True,True,False,True,none
120,0,Imperial Moustache Red Ale,Salty Nut Brewery,Red Ale,Amber,6.0,True,True,False,True,none,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,Strong Ale,Imperial,9.2,False,True,False,True,none
121,0,Single Hop #3 Amber Ale W/Citra,Three Palms Brewing Co.,Amber Ale,Red,6.8,True,True,False,False,Citra,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,Pale Ale,,5.2,False,True,False,False,Amarillo
122,1,Vital Infrared Imperial Red,Vital Brewing,Imperial Red Ale,Amber,9.4,True,True,False,True,none,Vital Infrared Imperial Red,Vital Brewing,Imperial Ale,Strong,9.4,False,True,False,True,none
123,1,Rip Saw Red,Pints Brewing Co.,Red Ale,Amber,6.5,True,True,False,False,none,Rip Saw Red,Pints Brewing Company,Amber Ale,,5.9,True,True,False,False,none
124,0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,Red Ale,Amber,unknown,True,True,False,True,bourbon barrels,Cape Cod Bourbon Barrel Red,Cape Cod Beer,Amber Ale,,5.5,True,True,False,False,bourbon barrels
